OID_,Field1,ID2,lat,long,el,RASTERVALU,VAT_Mapuni,VAT_Mapu_1,muaggatt_O,muaggatt_m,muaggatt_1,muaggatt_2,muaggatt_s,muaggatt_3,muaggatt_b,muaggatt_w,muaggatt_4,muaggatt_f,muaggatt_5,muaggatt_p,muaggatt_a,muaggatt_6,muaggatt_7,muaggatt_8,muaggatt_d,muaggatt_9,muaggatt_h,muaggatt_i,muaggat_10,muaggatt_n,muaggat_11,muaggatt_e,muaggat_12,muaggat_13,muaggat_14,muaggat_15,muaggat_16,muaggat_17,muaggat_18,muaggat_19,muaggat_20,muaggat_21,muaggat_22,muaggatt_u,muaggat_23,muaggat_24,muaggat_25,muaggat_26,muaggat_27,component_,component1,componen_1,componen_2,componen_3,componen_4,componen_5,componen_6,componen_7,componen_8,componen_9,compone_10,compone_11,compone_12,compone_13,compone_14,compone_15,compone_16,compone_17,compone_18,compone_19,compone_20,compone_21,compone_22,compone_23,compone_24,compone_25,compone_26,compone_27,compone_28,compone_29,compone_30,compone_31,compone_32,compone_33,compone_34,compone_35,compone_36,compone_37,compone_38,compone_39,compone_40,compone_41,compone_42,compone_43,compone_44,compone_45,compone_46,compone_47,compone_48,compone_49,compone_50,compone_51,compone_52,compone_53,compone_54,compone_55,compone_56,compone_57,compone_58,compone_59,compone_60,compone_61,compone_62,compone_63,compone_64,compone_65,compone_66,compone_67,compone_68,compone_69,compone_70,compone_71,compone_72,compone_73,compone_74,compone_75,compone_76,compone_77,compone_78,compone_79,compone_80,compone_81,compone_82,compone_83,compone_84,compone_85,compone_86,compone_87,compone_88,compone_89,compone_90,compone_91,compone_92,compone_93,compone_94,compone_95,compone_96,compone_97,compone_98,compone_99,compon_100,compon_101,compon_102,compon_103,compon_104,compon_105,compon_106,compon_107,compon_108
172,372,73780982,47.645254999999999,-122.530175000000000,.,74185.0000000,274372.000000000000000,74185,5354,16,"Harstine gravelly ashy sandy loam, 15 to 30 percent slopes",-9999,25.0000000,23.8999996,-9999,75,75,None,None,0,3.8499999,6.6599998,10.2200003,10.4499998,Moderately well drained,Moderately well drained,C,-9999,100,4,90,Very limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,0.9940000,Severe,0,1.0000000,74185,17890,-9999,5,-9999,Indianola,Series,No,-9999,-9999,0.0000000,3.0000000,6.0000000,30,61,91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,No,Somewhat excessively drained,60.0000000,90.0000000,120.0000000,180,0,180,"eskers, kames, outwash plains, terraces",-9999.0000000,-9999.0000000,-9999.0000000,9.0000000,10.0000000,11.0000000,762,1080,1397,-9999,-9999,-9999,180,190,200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Isotic, mesic Dystric Xeropsamments",Entisols,Psamments,Xeropsamments,Dystric Xeropsamments,not used,not used,not used,not used,mesic,Typic,mesic,eleventh edition,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,74185,21009011
173,374,73811111,47.630611666699998,-122.294311667000002,.,3064850.0000000,17611.000000000000000,3064847,5503,3065,"Anthraltic Xerorthents gravelly sandy loam, 12 to 35 percent slopes",-9999,25.0000000,22.6000004,-9999,55,-9999,None,None,10,1.9299999,3.5599999,4.8099999,4.8099999,Moderately well drained,Moderately well drained,A/D,-9999,100,6,90,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,10,1.0000000,3064847,18355,-9999,10,-9999,Alderwood,Series,No,-9999,-9999,12.0000000,25.0000000,35.0000000,30,61,91,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Moderately well drained,5.0000000,120.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.4400000,9.0000000,10.0000000,11.0000000,760,940,1020,-9999,-9999,-9999,180,210,240,6,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,3064847,21113700
174,378,73956266,47.032311190000001,-123.094951449999996,.,2454670.0000000,99984.000000000000000,2454666,7349,31,Eld loam,-9999,3.0000000,3.0000000,-9999,-9999,-9999,None,None,0,4.6399999,9.6400003,18.6499996,27.1499996,Well drained,Well drained,B,-9999,100,2,90,Somewhat limited,Somewhat limited,Not rated,Not rated,Somewhat limited,Not rated,Not rated,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0080000,Slight,5,0.0340000,2454666,22841,-9999,90,-9999,Eld,Series,Yes,-9999,-9999,0.0000000,3.0000000,5.0000000,-9999,-9999,-9999,-9999,5,48,6,-9999,-9999,-9999,-9999,No,Well drained,46.0000000,61.0000000,76.0000000,180,0,180,"alluvial fans, flood plains",-9999.0000000,0.1600000,-9999.0000000,9.0000000,10.0000000,10.0000000,1143,1270,1397,-9999,-9999,-9999,150,175,200,2,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,B,Low,Low,"Fine-loamy, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,fine-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,2454666,21078229
175,379,73956371,47.028878939999998,-123.092846370000004,.,2454660.0000000,129784.000000000000000,2454661,7354,27,"Delphi very gravelly loam, 3 to 15 percent slopes",-9999,9.0000000,9.0000000,-9999,120,120,None,None,0,3.5000000,6.6599998,12.6599998,15.3000002,Well drained,Well drained,B,-9999,100,4,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0020000,Moderate,0,1.0000000,2454661,22828,-9999,100,-9999,Delphi,Series,Yes,-9999,-9999,3.0000000,9.0000000,15.0000000,-9999,-9999,-9999,-9999,4,0,8,-9999,-9999,-9999,-9999,No,Well drained,100.0000000,550.0000000,1000.0000000,180,0,180,till plains,-9999.0000000,0.1600000,-9999.0000000,10.0000000,10.0000000,10.0000000,1270,1588,1905,-9999,-9999,-9999,165,180,195,4,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Medial-skeletal, mesic Humic Haploxerands",Andisols,Xerands,Haploxerands,Humic Haploxerands,medial-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,2454661,21078221
176,380,73956438,47.028584709999997,-123.093119720000004,.,2454660.0000000,129784.000000000000000,2454661,7354,27,"Delphi very gravelly loam, 3 to 15 percent slopes",-9999,9.0000000,9.0000000,-9999,120,120,None,None,0,3.5000000,6.6599998,12.6599998,15.3000002,Well drained,Well drained,B,-9999,100,4,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0020000,Moderate,0,1.0000000,2454661,22828,-9999,100,-9999,Delphi,Series,Yes,-9999,-9999,3.0000000,9.0000000,15.0000000,-9999,-9999,-9999,-9999,4,0,8,-9999,-9999,-9999,-9999,No,Well drained,100.0000000,550.0000000,1000.0000000,180,0,180,till plains,-9999.0000000,0.1600000,-9999.0000000,10.0000000,10.0000000,10.0000000,1270,1588,1905,-9999,-9999,-9999,165,180,195,4,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Medial-skeletal, mesic Humic Haploxerands",Andisols,Xerands,Haploxerands,Humic Haploxerands,medial-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,2454661,21078221
177,386,74173604,47.431635030000002,-121.759774629999995,.,73907.0000000,468908.000000000000000,73907,5525,111,"Klaus sandy loam, 0 to 8 percent slopes",-9999,4.0000000,4.0000000,-9999,-9999,-9999,None,None,1,4.5000000,7.7399998,8.5799999,8.5799999,Well drained,Well drained,B,-9999,86,4,85,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Not limited,0.0000000,Moderate,1,1.0000000,73907,18422,-9999,85,-9999,Klaus,Series,Yes,-9999,-9999,0.0000000,4.0000000,8.0000000,-9999,-9999,-9999,-9999,3,86,3,-9999,-9999,-9999,-9999,No,Well drained,213.0000000,320.0000000,427.0000000,180,0,180,terraces,-9999.0000000,0.3000000,-9999.0000000,9.0000000,10.0000000,11.0000000,2032,2286,2540,-9999,-9999,-9999,140,155,170,4,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,B,High,High,"Sandy-skeletal, mixed, mesic, ortstein Typic Haplorthods",Spodosols,Orthods,Haplorthods,Typic Haplorthods,sandy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,73907,20810758
178,388,74182740,47.430982989999997,-121.742891860000000,.,73964.0000000,306798.000000000000000,73964,5579,163,"Ogarty gravelly loam, 30 to 65 percent slopes",-9999,48.0000000,48.0000000,94,-9999,-9999,None,None,0,3.5999999,6.5999999,11.8800001,11.8800001,Well drained,Well drained,C,-9999,100,7,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,73964,18506,-9999,100,-9999,Ogarty,Series,Yes,-9999,-9999,30.0000000,48.0000000,65.0000000,-9999,-9999,-9999,-9999,2,48,6,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,214.0000000,366.0000000,203,338,113,hillslopes,-9999.0000000,0.2300000,-9999.0000000,7.0000000,8.0000000,9.0000000,1270,1524,1778,-9999,-9999,-9999,140,170,200,7,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,High,High,"Medial-skeletal, mesic Typic Vitrixerands",Andisols,Xerands,Vitrixerands,Typic Vitrixerands,medial-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,73964,20810834
179,389,74182835,47.431012930000001,-121.742893050000006,.,73964.0000000,306798.000000000000000,73964,5579,163,"Ogarty gravelly loam, 30 to 65 percent slopes",-9999,48.0000000,48.0000000,94,-9999,-9999,None,None,0,3.5999999,6.5999999,11.8800001,11.8800001,Well drained,Well drained,C,-9999,100,7,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,73964,18506,-9999,100,-9999,Ogarty,Series,Yes,-9999,-9999,30.0000000,48.0000000,65.0000000,-9999,-9999,-9999,-9999,2,48,6,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,214.0000000,366.0000000,203,338,113,hillslopes,-9999.0000000,0.2300000,-9999.0000000,7.0000000,8.0000000,9.0000000,1270,1524,1778,-9999,-9999,-9999,140,170,200,7,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,High,High,"Medial-skeletal, mesic Typic Vitrixerands",Andisols,Xerands,Vitrixerands,Typic Vitrixerands,medial-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,73964,20810834
180,391,74202666,47.566672789999998,-123.359655549999999,.,3168840.0000000,35993374.000000000000000,3168838,3600,NOTCOM,No Digital Data Available,-9999,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,0,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,100,-9999,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,-9999.0000000,Not rated,0,-9999.0000000,3168838,11295,-9999,100,-9999,NOTCOM,-9999,Yes,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,3168838,22005946
181,392,74202711,47.565584880000003,-123.368375900000004,.,3168840.0000000,35993374.000000000000000,3168838,3600,NOTCOM,No Digital Data Available,-9999,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,0,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,100,-9999,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,-9999.0000000,Not rated,0,-9999.0000000,3168838,11295,-9999,100,-9999,NOTCOM,-9999,Yes,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,3168838,22005946
182,393,74203159,47.531464649999997,-123.361086810000003,.,3168840.0000000,35993374.000000000000000,3168838,3600,NOTCOM,No Digital Data Available,-9999,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,0,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,100,-9999,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,-9999.0000000,Not rated,0,-9999.0000000,3168838,11295,-9999,100,-9999,NOTCOM,-9999,Yes,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,3168838,22005946
183,399,74292996,48.361637690000002,-122.527877300000000,.,74789.0000000,250803.000000000000000,74789,2321,156,"Whistle-Fidalgo-Rock outcrop complex, 30 to 65 percent slopes",-9999,48.0000000,45.5000000,0,68,-9999,None,None,0,3.5999999,7.0300002,12.7799997,15.1800003,Well drained,Moderately well drained,B,-9999,90,7,70,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,5,1.0000000,74789,9026,-9999,15,-9999,Rock outcrop,Miscellaneous area,Yes,-9999,-9999,30.0000000,48.0000000,65.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,No,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,74789,21076988
184,401,74307649,45.648805555599999,-122.660833332999999,.,72080.0000000,54396.000000000000000,72080,10562,WnB,"Wind River sandy loam, 0 to 8 percent slopes",-9999,4.0000000,4.0000000,-9999,-9999,-9999,None,None,0,2.9500000,5.6999998,10.4200001,14.9200001,Somewhat excessively drained,Somewhat excessively drained,A,-9999,100,2,100,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0010000,Slight,0,1.0000000,72080,29539,-9999,100,-9999,Wind River variant,Variant,Yes,-9999,-9999,0.0000000,4.0000000,8.0000000,-9999,-9999,-9999,-9999,5,86,3,-9999,-9999,-9999,-9999,No,Somewhat excessively drained,30.0000000,60.0000000,90.0000000,180,0,180,terraces,-9999.0000000,0.0900000,-9999.0000000,10.0000000,10.0000000,10.0000000,1016,1016,1016,-9999,-9999,-9999,170,190,210,2,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,72080,20796818
185,402,74313531,45.648805555599999,-122.660833332999999,.,72080.0000000,54396.000000000000000,72080,10562,WnB,"Wind River sandy loam, 0 to 8 percent slopes",-9999,4.0000000,4.0000000,-9999,-9999,-9999,None,None,0,2.9500000,5.6999998,10.4200001,14.9200001,Somewhat excessively drained,Somewhat excessively drained,A,-9999,100,2,100,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0010000,Slight,0,1.0000000,72080,29539,-9999,100,-9999,Wind River variant,Variant,Yes,-9999,-9999,0.0000000,4.0000000,8.0000000,-9999,-9999,-9999,-9999,5,86,3,-9999,-9999,-9999,-9999,No,Somewhat excessively drained,30.0000000,60.0000000,90.0000000,180,0,180,terraces,-9999.0000000,0.0900000,-9999.0000000,10.0000000,10.0000000,10.0000000,1016,1016,1016,-9999,-9999,-9999,170,190,210,2,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,72080,20796818
186,403,74314977,45.649169444400002,-122.660052777999994,.,72081.0000000,14493.000000000000000,72081,10563,WnD,"Wind River sandy loam, 8 to 20 percent slopes",-9999,14.0000000,14.0000000,-9999,-9999,-9999,None,None,0,2.9500000,5.6999998,10.4200001,14.9200001,Somewhat excessively drained,Somewhat excessively drained,A,-9999,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0010000,Moderate,0,1.0000000,72081,29538,-9999,100,-9999,Wind River variant,Variant,Yes,-9999,-9999,8.0000000,14.0000000,20.0000000,-9999,-9999,-9999,-9999,5,86,3,-9999,-9999,-9999,-9999,No,Somewhat excessively drained,30.0000000,60.0000000,120.0000000,180,0,180,terraces,-9999.0000000,0.0900000,-9999.0000000,10.0000000,10.0000000,10.0000000,1016,1016,1016,-9999,-9999,-9999,170,190,210,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,72081,20796819
187,405,74336075,45.650750000000002,-122.654888889000006,.,72081.3984375,14493.000000000000000,72081,10563,WnD,"Wind River sandy loam, 8 to 20 percent slopes",-9999,14.0000000,14.0000000,-9999,-9999,-9999,None,None,0,2.9500000,5.6999998,10.4200001,14.9200001,Somewhat excessively drained,Somewhat excessively drained,A,-9999,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0010000,Moderate,0,1.0000000,72081,29538,-9999,100,-9999,Wind River variant,Variant,Yes,-9999,-9999,8.0000000,14.0000000,20.0000000,-9999,-9999,-9999,-9999,5,86,3,-9999,-9999,-9999,-9999,No,Somewhat excessively drained,30.0000000,60.0000000,120.0000000,180,0,180,terraces,-9999.0000000,0.0900000,-9999.0000000,10.0000000,10.0000000,10.0000000,1016,1016,1016,-9999,-9999,-9999,170,190,210,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,72081,20796819
188,406,74340220,45.650750000000002,-122.654888889000006,.,72081.3984375,14493.000000000000000,72081,10563,WnD,"Wind River sandy loam, 8 to 20 percent slopes",-9999,14.0000000,14.0000000,-9999,-9999,-9999,None,None,0,2.9500000,5.6999998,10.4200001,14.9200001,Somewhat excessively drained,Somewhat excessively drained,A,-9999,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0010000,Moderate,0,1.0000000,72081,29538,-9999,100,-9999,Wind River variant,Variant,Yes,-9999,-9999,8.0000000,14.0000000,20.0000000,-9999,-9999,-9999,-9999,5,86,3,-9999,-9999,-9999,-9999,No,Somewhat excessively drained,30.0000000,60.0000000,120.0000000,180,0,180,terraces,-9999.0000000,0.0900000,-9999.0000000,10.0000000,10.0000000,10.0000000,1016,1016,1016,-9999,-9999,-9999,170,190,210,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,72081,20796819
