OID_,Field1,ID2,lat,long,el,RASTERVALU,VAT_Mapuni,VAT_Mapu_1,muaggatt_O,muaggatt_m,muaggatt_1,muaggatt_2,muaggatt_s,muaggatt_3,muaggatt_b,muaggatt_w,muaggatt_4,muaggatt_f,muaggatt_5,muaggatt_p,muaggatt_a,muaggatt_6,muaggatt_7,muaggatt_8,muaggatt_d,muaggatt_9,muaggatt_h,muaggatt_i,muaggat_10,muaggatt_n,muaggat_11,muaggatt_e,muaggat_12,muaggat_13,muaggat_14,muaggat_15,muaggat_16,muaggat_17,muaggat_18,muaggat_19,muaggat_20,muaggat_21,muaggat_22,muaggatt_u,muaggat_23,muaggat_24,muaggat_25,muaggat_26,muaggat_27,component_,component1,componen_1,componen_2,componen_3,componen_4,componen_5,componen_6,componen_7,componen_8,componen_9,compone_10,compone_11,compone_12,compone_13,compone_14,compone_15,compone_16,compone_17,compone_18,compone_19,compone_20,compone_21,compone_22,compone_23,compone_24,compone_25,compone_26,compone_27,compone_28,compone_29,compone_30,compone_31,compone_32,compone_33,compone_34,compone_35,compone_36,compone_37,compone_38,compone_39,compone_40,compone_41,compone_42,compone_43,compone_44,compone_45,compone_46,compone_47,compone_48,compone_49,compone_50,compone_51,compone_52,compone_53,compone_54,compone_55,compone_56,compone_57,compone_58,compone_59,compone_60,compone_61,compone_62,compone_63,compone_64,compone_65,compone_66,compone_67,compone_68,compone_69,compone_70,compone_71,compone_72,compone_73,compone_74,compone_75,compone_76,compone_77,compone_78,compone_79,compone_80,compone_81,compone_82,compone_83,compone_84,compone_85,compone_86,compone_87,compone_88,compone_89,compone_90,compone_91,compone_92,compone_93,compone_94,compone_95,compone_96,compone_97,compone_98,compone_99,compon_100,compon_101,compon_102,compon_103,compon_104,compon_105,compon_106,compon_107,compon_108
397,967,90750461,45.846648211400002,-121.988809148000001,.,2511990.0000000,45023730.000000000000000,2511987,8332,NOTCOM,No Digital Data Available,-9999,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,0,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,100,-9999,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,-9999.0000000,Not rated,0,-9999.0000000,2511987,25294,-9999,100,-9999,NOTCOM,-9999,Yes,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,2511987,20814887
398,969,90830926,48.838188088099997,-122.165683842999997,.,75163.0000000,177146.000000000000000,75163,189,96,"Laxton loam, 0 to 3 percent slopes",-9999,2.0000000,2.0000000,-9999,92,92,None,None,0,6.1500001,11.1499996,16.1100006,20.1100006,Moderately well drained,Moderately well drained,C,2,90,2,90,Not limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Somewhat limited,0.0140000,Slight,5,1.0000000,75163,1005,-9999,90,-9999,Laxton,Series,Yes,-9999,-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,3,134,2,-9999,-9999,-9999,-9999,No,Moderately well drained,15.0000000,46.0000000,91.0000000,180,0,180,"outwash plains, terraces",-9999.0000000,0.2300000,-9999.0000000,10.0000000,10.0000000,10.0000000,889,1143,1397,-9999,-9999,-9999,170,170,170,2,w,-9999,2,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, mesic Aquic Haplorthods",Spodosols,Orthods,Haplorthods,Aquic Haplorthods,coarse-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75163,21089335
399,970,90850004,47.719481000000002,-124.314932971999994,.,73760.0000000,708938.000000000000000,73760,4453,HLE,"Hoko-Snahopish association, hilly",-9999,23.0000000,20.2000008,-9999,61,61,None,None,0,3.9500000,6.9400001,10.6999998,11.9200001,Moderately well drained,Moderately well drained,C,-9999,100,4,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.5980000,Severe,0,1.0000000,73760,15195,-9999,65,-9999,Hoko,Series,Yes,-9999,-9999,15.0000000,23.0000000,30.0000000,-9999,-9999,-9999,-9999,3,48,6,-9999,-9999,-9999,-9999,No,Moderately well drained,91.0000000,320.0000000,549.0000000,158,293,68,"mountain slopes, plains",-9999.0000000,0.2300000,-9999.0000000,9.0000000,9.0000000,9.0000000,3429,3429,3429,-9999,-9999,-9999,180,200,220,4,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Medial-skeletal, ferrihydritic, isomesic Aquic Durudands",Andisols,Udands,Durudands,Aquic Durudands,medial-skeletal,-9999,-9999,not used,isomesic,-9999,isomesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,73760,21207531
400,971,91030638,48.891937417299999,-122.150037177000002,.,75071.0000000,264149.000000000000000,75071,97,186,"Winston silt loam, 0 to 3 percent slopes",-9999,2.0000000,1.9000000,-9999,-9999,-9999,None,None,4,7.3000002,13.8199997,15.8199997,17.8199997,Well drained,Well drained,B,-9999,100,2,90,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.0010000,Slight,6,1.0000000,75071,514,-9999,90,-9999,Winston,Series,Yes,"COOL,THICK SURF",-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,2,134,2,-9999,-9999,-9999,-9999,No,Well drained,91.0000000,183.0000000,274.0000000,180,0,180,"river valleys, terraces",-9999.0000000,0.2300000,-9999.0000000,8.0000000,9.0000000,10.0000000,1016,1524,2032,-9999,-9999,-9999,140,170,200,2,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Moderate,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Andic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Andic Dystroxerepts,coarse-loamy over sandy or sandy-skeletal,-9999,superactive,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75071,21088817
401,973,91150028,48.818189869599998,-122.177113070999994,.,74997.0000000,117095.000000000000000,74997,23,119,"Pilchuck loamy fine sand, 0 to 3 percent slopes",-9999,2.0000000,2.0000000,-9999,92,92,Frequent,Frequent,0,1.6000000,3.3499999,6.8499999,10.3500004,Somewhat excessively drained,Somewhat excessively drained,A,-9999,100,4,90,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Good,Good,Somewhat limited,0.5680000,Slight,4,1.0000000,74997,116,-9999,90,-9999,Pilchuck,Series,Yes,-9999,-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,5,134,2,-9999,-9999,-9999,-9999,No,Somewhat excessively drained,15.0000000,61.0000000,122.0000000,180,0,180,"flood plains, river valleys",-9999.0000000,0.0900000,-9999.0000000,9.0000000,10.0000000,11.0000000,889,1207,1524,-9999,-9999,-9999,160,185,210,4,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,Low,"Mixed, mesic Dystric Xeropsamments",Entisols,Psamments,Xeropsamments,Dystric Xeropsamments,not used,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,74997,21089447
402,974,91285348,45.866133333299999,-122.704750000000004,.,71985.0000000,547772.000000000000000,71985,10659,GeB,"Gee silt loam, 0 to 8 percent slopes",-9999,4.0000000,4.0000000,-9999,92,92,None,None,0,5.7300000,11.2299995,20.0300007,28.5300007,Moderately well drained,Moderately well drained,C,-9999,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0220000,Moderate,0,0.8930000,71985,29635,-9999,100,-9999,Gee,Series,Yes,-9999,-9999,0.0000000,4.0000000,8.0000000,-9999,-9999,-9999,-9999,5,48,6,-9999,-9999,-9999,-9999,No,Moderately well drained,15.0000000,70.0000000,120.0000000,180,0,180,terraces,-9999.0000000,0.2300000,-9999.0000000,10.0000000,10.0000000,10.0000000,1143,1143,1143,-9999,-9999,-9999,170,190,210,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,High,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, superactive, mesic Typic Glossudalfs",Alfisols,Udalfs,Glossudalfs,Typic Glossudalfs,fine-silty,-9999,superactive,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,71985,20796722
403,975,91298428,45.866255000000002,-122.704461667000004,.,71985.5000000,547772.000000000000000,71985,10659,GeB,"Gee silt loam, 0 to 8 percent slopes",-9999,4.0000000,4.0000000,-9999,92,92,None,None,0,5.7300000,11.2299995,20.0300007,28.5300007,Moderately well drained,Moderately well drained,C,-9999,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0220000,Moderate,0,0.8930000,71985,29635,-9999,100,-9999,Gee,Series,Yes,-9999,-9999,0.0000000,4.0000000,8.0000000,-9999,-9999,-9999,-9999,5,48,6,-9999,-9999,-9999,-9999,No,Moderately well drained,15.0000000,70.0000000,120.0000000,180,0,180,terraces,-9999.0000000,0.2300000,-9999.0000000,10.0000000,10.0000000,10.0000000,1143,1143,1143,-9999,-9999,-9999,170,190,210,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,High,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, superactive, mesic Typic Glossudalfs",Alfisols,Udalfs,Glossudalfs,Typic Glossudalfs,fine-silty,-9999,superactive,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,71985,20796722
404,976,91299562,45.866103333300003,-122.704491666999999,.,71985.0000000,547772.000000000000000,71985,10659,GeB,"Gee silt loam, 0 to 8 percent slopes",-9999,4.0000000,4.0000000,-9999,92,92,None,None,0,5.7300000,11.2299995,20.0300007,28.5300007,Moderately well drained,Moderately well drained,C,-9999,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0220000,Moderate,0,0.8930000,71985,29635,-9999,100,-9999,Gee,Series,Yes,-9999,-9999,0.0000000,4.0000000,8.0000000,-9999,-9999,-9999,-9999,5,48,6,-9999,-9999,-9999,-9999,No,Moderately well drained,15.0000000,70.0000000,120.0000000,180,0,180,terraces,-9999.0000000,0.2300000,-9999.0000000,10.0000000,10.0000000,10.0000000,1143,1143,1143,-9999,-9999,-9999,170,190,210,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,High,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, superactive, mesic Typic Glossudalfs",Alfisols,Udalfs,Glossudalfs,Typic Glossudalfs,fine-silty,-9999,superactive,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,71985,20796722
405,987,91568452,48.846504405099999,-122.577241323999999,.,75056.0000000,174437.000000000000000,75056,82,172,"Urban land-Whatcom-Labounty complex, 0 to 8 percent slopes",-9999,4.0000000,3.3000000,-9999,0,0,None,None,2,8.1700001,13.8900003,21.6900005,29.3899994,-9999,Poorly drained,-9999,-9999,70,8,40,Not rated,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Not rated,Not rated,Not rated,Poor,Not rated,Not rated,0.4140000,Not rated,22,1.0000000,75056,420,-9999,20,-9999,Labounty,Series,Yes,-9999,undrained,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,5,134,2,-9999,-9999,-9999,-9999,Yes,Poorly drained,0.0000000,30.0000000,61.0000000,180,0,180,"depressions, plains",-9999.0000000,0.2300000,-9999.0000000,9.0000000,10.0000000,11.0000000,889,1080,1270,-9999,-9999,-9999,150,170,190,5,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C/D,Moderate,High,"Fine-loamy, isotic, mesic Aquandic Endoaqualfs",Alfisols,Aqualfs,Endoaqualfs,Aquandic Endoaqualfs,fine-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75056,21088730
406,988,91568935,48.843323365600000,-122.587495074000003,.,75067.0000000,705448.000000000000000,75067,93,182,"Whatcom-Labounty silt loams, 0 to 8 percent slopes",-9999,4.0000000,2.7000000,-9999,0,0,None,None,10,7.4800000,13.0400000,21.0300007,28.8999996,Moderately well drained,Poorly drained,C,3,55,3,62,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.3250000,Moderate,42,1.0000000,75067,491,-9999,25,-9999,Labounty,Series,Yes,-9999,undrained,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,5,134,2,-9999,-9999,-9999,-9999,Yes,Poorly drained,15.0000000,99.0000000,183.0000000,180,0,180,"depressions, plains",-9999.0000000,0.2300000,-9999.0000000,9.0000000,10.0000000,11.0000000,889,1143,1397,-9999,-9999,-9999,150,170,190,5,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C/D,Moderate,High,"Fine-loamy, isotic, mesic Aquandic Endoaqualfs",Alfisols,Aqualfs,Endoaqualfs,Aquandic Endoaqualfs,fine-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75067,21088794
407,991,91671669,48.739625818900002,-122.370230108000001,.,75019.0000000,95572.000000000000000,75019,45,139,"Sehome loam, 2 to 8 percent slopes",-9999,5.0000000,4.9000001,-9999,64,64,None,None,2,7.5000000,12.8000002,16.0000000,16.0000000,Moderately well drained,Moderately well drained,C,-9999,100,3,85,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0040000,Moderate,2,1.0000000,75019,212,-9999,85,-9999,Sehome,Series,Yes,-9999,-9999,2.0000000,5.0000000,8.0000000,-9999,-9999,-9999,-9999,3,134,2,-9999,-9999,-9999,-9999,No,Moderately well drained,61.0000000,198.0000000,335.0000000,180,0,180,"mountain slopes, mountains, valley sides, valleys",-9999.0000000,0.1600000,-9999.0000000,9.0000000,9.0000000,9.0000000,1016,1270,1524,-9999,-9999,-9999,160,160,160,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Medial, mixed, mesic Typic Vitrixerands",Andisols,Xerands,Vitrixerands,Typic Vitrixerands,medial,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75019,21089528
408,992,91707462,48.710223274699999,-122.331297844999995,.,75038.0000000,414461.000000000000000,75038,64,156,"Squalicum gravelly loam, 5 to 15 percent slopes",-9999,10.0000000,9.8000002,-9999,110,110,None,None,1,6.2500000,12.5000000,23.7999992,26.2000008,Moderately well drained,Moderately well drained,B,-9999,100,3,85,Somewhat limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0060000,Moderate,2,1.0000000,75038,309,-9999,85,-9999,Squalicum,Series,Yes,-9999,-9999,5.0000000,10.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Moderately well drained,61.0000000,259.0000000,457.0000000,180,0,180,"foothills, hillslopes",-9999.0000000,0.2300000,-9999.0000000,9.0000000,9.0000000,9.0000000,1143,1143,1143,-9999,-9999,-9999,140,180,220,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,B,Low,High,"Coarse-loamy, isotic, mesic Typic Haplorthods",Spodosols,Orthods,Haplorthods,Typic Haplorthods,coarse-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75038,21088632
409,993,91766020,48.787699667799998,-122.456660940999996,.,75067.0000000,705448.000000000000000,75067,93,182,"Whatcom-Labounty silt loams, 0 to 8 percent slopes",-9999,4.0000000,2.7000000,-9999,0,0,None,None,10,7.4800000,13.0400000,21.0300007,28.8999996,Moderately well drained,Poorly drained,C,3,55,3,62,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.3250000,Moderate,42,1.0000000,75067,491,-9999,25,-9999,Labounty,Series,Yes,-9999,undrained,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,5,134,2,-9999,-9999,-9999,-9999,Yes,Poorly drained,15.0000000,99.0000000,183.0000000,180,0,180,"depressions, plains",-9999.0000000,0.2300000,-9999.0000000,9.0000000,10.0000000,11.0000000,889,1143,1397,-9999,-9999,-9999,150,170,190,5,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C/D,Moderate,High,"Fine-loamy, isotic, mesic Aquandic Endoaqualfs",Alfisols,Aqualfs,Endoaqualfs,Aquandic Endoaqualfs,fine-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75067,21088794
410,994,91922480,48.833178964200002,-122.377110310000006,.,75067.0000000,705448.000000000000000,75067,93,182,"Whatcom-Labounty silt loams, 0 to 8 percent slopes",-9999,4.0000000,2.7000000,-9999,0,0,None,None,10,7.4800000,13.0400000,21.0300007,28.8999996,Moderately well drained,Poorly drained,C,3,55,3,62,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.3250000,Moderate,42,1.0000000,75067,491,-9999,25,-9999,Labounty,Series,Yes,-9999,undrained,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,5,134,2,-9999,-9999,-9999,-9999,Yes,Poorly drained,15.0000000,99.0000000,183.0000000,180,0,180,"depressions, plains",-9999.0000000,0.2300000,-9999.0000000,9.0000000,10.0000000,11.0000000,889,1143,1397,-9999,-9999,-9999,150,170,190,5,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C/D,Moderate,High,"Fine-loamy, isotic, mesic Aquandic Endoaqualfs",Alfisols,Aqualfs,Endoaqualfs,Aquandic Endoaqualfs,fine-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75067,21088794
411,995,92017703,48.920267985199999,-122.290489711000006,.,75126.0000000,419575.000000000000000,75126,152,62,"Hale silt loam, drained, 0 to 2 percent slopes",-9999,1.0000000,1.0000000,-9999,80,80,None,None,6,7.5000000,13.7500000,20.4699993,24.4699993,Somewhat poorly drained,Somewhat poorly drained,C,-9999,100,2,80,Not limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Somewhat limited,0.0140000,Slight,90,1.0000000,75126,808,-9999,80,-9999,Hale,Series,Yes,-9999,drained,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,3,56,5,-9999,-9999,-9999,-9999,Yes,Somewhat poorly drained,15.0000000,53.0000000,91.0000000,180,0,180,"outwash plains, terraces",-9999.0000000,0.3000000,-9999.0000000,9.0000000,10.0000000,10.0000000,1016,1207,1397,-9999,-9999,-9999,150,170,190,2,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, mesic Aquic Haplorthods",Spodosols,Orthods,Haplorthods,Aquic Haplorthods,coarse-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75126,21089150
412,996,92025339,48.939603302300000,-122.151468135000002,.,75071.0000000,264149.000000000000000,75071,97,186,"Winston silt loam, 0 to 3 percent slopes",-9999,2.0000000,1.9000000,-9999,-9999,-9999,None,None,4,7.3000002,13.8199997,15.8199997,17.8199997,Well drained,Well drained,B,-9999,100,2,90,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.0010000,Slight,6,1.0000000,75071,514,-9999,90,-9999,Winston,Series,Yes,"COOL,THICK SURF",-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,2,134,2,-9999,-9999,-9999,-9999,No,Well drained,91.0000000,183.0000000,274.0000000,180,0,180,"river valleys, terraces",-9999.0000000,0.2300000,-9999.0000000,8.0000000,9.0000000,10.0000000,1016,1524,2032,-9999,-9999,-9999,140,170,200,2,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Moderate,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Andic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Andic Dystroxerepts,coarse-loamy over sandy or sandy-skeletal,-9999,superactive,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75071,21088817
413,997,92029160,48.967213516500003,-122.163659781000007,.,75071.0000000,264149.000000000000000,75071,97,186,"Winston silt loam, 0 to 3 percent slopes",-9999,2.0000000,1.9000000,-9999,-9999,-9999,None,None,4,7.3000002,13.8199997,15.8199997,17.8199997,Well drained,Well drained,B,-9999,100,2,90,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.0010000,Slight,6,1.0000000,75071,514,-9999,90,-9999,Winston,Series,Yes,"COOL,THICK SURF",-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,2,134,2,-9999,-9999,-9999,-9999,No,Well drained,91.0000000,183.0000000,274.0000000,180,0,180,"river valleys, terraces",-9999.0000000,0.2300000,-9999.0000000,8.0000000,9.0000000,10.0000000,1016,1524,2032,-9999,-9999,-9999,140,170,200,2,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Moderate,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Andic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Andic Dystroxerepts,coarse-loamy over sandy or sandy-skeletal,-9999,superactive,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75071,21088817
