field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM
"956","91150028",48.8181898700,-122.1771130700,".",132.6795501700,-0.0020626220,-0.0003751904,6.0819129944,79.0000000000
"957","91285348",45.8661333330,-122.7047500000,".",138.0181121800,-0.0017093882,-0.0022478888,4.6356515884,60.0000000000
"958","91298428",45.8662550000,-122.7044616700,".",185.1913452100,-0.0006661121,-0.0011940416,7.4748125076,62.0000000000
"959","91299562",45.8661033330,-122.7044916700,".",161.5505523700,-0.0023689931,-0.0025193053,7.1439251900,61.0000000000
"960","91422286",45.5135159070,-122.7194336700,".",109.1203537000,0.0019426954,-0.0003357759,2.1780600548,272.0000000000
"961","91426275",45.5137287010,-122.7197675100,".",198.4671020500,0.0038733592,-0.0002713212,4.8797178268,273.0000000000
"962","91427678",45.5137500730,-122.7197336200,".",198.4671020500,0.0038733592,-0.0002713212,4.8797178268,273.0000000000
"963","91442960",50.2765815760,-118.0351181700,".",,,,,
"964","91449372",40.8760078380,-124.0778524000,".",,,,,
"965","91477503",45.5174321080,-122.7176315800,".",135.3185882600,-0.0034312876,-0.0058303541,12.3768243790,221.0000000000
"966","91487008",48.4829941400,-123.4513076400,".",118.5023803700,-0.0003205282,0.0002488063,3.8059997559,86.0000000000
"967","91491047",49.3993434530,-123.4673496600,".",140.2050933800,0.0034400299,-0.0028273277,18.9087162020,162.0000000000
"968","91494967",49.3223520000,-123.1438080000,".",251.5892334000,0.0002928387,-0.0004919842,5.4433498383,6.0000000000
"969","91495053",49.3223713000,-123.1398039000,".",312.0935058600,0.0023397547,0.0038787897,10.4073238370,9.0000000000
"970","91568452",48.8465044050,-122.5772413200,".",206.2759094200,0.0002766268,-0.0007449194,1.9232832193,11.0000000000
"971","91568935",48.8433233660,-122.5874950700,".",252.8622283900,0.0008470287,0.0000872872,1.4833487272,9.0000000000
"972","91572373",49.0350437260,-125.3626506600,".",253.7769165000,0.0009668479,-0.0012659457,4.1829252243,69.0000000000
"973","91669909",49.1133880000,-122.7591890000,".",284.7902832000,0.0004456467,0.0006219550,2.0444297791,28.0000000000
"974","91671669",48.7396258190,-122.3702301100,".",171.7567138700,-0.0012404067,0.0012546320,6.5530581474,105.0000000000
"975","91707462",48.7102232750,-122.3312978400,".",89.1851348880,-0.0052615553,-0.0028932265,9.2063627243,110.0000000000
"976","91766020",48.7876996680,-122.4566609400,".",154.7686309800,-0.0003690756,-0.0001726660,1.6127001047,52.0000000000
"977","91922480",48.8331789640,-122.3771103100,".",333.1372070300,0.0010260413,0.0005032046,4.4959921837,78.0000000000
"978","92017703",48.9202679850,-122.2904897100,".",114.7872543300,-0.0003304319,-0.0011097729,2.2270164490,34.0000000000
"979","92025339",48.9396033020,-122.1514681400,".",77.3435897830,0.0029217536,0.0002676661,3.5778386593,162.0000000000
"980","92029160",48.9672135170,-122.1636597800,".",52.5964012150,-0.0026503452,-0.0019862889,3.4628105164,171.0000000000
"981","92030095",48.9439772700,-122.2378614200,".",321.5502929700,0.0013386380,0.0002798139,28.5061111450,181.0000000000
"982","92121276",47.1694666670,-122.1659861700,".",143.2618255600,-0.0053640753,-0.0019705137,10.9835853580,173.0000000000
"983","92123906",45.5019300000,-122.6227416700,".",270.8729248000,0.0019549425,0.0004587262,4.4120011330,56.0000000000
"984","92132264",45.5024963870,-122.6351615500,".",122.1912002600,0.0003523623,0.0037220870,5.8184142113,49.0000000000
"985","92260974",48.7840507590,-122.4562224000,".",260.4467163100,0.0003116990,0.0006545148,0.9754757881,50.0000000000
"986","92304272",47.0388221670,-123.5188133300,".",73.1707687380,-0.0003894330,0.0018043073,2.6252439022,21.0000000000
"987","92304436",47.2469550000,-122.4848416700,".",198.6791381800,0.0021389714,-0.0004543580,1.6427942514,112.0000000000
"988","92375336",48.8365875090,-122.2502961400,".",126.4009857200,0.0018092657,-0.0000473212,1.6771620512,56.0000000000
"989","92421752",49.1379285300,-123.7509903500,".",249.2054290800,-0.0011539385,-0.0044846670,6.8569254875,96.0000000000
"990","92491792",47.4318916670,-122.2553033300,".",276.4608459500,-0.0007259323,-0.0007747738,1.4263768196,6.0000000000
"991","92494481",47.4317500000,-122.2556383300,".",303.9363403300,-0.0000491102,-0.0000307410,0.9933440685,6.0000000000
"992","92494642",47.4316550000,-122.2558833300,".",274.3835449200,-0.0001774976,0.0005204356,1.0903909206,6.0000000000
"993","92531613",47.5305406700,-122.0690553900,".",310.6036682100,0.0020572436,0.0014354143,4.2044057846,150.0000000000
"994","92579391",47.5299411900,-122.0770163600,".",54.8866882320,-0.0038318131,-0.0003883117,14.8305721280,199.0000000000
"995","92579503",47.5301293700,-122.0767515600,".",67.5634613040,-0.0037894649,-0.0004317296,10.3323554990,194.0000000000
"996","92695744",47.3824366670,-122.3174216700,".",314.8886718800,0.0005359654,-0.0001745499,2.4576575756,57.0000000000
"997","92700922",48.4408121980,-123.3912630900,".",34.8735771180,0.0021672372,0.0008596373,6.2324976921,20.0000000000
"998","92715982",48.7663885240,-122.4651353800,".",310.6527099600,0.0007808226,0.0005849469,2.0485825539,49.0000000000
"999","92719575",48.8146136060,-122.3312844300,".",125.2698516800,-0.0007025049,0.0013912161,3.8491241932,115.0000000000
"1000","92835613",48.9784988190,-122.7322619400,".",127.0209655800,-0.0010417899,-0.0000219907,1.5445423126,12.0000000000
"1001","92837105",48.9579413630,-122.7502713000,".",67.6334381100,0.0001668627,0.0008783817,2.3096759319,4.0000000000
"1002","92838506",48.9794309670,-122.7905429900,".",56.6839866640,-0.0005172900,-0.0001295323,2.1676571369,2.0000000000
"1003","92840637",48.9655041460,-122.7816005100,".",138.3598632800,-0.0003702329,-0.0003185745,4.0990862846,74.0000000000
"1004","92944664",48.9146396500,-121.9987419500,".",229.9708252000,0.0004865917,0.0014384582,2.5208852291,267.0000000000
"1005","92978438",47.9663150000,-124.0401810000,".",68.1603240970,-0.0104723088,-0.0031974763,27.9379558560,504.0000000000
"1006","92979320",47.9663150000,-124.0401810000,".",68.1603240970,-0.0104723088,-0.0031974763,27.9379558560,504.0000000000
"1007","93058323",48.6115508560,-122.2332708200,".",323.3265686000,0.0011199071,0.0022093093,21.0813522340,188.0000000000
"1008","93072429",48.6730200000,-121.0734416700,".",73.1105804440,-0.0113822725,-0.0040038135,10.1202583310,407.0000000000
"1009","93073576",48.6729500000,-121.0734166700,".",73.1105804440,-0.0113822725,-0.0040038135,10.1202583310,407.0000000000
"1010","93074037",48.6696583330,-121.2638783300,".",113.7507476800,0.0011320749,0.0005176513,1.4990806580,163.0000000000
"1011","93081614",48.5053974420,-122.2466439800,".",234.6318206800,0.0010933927,0.0008385284,1.2639383078,17.0000000000
"1012","93084584",47.2525750000,-122.4829783300,".",103.7770233200,-0.0003648551,0.0002338358,1.7860567570,113.0000000000
"1013","93084914",47.2525533330,-122.4769450000,".",145.9436035200,-0.0026133060,-0.0028106759,3.2963359356,106.0000000000
"1014","93085326",48.6638067570,-122.2101189900,".",345.2484436000,-0.0012102172,-0.0000774528,20.4052314760,118.0000000000
"1015","93086413",47.4180050000,-123.5655050000,".",159.8569488500,-0.0040172730,-0.0012313697,22.9196224210,344.0000000000
"1016","93086790",47.3923833330,-123.6038450000,".",309.1465454100,-0.0008958696,0.0016020420,9.2266492844,277.0000000000
"1017","93088148",48.7708941030,-122.2006595100,".",112.6237487800,0.0000264865,0.0007529691,3.0178010464,77.0000000000
"1018","93307318",47.8835760660,-122.6311262300,".",124.6367187500,0.0072451183,0.0008998385,7.0478024483,19.0000000000
"1019","93320242",45.4872950000,-122.5722283300,".",160.7754669200,-0.0003864499,0.0011664203,1.4956390858,83.0000000000
"1020","93387578",48.5982230000,-116.9676810000,".",,,,,
"1021","93388172",48.8558685100,-122.3327274600,".",130.1455230700,-0.0024214191,-0.0012771433,3.5223388672,39.0000000000
"1022","93388545",48.8486191760,-122.3115346600,".",182.2275848400,-0.0024924278,-0.0026550572,8.2958106995,49.0000000000
"1023","93413987",48.1908216670,-113.9840083300,".",,,,,
"1024","93415321",48.1873250000,-113.9932033300,".",,,,,
"1025","93521760",48.8311577830,-122.3067247900,".",79.5531082150,0.0007125167,-0.0015301937,3.1434471607,92.0000000000
"1026","93528506",45.5140533330,-122.6009216700,".",234.0252990700,0.0001359400,0.0000688719,6.2601776123,107.0000000000
"1027","93743208",48.8195250250,-122.1635035400,".",181.1444702100,-0.0016283258,0.0008513198,4.5553145409,104.0000000000
"1028","93750688",48.7241159790,-122.1742172900,".",179.4659118700,-0.0012779944,-0.0010405474,1.5904444456,201.0000000000
"1029","93750965",48.7326380820,-122.1260602400,".",101.5305099500,-0.0037338652,-0.0010948468,11.1130895610,209.0000000000
"1030","93796749",48.0248526570,-122.6798538400,".",77.4693298340,-0.0013135470,-0.0009274256,4.0606789589,32.0000000000
"1031","93798041",48.0244185350,-122.6795078300,".",43.1451339720,-0.0001681144,0.0002683628,2.5597064495,33.0000000000
"1032","93798592",48.0243144890,-122.6801193800,".",25.5531101230,-0.0007104174,0.0004728866,5.5686559677,35.0000000000
"1033","93799295",48.0243431910,-122.6804090600,".",37.7353363040,0.0002619048,0.0011359518,5.3393764496,37.0000000000
"1034","93944771",47.3800050000,-122.3171916700,".",251.6831970200,-0.0003649752,-0.0000303688,2.8647575378,51.0000000000
"1035","93961544",45.5202271690,-123.1103981400,".",264.8313903800,0.0011966125,0.0010166882,6.8227682114,69.0000000000
"1036","94061931",48.8385978790,-122.1534083800,".",156.5884399400,0.0011765505,0.0000570256,3.6107749939,91.0000000000
"1037","94062055",48.7937907540,-122.1160894600,".",191.1765899700,-0.0009629377,0.0012882209,5.2090439796,165.0000000000
"1038","94062398",48.7741776240,-122.0595206700,".",239.6312255900,-0.0004459431,0.0064977170,16.6785869600,407.0000000000
"1039","94062928",48.7763931070,-122.0831210900,".",236.6698761000,-0.0037370643,0.0008662337,6.9930996895,386.0000000000
"1040","94063481",48.7282299190,-122.1437024700,".",213.8846130400,-0.0026533415,-0.0015266335,3.4941549301,185.0000000000
"1041","94063567",48.7289506700,-122.1426322700,".",316.8241272000,-0.0008646715,-0.0015594310,4.2890706062,189.0000000000
"1042","94121115",48.7587222100,-122.4665626500,".",269.1699829100,0.0002917890,-0.0004549752,2.1768372059,23.0000000000
"1043","94125114",46.3204150000,-115.2556710000,".",,,,,
"1044","94145216",48.7607494060,-122.4549289000,".",242.2970581100,-0.0004142027,-0.0003043399,3.7044217587,26.0000000000
"1045","94283153",45.5166166670,-122.5833500000,".",105.2422637900,0.0013205437,0.0003813324,1.4673507214,84.0000000000
"1046","94284521",45.5291833330,-122.5835950000,".",238.4762573200,0.0007153786,0.0008270370,2.6176848412,83.0000000000
"1047","94294048",45.5164083330,-122.5853883300,".",55.7718772890,0.0007018066,0.0007349378,4.4330430031,92.0000000000
"1048","94295324",45.5095283330,-122.5976416700,".",209.4557495100,-0.0046184962,0.0016876914,15.5864582060,99.0000000000
"1049","94339857",48.0190404430,-122.6722351200,".",251.0546569800,-0.0001927467,-0.0010881186,8.4191560745,34.0000000000
"1050","94487596",47.1952450000,-122.4965366700,".",235.7425384500,-0.0009163052,0.0026587299,9.7642641068,87.0000000000
"1051","94496093",45.5086420060,-122.7147665600,".",295.9613342300,0.0018703421,0.0011478548,4.8799238205,197.0000000000
"1052","94517130",48.8234812740,-122.1822531900,".",69.5419845580,0.0013291860,0.0006552006,2.1704862118,79.0000000000
"1053","94524940",47.6889617780,-122.1072826400,".",51.6212921140,-0.0005665977,-0.0016102585,11.4109706880,118.0000000000
"1054","94526169",47.6671236940,-122.1472723300,".",74.7007064820,-0.0010895251,0.0006877137,4.6072592735,101.0000000000
"1055","94526672",40.8749168160,-124.0765538200,".",,,,,
"1056","94527200",47.6938412220,-122.0967432800,".",62.6178512570,-0.0010165838,0.0012218214,7.0368771553,64.0000000000
"1057","94527941",47.6926042780,-122.1124013600,".",209.3550567600,-0.0014559615,-0.0017395134,1.8799502850,122.0000000000
"1058","94528560",47.6923098890,-122.1188613300,".",237.8747558600,-0.0013316463,-0.0011510079,4.1739892960,98.0000000000
"1059","94529579",47.6894394440,-122.1097236700,".",31.9914722440,-0.0029228590,-0.0013340013,4.3219904900,111.0000000000
"1060","94753365",47.4802077470,-122.0790265300,".",53.9061431880,-0.0014606619,-0.0017427758,5.6621756554,161.0000000000
"1061","94772406",47.0050447900,-122.8512597000,".",308.5781860400,0.0003515502,-0.0002900671,3.0622835159,64.0000000000
"1062","94829141",48.7491991360,-122.4110198800,".",52.9609832760,-0.0018366355,-0.0004272020,10.5785036090,117.0000000000
"1063","94834038",47.7100220000,-122.3764540000,".",108.3967056300,0.0003834900,0.0012081690,11.2459363940,63.0000000000
"1064","94854784",48.7192420000,-122.4746330000,".",186.3227539100,0.0024147220,0.0035948451,6.2180261612,67.0000000000
"1065","95072177",48.8036514180,-122.3496431500,".",63.7113380430,0.0012635908,0.0038504484,12.3976964950,151.0000000000
"1066","95192018",48.4066973250,-122.3379306100,".",243.0056457500,0.0008781055,-0.0001837330,0.6959236860,7.0000000000
"1067","95193268",48.3965605090,-122.5358484700,".",233.2371826200,-0.0008753694,0.0023172377,9.2184076309,40.0000000000
"1068","95193795",48.3862070300,-122.5020751000,".",121.0455322300,-0.0012971323,0.0027213136,14.4887485500,16.0000000000
"1069","95301158",48.7187793640,-122.2035908300,".",94.1853637700,0.0006082550,-0.0002815092,1.9444736242,91.0000000000
"1070","95304470",48.7846598120,-122.1133345000,".",113.3392639200,-0.0002109213,-0.0000988717,1.5108006001,164.0000000000
"1071","95304727",48.7194646370,-122.1988168400,".",172.3736267100,-0.0009471092,-0.0004510945,2.0648775101,88.0000000000
"1072","95317914",45.5156800000,-122.7156250000,".",60.0091094970,0.0001216563,0.0013514929,8.1133785248,251.0000000000
"1073","95318063",47.5685416670,-120.6033166700,".",269.9924621600,-0.0015945074,-0.0005430803,1.0788118839,318.0000000000
"1074","95319296",45.5173060000,-122.7189980000,".",284.3896484400,0.0040495731,0.0055682338,12.3687124250,242.0000000000
"1075","95320160",45.5173060000,-122.7189980000,".",284.3896484400,0.0040495731,0.0055682338,12.3687124250,242.0000000000
"1076","95330503",48.9158229760,-122.1197691200,".",252.4400787400,-0.0014571201,0.0007775925,6.2874040604,162.0000000000
"1077","95330888",48.9246165510,-122.0786934300,".",121.0686035200,0.0000272928,0.0000311478,2.6566216946,205.0000000000
"1078","95331997",48.9277236960,-122.0294303100,".",221.7200012200,0.0022701614,0.0038841283,8.3274927139,209.0000000000
"1079","95332515",48.8901558070,-121.9464310300,".",70.3915863040,0.0002595697,-0.0010997006,4.3447046280,277.0000000000
"1080","95333056",48.9020968030,-121.9118231500,".",213.6533508300,-0.0023994732,-0.0021398815,3.5587301254,322.0000000000
