OID_,field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey
560,194,69438855,47.566203332999997,-122.307441670000003,.,287.617126460000009,-0.000532955000000,-0.000899599200000,2.997064828900000,106.000000000000000,3064846.0000000,,3064846,,3064,"Anthraltic Xerorthents gravelly sandy loam, 0 to 12 percent slopes",,5.0000000,4.5999999,,55,,None,None,10,1.9299999,3.5599999,4.8099999,4.8099999,Moderately well drained,Moderately well drained,A/D,,100,6,80,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.1550000,Moderate,10,1.0000000,3064846
561,195,69463782,47.712303167000002,-122.372599969999996,.,233.271102909999996,0.002388744600000,0.000446887600000,9.608469963099999,51.000000000000000,3064848.0000000,,3064848,,4012,"Alderwood-Kitsap complex, 12 to 60 percent slopes",,35.0000000,31.6000004,,45,45,None,None,10,3.5599999,6.3800001,10.9700003,14.2600002,Moderately well drained,Somewhat poorly drained,A,,100,7,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,10,1.0000000,3064848
562,197,69534281,47.631695000000001,-122.296303330000001,.,142.862457280000001,-0.002137420200000,0.001728513400000,7.654044628100000,26.000000000000000,3064839.7500000,,3064840,,3059,"Alderwood-Everett-Urban land complex, 12 to 35 percent slopes",,25.0000000,22.7000008,,65,,,None,5,2.5999999,4.6599998,7.2700000,8.3599997,Moderately well drained,Moderately well drained,A,,100,6,75,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,0.9690000,Severe,5,1.0000000,3064840
563,217,70025028,47.567633333000003,-122.094200000000001,.,35.659313202000000,-0.000287507900000,-0.000871118700000,11.596563338999999,39.000000000000000,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407
564,236,70209008,47.712156972000002,-122.370574030000000,.,134.401290890000013,0.001921012800000,0.000501364800000,3.485180139500000,51.000000000000000,3064848.0000000,,3064848,,4012,"Alderwood-Kitsap complex, 12 to 60 percent slopes",,35.0000000,31.6000004,,45,45,None,None,10,3.5599999,6.3800001,10.9700003,14.2600002,Moderately well drained,Somewhat poorly drained,A,,100,7,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,10,1.0000000,3064848
565,268,70855690,47.680208000000000,-122.256595000000004,.,265.646423340000013,-0.000019955400000,-0.000243600000000,1.545323967900000,8.000000000000000,3064830.0000000,,3064830,,988,"Urban land, 0 to 5 percent slopes",,3.0000000,3.2000000,,,,,,0,1.9299999,3.6800001,5.4000001,5.4000001,,,,,100,8,90,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0290000,Not rated,0,1.0000000,3064830
566,269,70856332,47.680208000000000,-122.256595000000004,.,265.646423340000013,-0.000019955400000,-0.000243600000000,1.545323967900000,8.000000000000000,3064830.0000000,,3064830,,988,"Urban land, 0 to 5 percent slopes",,3.0000000,3.2000000,,,,,,0,1.9299999,3.6800001,5.4000001,5.4000001,,,,,100,8,90,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0290000,Not rated,0,1.0000000,3064830
567,270,70858087,47.670819999999999,-122.307244999999995,.,292.920959470000014,-0.001390188400000,0.000142541500000,4.961894989000000,62.000000000000000,3064838.0000000,,3064838,,3057,"Urban land-Alderwood complex, 12 to 35 percent slopes",,25.0000000,22.6000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,1.0000000,Not rated,10,1.0000000,3064838
568,296,71565664,47.620767000000001,-122.294640999999999,.,279.853179930000010,0.000405565700000,0.000515668200000,2.447201013600000,37.000000000000000,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837
569,306,71964402,47.669000140999998,-122.306453129999994,.,23.830482483000001,0.000994350400000,0.001219674600000,10.411554337000000,59.000000000000000,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837
