OID_,field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
68,106,68317487,46.752108333000002,-121.812322219999999,.,183.254501339999990,0.001023246600000,-0.000647321700000,11.800197601000001,862.000000000000000,2756453.0000000,,2756453,,8125,"Vantrump-Laughingwater-Longmire complex, 10 to 65 percent slopes",,35.0000000,33.5000000,,25,25,None,None,5,4.0500002,7.4800000,12.8800001,17.1399994,Somewhat poorly drained,Somewhat poorly drained,A/D,,100,7,95,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,5,1.0000000,2756453,,,5,,Frogheaven,Series,No ,,,0.0000000,5.0000000,10.0000000,30,49,91,,5,134,2,,,,Wooded under natural conditions,Yes,Poorly drained,645.0000000,985.0000000,1325.0000000,180,0,180,"mountain slopes, mountains",0.0900000,0.0900000,0.2300000,5.0000000,6.0000000,7.0000000,1650,2045,2260,,,,60,75,90,6,w,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,,,,A/D,Moderate,Moderate,"Ashy, amorphic, acid Typic Cryaquands",Andisols,Aquands,Cryaquands,Typic Cryaquands,ashy,not used,not used,acid,not used,Typic,cryic,twelfth edition,,,,,,,N/A,N/A,,,,,2756453,21110072
69,107,68317528,46.749886111000002,-121.813427779999998,.,191.046249390000014,-0.002955113300000,-0.000381041100000,3.335337400400000,840.000000000000000,2731037.0000000,,2731037,,8101,"Flett-Narada complex, 0 to 25 percent slopes",,15.0000000,13.3999996,,65,65,Rare,Rare,10,3.2900000,5.6199999,9.9300003,14.1199999,Somewhat excessively drained,Moderately well drained,A,,100,6,95,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.5950000,Moderate,10,1.0000000,2731037,,,10,,Frogheaven,Series,No ,,,0.0000000,5.0000000,10.0000000,30,49,91,,5,134,2,,,,Wooded under natural conditions,Yes,Poorly drained,630.0000000,895.0000000,1485.0000000,180,0,180,"flood plains, river valleys, terraces",0.0900000,0.0900000,0.2300000,4.0000000,6.0000000,7.0000000,1395,2120,2720,,,,60,75,90,6,w,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,,,,A/D,Moderate,Moderate,"Ashy, amorphic, acid Typic Cryaquands",Andisols,Aquands,Cryaquands,Typic Cryaquands,ashy,not used,not used,acid,not used,Typic,cryic,twelfth edition,,,,,,,N/A,N/A,,,,,2731037,21110131
70,108,68378273,47.245226455999997,-122.485871619999998,.,137.458908079999986,0.000295058200000,0.000739935700000,3.439314603800000,113.000000000000000,3227038.0000000,,3227038,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3227038,,,10,,Everett,Series,No ,,,5.0000000,10.0000000,12.0000000,31,61,91,,5,48,6,,,,,No,Somewhat excessively drained,5.0000000,100.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,High,Moderate,"Sandy-skeletal, isotic, mesic Humic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Humic Dystroxerepts,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3227038,21372921
71,111,68431464,47.617608333000000,-122.313186669999993,.,197.142715449999997,0.000244786600000,0.000174318700000,3.631673574400000,124.000000000000000,3064836.7500000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657
72,112,68431725,47.465649999999997,-120.324844999999996,.,72.694938660000005,0.000952703900000,0.002110526400000,3.470761776000000,203.000000000000000,73300.0000000,,73300,,CaA,"Cashmere sandy loam, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,3.7100000,6.9600000,13.4600000,19.9599991,Well drained,Well drained,A,2,100,3,100,Not limited,Not limited,Not limited,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0190000,Slight,0,0.4500000,73300,,,100,,Cashmere,Series,Yes,IRR,,0.0000000,2.0000000,3.0000000,,,,,5,86,3,,,,,No,Well drained,213.0000000,564.0000000,914.0000000,180,0,180,"alluvial fans, terraces",,0.1600000,,8.0000000,9.0000000,10.0000000,203,254,305,,,,140,168,195,3,c,,2,e,,,,,,,,,,,,,,,,,,,,,,Moderate,,,,,,,A,Low,Low,"Coarse-loamy, mixed, superactive, mesic Aridic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Aridic Haploxerolls,coarse-loamy,,superactive,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,73300,20807187
73,117,68499123,47.375139160000003,-122.062132079999998,.,73.044143676999994,0.000996844700000,0.001813987500000,10.399968146999999,187.000000000000000,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
74,118,68500224,47.374021859999999,-122.063535450000003,.,192.971893310000013,0.001725175100000,0.001563790100000,3.224456787100000,192.000000000000000,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
75,119,68502979,47.375284020000002,-122.066368170000004,.,122.742301940000004,-0.002132676500000,-0.001233037300000,11.296280861000000,158.000000000000000,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
76,151,68729584,47.378880400000000,-121.973003300000002,.,214.991409299999987,0.002959447900000,0.000863153800000,5.368712425200000,206.000000000000000,73905.0000000,,73905,,11,"Barneston gravelly ashy coarse sandy loam, 8 to 15 percent slopes",,10.0000000,9.6000004,,,,,,5,2.5000000,4.0200000,4.8800001,5.7399998,Somewhat excessively drained,Somewhat excessively drained,A,,100,6,85,Somewhat limited,Somewhat limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Not limited,0.0560000,Moderate,5,1.0000000,73905,,,5,,Norma,Series,No ,,,0.0000000,2.0000000,3.0000000,30,91,91,,,,,,,,Wooded under natural conditions,Yes,Poorly drained,25.0000000,250.0000000,450.0000000,180,0,180,"depressions, drainageways, outwash plains",,,,8.0000000,9.0000000,10.0000000,1000,1500,2000,,,,180,200,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coarse-loamy, mixed, superactive, nonacid, mesic Aquandic Humaquepts",Inceptisols,Aquepts,Humaquepts,Aquandic Humaquepts,coarse-loamy,,superactive,nonacid,mesic,,,,,,,,,,N/A,N/A,,,,,73905,20811270
77,152,68730344,47.450698000000003,-122.073258999999993,.,90.566345214999998,-0.000760279800000,-0.001521550000000,2.920587062800000,62.000000000000000,1389433.0000000,,1389433,,Ma,Mixed alluvial land,,1.0000000,1.0000000,,61,61,Frequent,Frequent,0,1.7500000,3.5000000,5.5300002,7.5300002,Well drained,Well drained,A,,99,4,99,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Slight,0,1.0000000,1389433,,,99,,Alluvial land,Taxon above family,Yes,,mixed,0.0000000,1.0000000,2.0000000,,,,,4,220,1,,,,,No,Well drained,0.0000000,60.0000000,180.0000000,180,0,180,,,0.2300000,,8.0000000,10.0000000,12.0000000,635,1461,2286,,,,160,180,200,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,Aquic Xerofluvents,Entisols,Fluvents,Xerofluvents,Aquic Xerofluvents,not used,,,not used,not used,,mesic,,,,,,,,N/A,N/A,,,,,1389433,20797300
78,153,68737226,47.422531800000002,-122.073724400000003,.,209.654617309999992,0.001810974300000,-0.000159666700000,4.845272541000000,152.000000000000000,1389461.0000000,,1389461,,Tu,Tukwila muck,,1.0000000,1.0000000,,0,0,None,None,97,11.2500000,22.3600006,41.3600006,60.3600006,Very poorly drained,Very poorly drained,B/D,,100,5,100,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Slight,100,1.0000000,1389461,,,80,,Tukwila,Series,Yes,,,0.0000000,1.0000000,1.0000000,,,,,1,0,8,,,,,Yes,Very poorly drained,8.0000000,119.0000000,229.0000000,180,0,180,flood plains,,0.1600000,,9.0000000,10.0000000,11.0000000,889,1461,2032,,,,150,175,200,5,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,38,75,0,75,150,B/D,High,High,"Diatomaceous, dysic, mesic Limnic Haplosaprists",Histosols,Saprists,Haplosaprists,Limnic Haplosaprists,not used,,,dysic,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1389461,20797389
79,157,68745750,47.636366666999997,-122.306861670000004,.,63.516685486000000,0.002827579900000,0.001189737900000,20.451370238999999,50.000000000000000,3064841.0000000,,3064841,,3060,"Alderwood-Everett-Urban land complex, 35 to 60 percent slopes",,45.0000000,42.7999992,,65,,,None,5,2.5999999,4.6599998,7.2700000,8.3599997,Moderately well drained,Moderately well drained,A,,100,7,75,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,5,1.0000000,3064841,,,20,,Urban land,Miscellaneous area,Yes,,,35.0000000,45.0000000,60.0000000,15,15,15,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,3064841,21113679
80,158,68746053,47.635886667000001,-122.307045000000002,.,61.556827544999997,0.002629635900000,-0.000141496600000,10.256527901000000,64.000000000000000,3064840.0000000,,3064840,,3059,"Alderwood-Everett-Urban land complex, 12 to 35 percent slopes",,25.0000000,22.7000008,,65,,,None,5,2.5999999,4.6599998,7.2700000,8.3599997,Moderately well drained,Moderately well drained,A,,100,6,75,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,0.9690000,Severe,5,1.0000000,3064840,,,20,,Urban land,Miscellaneous area,Yes,,,12.0000000,25.0000000,35.0000000,15,15,30,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,3064840,21113674
81,159,68769712,47.636803333000003,-122.306763329999995,.,69.841308593999997,-0.004501772100000,-0.001877176300000,18.694446564000000,32.000000000000000,3064836.0000000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646
82,160,68770643,47.634613332999997,-122.306083330000007,.,21.610242843999998,-0.001217933500000,-0.001945764600000,7.488556861900000,68.000000000000000,3064841.0000000,,3064841,,3060,"Alderwood-Everett-Urban land complex, 35 to 60 percent slopes",,45.0000000,42.7999992,,65,,,None,5,2.5999999,4.6599998,7.2700000,8.3599997,Moderately well drained,Moderately well drained,A,,100,7,75,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,5,1.0000000,3064841,,,20,,Urban land,Miscellaneous area,Yes,,,35.0000000,45.0000000,60.0000000,15,15,15,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,3064841,21113679
83,166,68870055,47.741838719999997,-122.138168690000001,.,122.877937320000001,0.003849811400000,0.003575488200000,12.925284386000000,118.000000000000000,1389408.0000000,,1389408,,AgD,"Alderwood gravelly sandy loam, 15 to 30 percent slopes",,20.0000000,18.2000008,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Very limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.5440000,Severe,5,1.0000000,1389408,,,85,,Alderwood,Series,Yes,,,15.0000000,20.0000000,30.0000000,15,15,21,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389408,20797143
84,168,68937551,47.619858000000001,-122.293119000000004,.,243.218811039999991,0.000140317800000,0.001138358100000,3.317075014100000,32.000000000000000,3064836.0000000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646
85,176,69079934,47.670621578999999,-122.309722739999998,.,69.494674683000000,-0.000753611200000,-0.000927626200000,2.235245704700000,73.000000000000000,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657
86,177,69100155,47.679502134000003,-122.393615440000005,.,275.128082280000001,-0.000418153700000,-0.000502208200000,3.111604452100000,59.000000000000000,3064836.0000000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646
87,178,69100473,47.679485106000001,-122.392288510000000,.,244.397033690000001,0.000329721000000,-0.000739477800000,3.893560409500000,60.000000000000000,3064836.0000000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646
88,179,69100576,47.679533134000003,-122.391857849999994,.,243.658523559999992,0.000308768100000,-0.000497443700000,2.621168136600000,60.000000000000000,3064836.0000000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646
