OID_,field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
268,647,78799864,46.998628332999999,-122.359086669999996,.,308.116851810000014,-0.000162870800000,-0.000473704200000,5.826056957200000,205.000000000000000,74671.0000000,,74671,,1C,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,74671,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74671,21076518
269,648,78799974,46.981833332999997,-122.357924999999994,.,311.514984130000016,0.000521274500000,0.000343371100000,2.783543109900000,191.000000000000000,74670.0000000,,74670,,1B,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",,2.0000000,1.9000000,,65,,None,None,10,2.9500000,5.3000002,8.4499998,8.8599997,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.1010000,Slight,10,1.0000000,74670,,,5,,McKenna,Series,No ,,,0.0000000,1.0000000,2.0000000,30,61,91,,,,,,,,Wooded under natural conditions,Yes,Poorly drained,15.0000000,180.0000000,245.0000000,180,0,180,"depressions, drainageways, plains",,,,9.0000000,10.0000000,11.0000000,635,1000,1524,,,,160,200,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loamy-skeletal, mixed, superactive, nonacid, mesic Aquandic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Aquandic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74670,21076513
270,649,78800052,46.982628333000001,-122.282578330000007,.,151.038665769999994,0.000825204400000,0.000256534100000,2.250571727800000,204.000000000000000,74652.0000000,,74652,,13B,"Everett very gravelly sandy loam, 0 to 8 percent slopes",,5.0000000,5.0000000,,,,,,0,2.9000001,4.7100000,6.8000002,8.3000002,Somewhat excessively drained,Somewhat excessively drained,A,,100,4,80,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0930000,Moderate,0,1.0000000,74652,,,10,,Alderwood,Series,No ,,,0.0000000,5.0000000,8.0000000,30,49,91,,,,,,,,,No,Moderately well drained,10.0000000,125.0000000,275.0000000,180,0,180,"hills, plains, ridges",,,,9.0000000,10.0000000,11.0000000,900,1050,2300,,,,180,220,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74652,21076528
271,650,78800152,46.974525000000000,-122.242661670000004,.,338.914886469999999,-0.001142187200000,0.000092842500000,5.687260627700000,214.000000000000000,74666.0000000,,74666,,19C,"Kapowsin gravelly ashy loam, 6 to 15 percent slopes",,10.0000000,9.5000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Moderate,6,1.0000000,74666,,,2,,Neilton,Series,No ,,,6.0000000,10.0000000,15.0000000,21,37,46,,,,,,,,,No,Excessively drained,15.0000000,180.0000000,275.0000000,180,0,180,"outwash terraces, plains",,,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy-skeletal, mixed, mesic Dystric Xerorthents",Entisols,Orthents,Xerorthents,Dystric Xerorthents,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74666,21076500
272,658,79152102,48.620573626000002,-122.929727839999998,.,40.718669890999998,-0.000148025500000,-0.002008896100000,7.128714084600000,154.000000000000000,1612739.0000000,,1612739,,5015,"Doebay, moist-Cady-Rock Outcrop complex, 10 to 30 percent slopes",,20.0000000,18.5000000,0,,,,,0,5.4400001,9.5500002,10.9099998,11.1199999,Well drained,Well drained,C,,100,4,50,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,0.7650000,Severe,0,1.0000000,1612739,,,15,,Rock outcrop,Miscellaneous area,Yes,,,10.0000000,20.0000000,30.0000000,,,,,,,,,,,,No,,0.0000000,107.0000000,488.0000000,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,1612739,20802913
273,659,79177881,48.392746666999997,-122.446013330000000,.,256.128601070000002,0.002503600900000,0.002117091300000,5.253507614100000,33.000000000000000,74876.0000000,,74876,,86,"Laconner very gravelly loamy sand, 8 to 15 percent slopes",,12.0000000,11.1000004,,70,70,None,None,0,1.8000000,3.3000000,6.0599999,6.0599999,Moderately well drained,Moderately well drained,B,,100,4,95,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.5680000,Moderate,10,1.0000000,74876,,,90,,Laconner,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,3,86,3,,,,,No,Moderately well drained,30.0000000,76.0000000,122.0000000,180,0,180,"hills, hillslopes, plains, terraces",,0.1600000,,10.0000000,10.0000000,10.0000000,559,559,559,,,,160,185,210,4,s,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Low,"Sandy-skeletal, mixed, mesic Aquic Haploxerepts",Entisols,Xerepts,Haploxerepts,Aquic Haploxerepts,sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74876,21076872
274,660,79241066,47.541343306999998,-122.140012420000005,.,237.188949580000013,-0.000895993200000,-0.001989799300000,7.293901443500000,158.000000000000000,1389409.0000000,,1389409,,AkF,"Alderwood and Kitsap soils, very steep",,48.0000000,48.0000000,,65,69,None,None,0,3.4600000,6.4800000,10.6000004,13.7700005,Moderately well drained,Moderately well drained,B,,75,7,75,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,1389409,,,50,,Alderwood,Series,Yes,,,25.0000000,48.0000000,70.0000000,,,,,3,86,4,,,,,No,Moderately well drained,15.0000000,130.0000000,244.0000000,338,135,293,"moraines, till plains",,0.1600000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,180,200,220,7,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,loamy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1389409,20797253
275,661,79312199,47.490811667000003,-121.726471669999995,.,295.938385009999990,0.000197562700000,0.000235844300000,22.147600174000001,288.000000000000000,74049.0000000,,74049,,24,"Blethen gravelly loam, 30 to 65 percent slopes",,48.0000000,48.0000000,,,,None,None,0,3.9000001,7.1500001,13.6499996,20.1499996,Well drained,Well drained,B,,100,7,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,74049,,,100,,Blethen,Series,Yes,,,30.0000000,48.0000000,65.0000000,,,,,5,48,6,,,,,No,Well drained,61.0000000,305.0000000,549.0000000,203,0,158,mountain slopes,,0.1600000,,8.0000000,9.0000000,9.0000000,1270,1651,2032,,,,140,160,180,7,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,Moderate,"Ashy-skeletal, mesic Typic Vitrixerands",Andisols,Xerands,Vitrixerands,Typic Vitrixerands,ashy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74049,20810665
276,662,79313397,47.504271666999998,-121.740433330000002,.,231.589233400000012,-0.000594453800000,0.004370713600000,17.756465911999999,1133.000000000000000,73944.0000000,,73944,,145,"Nagrom-Rock outcrop complex, 30 to 90 percent slopes",,60.0000000,60.0000000,0,,,None,None,0,4.8600001,9.3599997,15.7399998,15.7399998,Well drained,Well drained,C,,90,7,50,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Severe,0,1.0000000,73944,,,40,,Rock outcrop,Miscellaneous area,Yes,,,30.0000000,60.0000000,90.0000000,,,,,,,,,,,,No,,732.0000000,915.0000000,1097.0000000,180,0,180,,,,,,,,,,,,,,,,,8,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,73944,20810805
277,663,79314214,47.496583332999997,-121.732666670000000,.,297.917510989999982,0.000698566900000,0.001991841700000,15.869505882000000,659.000000000000000,73991.0000000,,73991,,188,"Pitcher sandy loam, 8 to 30 percent slopes",,19.0000000,19.0000000,,,,None,None,0,4.2500000,7.0500002,11.0500002,15.0500002,Well drained,Well drained,B,,100,4,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.3200000,Severe,0,1.0000000,73991,,,100,,Pitcher,Series,Yes,,,8.0000000,19.0000000,30.0000000,,,,,4,86,3,,,,,No,Well drained,550.0000000,740.0000000,930.0000000,158,293,68,mountain slopes,,0.3000000,,7.0000000,7.0000000,7.0000000,1778,1778,1778,,,,130,145,160,4,e,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,B,Moderate,Moderate,"Loamy-skeletal, mixed, frigid Typic Haplorthods",Spodosols,Orthods,Haplorthods,Typic Haplorthods,loamy-skeletal,,,not used,frigid,,frigid,,,,,,,,N/A,N/A,,,,,73991,20810877
278,664,79330359,47.645845000000001,-122.538588329999996,.,189.554092410000010,-0.001668209400000,0.000111835200000,4.841326713600000,74.000000000000000,74193.0000000,,74193,,23,"Kapowsin gravelly ashy loam, 6 to 15 percent slopes",,10.0000000,9.5000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Moderate,6,1.0000000,74193,,,2,,Dupont,Series,No ,,,0.0000000,0.0000000,1.0000000,30,30,61,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Very poorly drained,15.0000000,180.0000000,275.0000000,180,0,180,"depressions, plains, troughs",,,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diatomaceous, euic, mesic Limnic Haplosaprists",Histosols,Saprists,Haplosaprists,Limnic Haplosaprists,not used,not used,not used,euic,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74193,21008972
279,667,79687164,47.761247973000003,-122.477359879999995,.,220.339447019999994,-0.001353428900000,-0.001672438800000,2.794292211500000,56.000000000000000,74193.0000000,,74193,,23,"Kapowsin gravelly ashy loam, 6 to 15 percent slopes",,10.0000000,9.5000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Moderate,6,1.0000000,74193,,,2,,Dupont,Series,No ,,,0.0000000,0.0000000,1.0000000,30,30,61,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Very poorly drained,15.0000000,180.0000000,275.0000000,180,0,180,"depressions, plains, troughs",,,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diatomaceous, euic, mesic Limnic Haplosaprists",Histosols,Saprists,Haplosaprists,Limnic Haplosaprists,not used,not used,not used,euic,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74193,21008972
280,668,79689651,47.761228903999999,-122.477521319999994,.,278.874603270000023,-0.001767493800000,-0.001263867100000,3.101011991500000,56.000000000000000,74193.0000000,,74193,,23,"Kapowsin gravelly ashy loam, 6 to 15 percent slopes",,10.0000000,9.5000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Moderate,6,1.0000000,74193,,,2,,Dupont,Series,No ,,,0.0000000,0.0000000,1.0000000,30,30,61,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Very poorly drained,15.0000000,180.0000000,275.0000000,180,0,180,"depressions, plains, troughs",,,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diatomaceous, euic, mesic Limnic Haplosaprists",Histosols,Saprists,Haplosaprists,Limnic Haplosaprists,not used,not used,not used,euic,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74193,21008972
281,669,79693489,47.760956878999998,-122.477128590000007,.,197.310897829999988,-0.001113244600000,-0.000551670800000,2.943534851100000,56.000000000000000,74193.0000000,,74193,,23,"Kapowsin gravelly ashy loam, 6 to 15 percent slopes",,10.0000000,9.5000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Moderate,6,1.0000000,74193,,,2,,Dupont,Series,No ,,,0.0000000,0.0000000,1.0000000,30,30,61,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Very poorly drained,15.0000000,180.0000000,275.0000000,180,0,180,"depressions, plains, troughs",,,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diatomaceous, euic, mesic Limnic Haplosaprists",Histosols,Saprists,Haplosaprists,Limnic Haplosaprists,not used,not used,not used,euic,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74193,21008972
282,682,80027083,48.542048125999997,-122.101153060000001,.,272.242034909999973,-0.002337246200000,-0.001890435700000,11.889466285999999,196.000000000000000,74786.0000000,,74786,,153,"Vanzandt very gravelly loam, 0 to 15 percent slopes",,8.0000000,8.0000000,,69,69,None,None,0,4.5000000,9.0000000,15.0299997,15.0299997,Moderately well drained,Moderately well drained,C,,100,4,100,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Not limited,0.0000000,Moderate,0,1.0000000,74786,,,100,,Vanzandt,Series,Yes,,,0.0000000,8.0000000,15.0000000,,,,,3,86,3,,,,,No,Moderately well drained,76.0000000,265.0000000,457.0000000,180,0,180,"hills, hillslopes",,0.2300000,,8.0000000,8.0000000,8.0000000,1143,1461,1778,,,,160,160,160,4,s,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,C,Moderate,High,"Medial-skeletal, mixed, mesic Aquic Vitrixerands",Andisols,Xerands,Vitrixerands,Aquic Vitrixerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74786,21076985
283,683,80028063,48.541893569999999,-122.101435289999998,.,281.102142329999992,-0.001744583900000,-0.001279951100000,12.653268814000000,197.000000000000000,74786.0000000,,74786,,153,"Vanzandt very gravelly loam, 0 to 15 percent slopes",,8.0000000,8.0000000,,69,69,None,None,0,4.5000000,9.0000000,15.0299997,15.0299997,Moderately well drained,Moderately well drained,C,,100,4,100,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Not limited,0.0000000,Moderate,0,1.0000000,74786,,,100,,Vanzandt,Series,Yes,,,0.0000000,8.0000000,15.0000000,,,,,3,86,3,,,,,No,Moderately well drained,76.0000000,265.0000000,457.0000000,180,0,180,"hills, hillslopes",,0.2300000,,8.0000000,8.0000000,8.0000000,1143,1461,1778,,,,160,160,160,4,s,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,C,Moderate,High,"Medial-skeletal, mixed, mesic Aquic Vitrixerands",Andisols,Xerands,Vitrixerands,Aquic Vitrixerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74786,21076985
284,684,80029654,48.541674704999998,-122.101211410000005,.,266.983612059999984,-0.001361162800000,-0.001113655500000,8.635799408000000,191.000000000000000,74786.0000000,,74786,,153,"Vanzandt very gravelly loam, 0 to 15 percent slopes",,8.0000000,8.0000000,,69,69,None,None,0,4.5000000,9.0000000,15.0299997,15.0299997,Moderately well drained,Moderately well drained,C,,100,4,100,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Not limited,0.0000000,Moderate,0,1.0000000,74786,,,100,,Vanzandt,Series,Yes,,,0.0000000,8.0000000,15.0000000,,,,,3,86,3,,,,,No,Moderately well drained,76.0000000,265.0000000,457.0000000,180,0,180,"hills, hillslopes",,0.2300000,,8.0000000,8.0000000,8.0000000,1143,1461,1778,,,,160,160,160,4,s,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,C,Moderate,High,"Medial-skeletal, mixed, mesic Aquic Vitrixerands",Andisols,Xerands,Vitrixerands,Aquic Vitrixerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74786,21076985
285,685,80036061,48.542944693000003,-122.099262560000000,.,267.313537600000018,-0.000009560500000,-0.000660284300000,16.495527267000000,236.000000000000000,74788.0000000,,74788,,155,"Vanzandt very gravelly loam, 30 to 65 percent slopes",,48.0000000,48.0000000,,69,69,None,None,0,4.5000000,9.0000000,15.0299997,15.0299997,Moderately well drained,Moderately well drained,C,,100,7,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,74788,,,100,,Vanzandt,Series,Yes,,,30.0000000,48.0000000,65.0000000,,,,,3,86,3,,,,,No,Moderately well drained,76.0000000,265.0000000,457.0000000,158,248,338,"mountain slopes, mountains",,0.2300000,,8.0000000,8.0000000,8.0000000,1143,1461,1778,,,,160,160,160,7,e,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,C,Moderate,High,"Medial-skeletal, mixed, mesic Aquic Vitrixerands",Andisols,Xerands,Vitrixerands,Aquic Vitrixerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74788,21076987
286,686,80037345,48.542748156999998,-122.100668290000002,.,256.256317140000021,0.000147974700000,-0.000183448600000,16.490234375000000,224.000000000000000,74787.0781250,,74787,,154,"Vanzandt very gravelly loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,69,69,None,None,0,4.5000000,9.0000000,15.0299997,15.0299997,Moderately well drained,Moderately well drained,C,,100,4,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.9200000,Severe,0,1.0000000,74787,,,100,,Vanzandt,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,3,86,3,,,,,No,Moderately well drained,76.0000000,265.0000000,457.0000000,338,135,293,"hills, hillslopes",,0.2300000,,8.0000000,8.0000000,8.0000000,1143,1461,1778,,,,160,160,160,4,e,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,C,Moderate,High,"Medial-skeletal, mixed, mesic Aquic Vitrixerands",Andisols,Xerands,Vitrixerands,Aquic Vitrixerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74787,21076986
287,687,80068595,47.459441667000000,-121.612388330000002,.,171.228073120000005,0.005632826100000,0.000074743300000,18.654733658000001,937.000000000000000,74106.0000000,,74106,,35,"Chinkmin sandy loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,69,69,None,None,0,2.8499999,5.5000000,7.9800000,7.9800000,Moderately well drained,Moderately well drained,C,,100,6,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.9200000,Severe,0,1.0000000,74106,,,100,,Chinkmin,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,3,86,3,,,,,No,Moderately well drained,945.0000000,1387.0000000,1829.0000000,203,338,113,"cirques, lateral moraines, mountain valleys, mountains",,0.3700000,,3.0000000,5.0000000,6.0000000,1270,2413,3556,,,,50,75,100,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,C,Moderate,High,"Medial-skeletal, frigid Andic Duricryods",Spodosols,Cryods,Duricryods,Andic Duricryods,medial-skeletal,,,not used,frigid,,cryic,,,,,,,,N/A,N/A,,,,,74106,20810678
288,688,80068716,47.475411667000003,-121.624763329999993,.,175.781524660000002,-0.000305654100000,0.000388226200000,16.882509232000000,661.000000000000000,74169.0000000,,74169,,92,"Kaleetan sandy loam, till substratum, 8 to 30 percent slopes",,19.0000000,18.1000004,,94,,None,None,5,4.1599998,6.8099999,10.5500002,10.8299999,Well drained,Well drained,C,,100,4,95,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.3200000,Severe,5,1.0000000,74169,,,5,,Borohemists,Taxon above family,No ,,,0.0000000,1.0000000,3.0000000,,,,,,,,,,,,Yes,Very poorly drained,250.0000000,525.0000000,800.0000000,180,0,180,alluvial cones,,,,,,,2794,2794,2794,,,,,,,5,w,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,High,,,,,,,,,,,,frigid,,,,,,,,N/A,N/A,,,,,74169,20810738
289,689,80069068,47.489788333000000,-121.638144999999994,.,38.647994994999998,0.001467810000000,0.001476829400000,5.845449924500000,308.000000000000000,74023.0000000,,74023,,216,"Rober loam, 0 to 30 percent slopes",,15.0000000,15.0000000,,76,76,None,None,0,5.3000002,10.3000002,19.5799999,28.0799999,Moderately well drained,Moderately well drained,C,,100,4,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,74023,,,100,,Rober,Series,Yes,,,0.0000000,15.0000000,30.0000000,,,,,5,56,5,,,,,No,Moderately well drained,244.0000000,427.0000000,610.0000000,180,0,180,"mountain slopes, plateaus",,0.2300000,,6.0000000,7.0000000,7.0000000,1524,2032,2540,,,,130,140,150,4,e,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,,,,C,Moderate,High,"Medial over loamy, mixed, frigid Aquic Hapludands",Andisols,Udands,Hapludands,Aquic Hapludands,medial over loamy,,,not used,frigid,,frigid,,,,,,,,N/A,N/A,,,,,74023,20810918
