,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH,CMI,DD1040
"280",71262651,46.7302283333,-116.9976583333,-9999,8.1,18.8,-2.6,21.4,661,192,27.4,97.6,316,1917,3733,129,222,130,278,147,106,-28.3,38.6,13.9,818,447,61,-7.15,936
"281",71265935,49.3939883333,-123.5014883333,-9999,9.8,17.3,3.2,14,1476,293,13.4,59,101,2040,3058,84,308,80,317,237,52,-15.8,34.2,11,600,149,77,99.98,895
"282",71266241,49.3937033333,-123.5025333333,-9999,9.8,17.3,3.2,14,1475,293,13.4,59,101,2037,3061,84,308,81,317,237,52,-15.8,34.2,11,599,149,77,99.84,893
"283",71271392,47.7692916667,-122.2832633333,-9999,10.4,17.3,3.7,13.6,1002,210,20.4,82.5,84,2187,2865,92,308,90,317,227,27,-15.8,35.4,11.5,728,303,71,40.05,966
"284",71345061,47.2701116667,-121.9392866667,-9999,9.6,16.8,2.6,14.2,1521,362,12.9,46.5,111,1973,3148,71,283,114,303,189,60,-18.6,35.7,11.5,754,181,68,90.2,849
"285",71346055,49.4295216667,-123.6400833333,-9999,9.2,16.8,2.6,14.2,1386,284,13.9,59,121,1887,3257,67,296,92,310,218,65,-17.2,33.9,-9999,600,159,76,91.59,804
"286",71346187,49.4297716667,-123.6401666667,-9999,9.2,16.8,2.5,14.2,1388,285,13.9,58.9,121,1885,3260,67,296,93,310,218,66,-17.2,33.9,-9999,600,159,76,91.84,803
"287",71347153,47.3164133333,-121.9079666667,-9999,9.3,16.6,2.3,14.3,1698,397,11.4,41.7,121,1907,3234,63,279,118,301,183,77,-19.1,35.4,11.6,745,156,68,109.03,809
"288",71363926,49.4272033333,-123.63948,-9999,9.3,16.8,2.6,14.2,1363,278,14.2,60.5,119,1904,3234,69,297,91,311,220,62,-17,34,-9999,601,164,77,89.17,814
"289",71383170,47.210242,-122.469824,-9999,10.5,17.7,3.7,14,1031,203,19.9,87.3,84,2228,2842,107,302,98,313,215,28,-16.4,36.2,11.5,772,342,69,38.58,1006
"290",71383174,47.210676,-122.470536,-9999,10.5,17.7,3.7,14,1031,203,19.9,87.3,84,2228,2841,107,302,98,313,215,28,-16.4,36.2,11.5,772,342,69,38.57,1006
"291",71396943,49.1839742,-121.7439143,-9999,7.9,16.3,0,16.3,1818,427,9.9,38.1,215,1660,3707,52,256,115,295,180,192,-22.9,34,11.9,621,86,73,133.93,704
"292",71501927,47.3178416667,-122.5401616667,-9999,11.1,18.2,4.2,14,1091,190,19.3,96,73,2393,2667,137,312,87,319,232,25,-15.1,36.6,11.3,781,362,69,42.84,1115
"293",71508181,49.2836154,-122.9375808,-9999,9.9,17.6,2.6,15,1702,356,11.7,49.3,114,2087,3066,99,301,87,314,227,71,-17.4,34.8,11.4,641,129,75,118.5,944
"294",71552775,47.956676106,-122.8009181105,-9999,10,16.6,3.4,13.2,757,185,26.3,89.7,91,2045,3003,69,302,94,313,219,22,-16.8,34.8,11.9,702,311,71,18.88,866
"295",71555235,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"296",71565664,47.620767,-122.294641,-9999,10.9,17.9,4.2,13.7,948,183,22.1,98,73,2342,2701,121,316,80,322,242,21,-14.7,35.8,11.3,737,336,71,32.92,1069
"297",71612477,49.1764216667,-123.9665833333,-9999,9.3,17.2,2.5,14.7,1111,198,17.4,86.8,125,1934,3237,80,290,101,306,206,58,-17.8,34.8,11.6,647,269,74,60.28,855
"298",71666134,49.2910451997,-123.0413693997,-9999,10.2,17.7,3,14.8,1491,316,13.5,56.1,102,2164,2962,111,307,82,316,234,53,-16.6,34.9,11.4,643,158,75,96.7,986
"299",71715930,47.2045966667,-122.3959883333,-9999,10.6,17.7,3.7,14,1035,207,19.9,85.7,83,2244,2824,109,303,97,313,216,28,-16.4,36.2,11.4,775,338,69,38.7,1016
"300",71720072,45.457253,-122.674974,-9999,11.6,19.2,4,15.2,1119,198,19.3,97,72,2572,2545,191,313,87,319,232,25,-15.4,38.7,12.3,871,417,67,36.19,1257
"301",71806396,47.20335,-122.396645,-9999,10.5,17.7,3.7,14,1037,208,19.8,85.3,84,2239,2830,108,303,97,313,216,28,-16.4,36.1,11.4,774,338,69,38.96,1013
"302",71806938,47.025325,-122.926705,-9999,10.4,17.7,3.5,14.2,1270,211,16,83.8,90,2197,2891,106,292,110,306,196,40,-17,37,11.6,814,363,66,58.56,995
"303",71825898,45.5487888889,-122.4908416667,-9999,11.7,19.3,3.9,15.4,1148,227,18.9,85.2,72,2608,2520,201,313,85,320,235,25,-15.7,38.5,12.4,870,382,67,39.07,1284
"304",71829263,49.1963471997,-123.0079067,-9999,10.1,17.6,2.8,14.8,1298,275,15.5,64.1,106,2138,2997,105,304,84,315,231,49,-16.9,34.9,11.1,647,191,75,77.28,972
"305",71855239,47.0249361667,-122.9316716667,-9999,10.3,17.7,3.5,14.2,1272,211,16,83.7,90,2193,2895,105,292,110,306,196,40,-17,37,11.6,813,363,66,58.8,993
"306",71964402,47.6690001414,-122.3064531294,-9999,10.8,17.8,4.1,13.7,951,190,21.9,93.6,75,2309,2735,114,314,84,320,237,22,-15,35.7,11.6,739,330,71,33.06,1046
"307",71965329,47.6671937155,-122.3063763512,-9999,10.8,17.8,4.1,13.7,951,189,21.9,93.9,75,2313,2730,115,314,83,321,237,21,-15,35.8,11.6,739,331,71,33.01,1049
"308",71965523,47.6659960673,-122.3064768502,-9999,10.8,17.8,4.1,13.6,951,189,21.9,94.1,74,2315,2728,115,314,83,321,237,21,-15,35.8,11.6,740,332,71,32.97,1051
"309",71979089,45.336908,-122.69333,-9999,11.3,19,4,15,1217,212,17.5,89.8,75,2500,2611,175,307,94,316,222,29,-15.8,38.8,12.5,880,405,65,45.08,1207
"310",72022600,45.447609,-122.689683,-9999,11.4,19.1,3.9,15.2,1132,200,18.9,95.4,75,2517,2598,178,309,91,318,227,27,-15.8,38.7,12.4,868,413,66,38.06,1220
"311",72065430,45.3711388889,-122.6151611111,-9999,11.6,19.3,4.1,15.2,1175,207,18.4,93.1,71,2592,2528,198,312,88,318,230,26,-15.5,38.8,12.2,886,414,66,39.88,1271
"312",72065774,46.7211133333,-116.97767,-9999,8,18.7,-2.7,21.4,682,198,26.4,94.5,324,1893,3766,124,219,131,276,145,113,-28.5,38.6,13.8,818,440,61,-4.89,921
"313",72066160,46.7338716667,-116.9890966667,-9999,8.1,18.8,-2.6,21.4,663,192,27.3,97.6,317,1917,3734,129,222,130,277,147,107,-28.3,38.6,13.9,819,449,61,-7.15,936
"314",72122740,48.5264266306,-123.3742944907,-9999,10,16.6,4,12.6,889,142,22.5,116.8,85,2036,2993,69,312,83,316,233,27,-14.6,34.4,4.8,667,347,74,35.24,857
"315",72123614,48.5264286225,-123.3745040472,-9999,10,16.6,4,12.6,889,142,22.5,116.8,85,2036,2993,69,312,83,316,233,27,-14.6,34.4,6,667,347,74,35.27,857
"316",72127519,48.5264106016,-123.3735360785,-9999,10,16.6,4,12.6,888,142,22.5,116.8,85,2037,2992,69,312,83,316,233,27,-14.5,34.4,11.4,667,347,74,35.15,858
"317",72197393,49.3150212997,-123.0400278997,-9999,9.9,17.5,2.7,14.8,1662,351,12,50,111,2089,3054,98,302,86,314,228,66,-17.1,34.7,11.6,637,128,75,114.61,941
"318",72216210,45.835125,-122.7500916667,-9999,11.3,19,3.8,15.2,1099,211,19.4,90,76,2503,2608,172,306,96,315,218,26,-16.1,38.8,12,874,403,65,33.68,1208
"319",72225862,49.5231083333,-123.76085,-9999,9.2,16.8,2.4,14.4,1368,284,14,59.1,127,1880,3280,68,293,96,309,213,68,-17.5,33.9,10.8,608,165,76,89.19,805
"320",72231921,45.460528,-122.738275,-9999,11.2,18.9,3.8,15.1,1104,194,19.2,97.6,77,2476,2635,168,306,94,315,221,28,-16,38.7,12.4,869,423,66,35.17,1192
"321",72288005,45.5510289722,-122.6162419722,-9999,11.7,19.3,4.1,15.2,1085,199,20,97.2,70,2610,2507,199,315,84,321,237,23,-15.3,38.5,12.5,867,413,67,33.07,1280
"322",72340913,45.2968220454,-121.7846876448,-9999,5.6,14.3,-1.8,16.2,2082,369,7.5,38.8,365,1149,4529,20,199,155,280,125,551,-27.1,33,14.5,614,165,69,162.34,422
"323",72340914,45.2968220454,-121.7846876448,-9999,5.6,14.3,-1.8,16.2,2082,369,7.5,38.8,365,1149,4529,20,199,155,280,125,551,-27.1,33,14.5,614,165,69,162.34,422
"324",72383195,48.0966333333,-123.4551916667,-9999,8.9,15.3,3.1,12.2,998,150,19,102.2,109,1730,3335,37,294,102,307,205,44,-16.8,33.3,11.5,637,299,74,51.1,660
"325",72415023,48.0416555,-123.5904,-9999,8.6,15.7,2.2,13.5,1459,183,12.7,86,137,1687,3466,42,276,118,301,183,93,-18.8,34.2,10.8,673,296,71,93.51,667
"326",72455259,48.459907,-122.399951,-9999,10,16.6,3.4,13.2,833,216,24,76.6,90,2061,2986,70,302,95,310,215,23,-17,35.3,11.6,716,290,70,24.27,871
"327",72496632,40.8759729119,-124.07726537,-9999,11.1,14.4,7.6,6.8,1140,110,18.5,130.6,34,2230,2552,33,336,56,332,276,9,-11,32.4,14.3,745,322,73,55.64,805
"328",72544980,45.4732509284,-122.424381897,-9999,11.1,18.7,3.4,15.3,1470,286,14.3,65.3,84,2434,2686,156,304,96,315,219,40,-16.8,38.1,13,859,318,66,73.33,1166
"329",72559419,48.7763774194,-123.3025827259,-9999,9.9,16.9,3.6,13.3,837,160,23.7,105.2,93,2028,3034,73,308,87,315,228,28,-15.7,34.8,11.8,661,326,74,30.61,867
"330",72581876,48.0412361667,-123.5904083333,-9999,8.6,15.7,2.2,13.5,1462,183,12.7,85.9,137,1685,3467,42,275,118,301,183,94,-18.8,34.2,10.7,673,296,71,93.83,667
"331",72586545,48.0974471667,-123.4549783333,-9999,8.9,15.3,3.2,12.2,992,149,19.1,102.7,108,1734,3329,37,294,102,308,206,43,-16.7,33.3,11.5,637,301,74,50.48,661
"332",72587008,48.1138888333,-123.4246216667,-9999,9.4,15.3,3.9,11.4,824,129,23.5,118.8,88,1827,3171,38,308,86,314,228,26,-15.1,33.1,11.4,621,311,75,34.57,690
"333",72609584,46.9219655342,-122.9079936326,-9999,10.2,17.5,3.4,14.1,1251,208,16.2,84.4,92,2151,2935,97,290,113,304,192,41,-17.3,36.9,11.6,810,362,66,57.3,961
"334",72652403,49.4968033333,-123.7826083333,-9999,9.4,16.9,2.7,14.2,1225,254,15.8,66.7,117,1939,3198,74,298,92,311,220,54,-16.9,34.1,11,611,187,76,74.54,839
"335",72728549,45.4814840055,-122.4600563462,-9999,11.2,18.8,3.5,15.3,1374,268,15.4,70.3,81,2477,2642,166,306,94,316,222,35,-16.6,38.2,12.7,862,337,66,63.04,1194
"336",72729701,45.4785892837,-122.4576019507,-9999,11.2,18.8,3.5,15.3,1389,270,15.2,69.5,81,2466,2653,164,306,94,316,221,36,-16.6,38.2,12.7,862,335,66,64.64,1187
"337",72860248,45.5956055556,-122.7867694444,-9999,11.1,18.8,3.5,15.3,1168,202,18.1,93.4,82,2454,2668,163,307,93,318,225,32,-16.3,38.4,12.3,852,398,67,43.69,1180
"338",72905217,45.507138829,-122.6276432512,-9999,11.7,19.3,4.1,15.2,1111,198,19.5,97.7,69,2612,2504,199,315,84,321,237,23,-15.2,38.6,12.4,869,414,67,35.41,1281
"339",72963654,40.8800163416,-124.072517383,-9999,11.1,14.5,7.6,6.9,1162,113,18.2,128.3,34,2240,2544,34,335,57,332,274,10,-11.1,32.5,14.2,753,325,72,57.06,815
"340",72973074,47.617,-122.3180616667,-9999,10.9,17.9,4.2,13.7,937,177,22.3,100.7,73,2335,2707,119,316,81,322,240,21,-14.8,35.7,11.3,738,343,71,31.79,1065
"341",73016070,46.8722890138,-123.0240059064,-9999,10.3,17.6,3.5,14.1,1279,215,15.9,82.2,90,2179,2904,101,291,112,305,193,40,-17.1,37,11.5,817,360,66,59.17,979
"342",73044020,47.00305744,-122.99857279,-9999,10.3,17.6,3.4,14.2,1333,217,15.2,81,92,2166,2924,100,291,112,306,194,44,-17.1,37,11.3,810,357,66,65.29,974
"343",73044199,47.00246792,-123.00066241,-9999,10.2,17.6,3.4,14.2,1342,219,15.1,80.5,92,2163,2928,100,290,112,305,193,45,-17.2,37,11.3,810,353,66,66.28,973
"344",73044358,47.00243177,-123.00116383,-9999,10.2,17.6,3.4,14.2,1348,220,15,80.2,93,2161,2930,100,290,112,305,193,45,-17.2,37,11.3,810,352,66,66.82,972
"345",73051714,45.4778379048,-122.4578558673,-9999,11.2,18.8,3.5,15.3,1391,270,15.2,69.4,82,2464,2655,163,306,95,316,221,36,-16.7,38.2,12.7,862,335,66,64.88,1185
"346",73075398,47.6571783333,-122.2870633333,-9999,10.9,17.9,4.2,13.7,948,187,22.1,95.6,72,2347,2694,121,316,81,322,241,20,-14.7,35.8,11.6,741,335,71,32.48,1073
"347",73075666,47.6539116667,-122.3080833333,-9999,10.9,17.8,4.2,13.6,949,187,22,95.5,74,2327,2716,117,315,82,321,239,21,-14.9,35.8,11.5,740,333,71,32.78,1058
"348",73076517,47.3749311,-122.95905226,-9999,10.5,17.9,3.5,14.4,1594,243,12.9,73.7,88,2241,2847,113,298,104,311,207,49,-16.7,37,10.8,796,321,67,91.86,1025
"349",73140023,45.5401669303,-122.7231626307,-9999,11.2,19,3.6,15.4,1165,202,18.2,93.7,80,2483,2640,171,309,91,319,228,30,-16.1,38.4,12.3,852,398,67,43.35,1200
"350",73149192,49.3173189997,-123.0108385997,-9999,9.8,17.5,2.6,14.9,1758,371,11.3,47.1,115,2066,3086,94,300,88,313,225,74,-17.4,34.7,11.7,638,118,75,124.25,929
"351",73166229,48.4855044564,-123.3288446632,-9999,10,16.6,4.1,12.5,829,138,24.1,119.9,84,2034,2987,68,313,82,316,234,24,-14.4,34.4,11.5,665,349,74,29.4,852
"352",73166488,48.4855109478,-123.3286067203,-9999,10,16.6,4.1,12.5,829,138,24.1,119.9,84,2035,2987,68,313,82,316,234,24,-14.4,34.4,11.5,665,349,74,29.37,852
"353",73167293,48.4857309219,-123.3285137748,-9999,10,16.6,4.1,12.5,829,138,24.1,119.9,84,2035,2987,68,313,82,316,234,24,-14.4,34.4,11.5,665,349,74,29.37,852
"354",73231509,48.975968,-123.029366,-9999,9.8,16.9,3,13.8,987,208,20.1,81.1,102,2031,3062,75,303,87,312,225,35,-16.8,34.4,11.5,650,251,74,46.8,875
"355",73412138,47.0304053178,-123.0928886046,-9999,9.8,17.4,2.6,14.8,2099,306,9.4,56.9,109,2058,3072,89,283,116,305,189,91,-18.7,36.7,11.4,784,268,67,144.83,918
"356",73420038,47.0708833333,-122.97632,-9999,10.4,17.8,3.5,14.3,1288,213,15.9,83.5,89,2218,2871,110,294,109,307,198,40,-16.8,37.1,11.5,815,363,66,60,1011
"357",73427478,47.3174747412,-122.2985423525,-9999,10.5,17.7,3.7,14,1066,216,19.3,82,84,2240,2831,108,305,95,315,220,29,-16.2,35.9,11.5,763,323,69,42.72,1014
"358",73458585,45.3377916667,-122.5918416667,-9999,11.5,19.2,4,15.2,1230,218,17.5,88.1,73,2552,2565,189,309,91,317,225,28,-15.8,38.8,12.6,885,403,66,45.64,1244
"359",73648037,45.5305315757,-122.7239389467,-9999,11.1,18.9,3.5,15.4,1177,203,18,92.8,82,2456,2668,165,307,93,318,225,32,-16.3,38.4,12.3,851,396,67,44.74,1182
"360",73648884,45.530548003,-122.72394704,-9999,11.1,18.9,3.5,15.4,1177,203,18,92.8,82,2455,2668,165,307,93,318,225,32,-16.3,38.4,12.3,851,396,67,44.75,1182
"361",73649028,45.5312833945,-122.7269503479,-9999,11.1,18.8,3.5,15.4,1188,205,17.7,92,83,2438,2687,161,306,94,317,224,33,-16.4,38.4,12.4,849,395,67,46.12,1170
"362",73651917,45.5323106877,-122.7289356719,-9999,11,18.8,3.4,15.4,1196,205,17.6,91.4,84,2424,2699,158,306,94,317,223,34,-16.5,38.3,12.4,848,391,67,47.13,1163
"363",73652878,45.5365970925,-122.719349636,-9999,11.3,19,3.7,15.4,1160,202,18.4,94.3,79,2497,2626,174,310,90,319,229,30,-16,38.4,12.2,853,400,67,42.64,1209
"364",73685073,47.6659263298,-122.3067141419,-9999,10.8,17.8,4.1,13.6,951,189,21.9,94.1,74,2315,2728,115,314,83,321,237,21,-15,35.8,11.6,740,332,71,32.98,1051
"365",73685232,47.6655803249,-122.3066579831,-9999,10.8,17.8,4.1,13.6,951,189,21.9,94.1,74,2316,2727,115,314,83,321,238,21,-15,35.8,11.6,740,332,71,32.97,1051
"366",73685339,47.665534895,-122.3063529656,-9999,10.8,17.8,4.1,13.6,950,189,21.9,94.1,74,2316,2726,115,314,83,321,238,21,-15,35.8,11.6,740,332,71,32.96,1052
"367",73692747,48.5031355188,-123.3724722498,-9999,10,16.6,4,12.6,880,141,22.7,117.6,86,2028,3001,68,312,84,316,232,27,-14.6,34.5,4.9,666,347,74,34.42,851
"368",73775302,45.5029340438,-122.5055471581,-9999,11.5,19.1,3.8,15.3,1240,240,17.3,79.6,74,2553,2565,185,311,89,319,230,28,-16,38.5,12.5,867,367,67,48.77,1244
"369",73780982,47.645255,-122.530175,-9999,10.8,17.9,4.1,13.8,1058,181,19.7,98.5,75,2319,2728,118,312,85,319,234,25,-15.2,36,11.4,747,346,71,43.03,1057
"370",73805528,45.5008972222,-122.50115,-9999,11.5,19.1,3.8,15.3,1250,242,17.2,78.8,75,2549,2570,183,310,89,319,230,29,-16,38.5,12.5,867,365,67,49.79,1241
"371",73811111,47.6306116667,-122.2943116667,-9999,10.9,17.9,4.2,13.7,948,184,22.1,97.2,73,2341,2702,120,316,81,322,241,21,-14.7,35.8,11.4,738,336,71,32.88,1068
"372",73816352,45.3656944444,-122.594025,-9999,11.7,19.4,4.2,15.2,1158,204,18.7,94.9,69,2613,2509,204,313,88,319,231,25,-15.4,38.9,12.3,889,421,66,37.7,1286
"373",73817066,45.3514638889,-122.5965111111,-9999,11.6,19.3,4.1,15.2,1196,211,18,91.2,71,2578,2540,195,311,90,318,228,26,-15.6,38.8,12.5,887,412,66,41.93,1262
"374",73817579,45.3514611111,-122.5964361111,-9999,11.6,19.3,4.1,15.2,1196,211,18,91.2,71,2578,2540,195,311,90,318,228,26,-15.6,38.8,12.5,887,412,66,41.93,1262
"375",73956266,47.03231119,-123.09495145,-9999,9.8,17.4,2.7,14.8,2094,305,9.5,57.1,109,2061,3068,89,283,116,305,190,91,-18.7,36.7,11.4,785,271,67,144.29,920
"376",73956371,47.02887894,-123.09284637,-9999,9.8,17.4,2.6,14.8,2109,307,9.4,56.7,109,2056,3075,88,282,116,305,189,92,-18.7,36.7,11.4,784,267,67,145.89,917
"377",73956438,47.02858471,-123.09311972,-9999,9.8,17.4,2.6,14.8,2113,308,9.4,56.6,110,2055,3076,88,282,116,305,189,93,-18.7,36.7,11.4,784,267,67,146.24,917
"378",74067486,49.4231133333,-123.4895333333,-9999,9.6,17.1,2.9,14.2,1674,333,11.7,51.5,110,1981,3140,78,303,85,315,229,67,-16.5,34.1,11,600,123,77,119.95,862
"379",74110440,48.4882166667,-124.2905883333,-9999,8.7,14.6,3.2,11.3,2703,397,6.9,36.7,108,1640,3395,28,297,99,310,211,117,-16.1,32.1,11,590,87,76,225.99,591
"380",74111027,48.4882166667,-124.2906583333,-9999,8.7,14.6,3.2,11.3,2703,397,6.9,36.7,108,1640,3395,28,297,99,310,211,117,-16.1,32.1,11,590,87,76,225.92,591
"381",74116396,44.6132207519,-121.9475018111,-9999,7.4,16.3,-0.4,16.7,2014,291,8.6,56,242,1547,3903,50,210,152,273,121,305,-25,36.6,15.7,814,308,61,134.94,662
"382",74171790,45.4761720216,-122.6842602064,-9999,11.4,19.1,3.9,15.3,1127,198,19,96.6,75,2540,2578,184,311,88,319,231,27,-15.7,38.6,12.3,864,411,67,37.81,1236
"383",74173604,47.43163503,-121.75977463,-9999,8.4,15.9,1.3,14.7,2218,491,8.3,32.4,158,1708,3515,47,264,126,297,171,155,-20.7,34.5,11.3,707,104,69,166.74,698
"384",74182596,48.80703317,-123.28180188,-9999,9.8,16.8,3.5,13.4,851,166,23.3,101.6,96,2008,3060,71,307,87,314,227,29,-15.9,34.7,11.5,656,314,74,32.57,855
"385",74182740,47.43098299,-121.74289186,-9999,8.4,15.9,1.2,14.7,2214,488,8.3,32.7,159,1707,3516,47,264,127,297,170,155,-20.7,34.4,11.3,708,106,69,166.2,698
"386",74182835,47.43101293,-121.74289305,-9999,8.4,15.9,1.2,14.7,2214,487,8.3,32.7,159,1707,3515,47,264,126,297,170,155,-20.7,34.5,11.3,708,106,69,166.14,698
"387",74198582,45.7195722222,-123.931375,-9999,9.8,15,4.6,10.4,2647,419,7.5,35.7,71,1902,3019,36,308,95,315,220,62,-15.3,33,11.9,683,97,72,211.63,703
"388",74202666,47.56667279,-123.35965555,-9999,6.6,14.2,-0.2,14.3,2771,414,6,34.2,241,1241,4173,21,232,141,291,150,413,-23.7,32.1,12.9,588,103,72,234.23,440
"389",74202711,47.56558488,-123.3683759,-9999,7.1,14.6,0.3,14.4,2773,413,6.2,35.4,211,1344,4001,26,242,136,295,159,338,-22.9,32.6,13.5,612,110,72,232.57,496
"390",74203159,47.53146465,-123.36108681,-9999,7.7,15.3,0.7,14.6,2744,392,6.4,39.1,184,1498,3788,35,253,131,298,167,270,-22.1,33.5,12.1,643,139,71,225.62,580
"391",74265847,48.508582,-123.37185,-9999,10,16.6,4,12.6,881,141,22.7,117.4,85,2030,2998,68,312,83,316,233,27,-14.6,34.5,11.3,666,347,74,34.49,853
"392",74266354,48.504326,-123.370267,-9999,10,16.6,4,12.6,878,141,22.7,117.6,85,2029,2999,68,312,83,316,233,26,-14.6,34.5,11.3,666,347,74,34.21,852
"393",74266893,48.504326,-123.370267,-9999,10,16.6,4,12.6,878,141,22.7,117.6,85,2029,2999,68,312,83,316,233,26,-14.6,34.5,11.3,666,347,74,34.21,852
"394",74274529,45.3677083333,-122.5765472222,-9999,11.7,19.4,4.2,15.2,1156,205,18.8,94.8,69,2615,2507,205,313,88,319,231,25,-15.4,38.9,12.4,889,420,66,37.44,1287
"395",74292996,48.36163769,-122.5278773,-9999,9.9,16,3.8,12.2,652,170,30.5,94,84,1990,3018,55,306,91,311,220,17,-16.2,34.1,-9999,686,322,72,9.74,803
"396",74297110,45.5170136374,-122.7135728031,-9999,11.2,19,3.6,15.3,1148,200,18.5,94.6,80,2474,2649,169,308,92,318,226,30,-16.1,38.5,12.3,854,402,67,41.4,1194
"397",74307649,45.6488055556,-122.6608333333,-9999,11.5,19,3.9,15.1,1027,197,20.9,96.4,73,2546,2561,179,311,89,318,229,23,-15.7,38.3,12.5,863,416,67,27.91,1233
"398",74313531,45.6488055556,-122.6608333333,-9999,11.5,19,3.9,15.1,1027,197,20.9,96.4,73,2546,2561,179,311,89,318,229,23,-15.7,38.3,12.5,863,416,67,27.91,1233
"399",74314977,45.6491694444,-122.6600527778,-9999,11.5,19,3.9,15.1,1028,198,20.9,96.2,73,2544,2563,179,311,89,318,229,23,-15.7,38.3,12.5,863,416,66,28.05,1232
"400",74333715,45.5695694444,-122.6061194444,-9999,11.8,19.4,4.1,15.3,1033,195,21.1,99.6,69,2640,2485,208,316,82,322,239,21,-15.1,38.6,12.4,868,422,67,27.66,1303
"401",74336075,45.65075,-122.6548888889,-9999,11.4,19,3.9,15.1,1035,199,20.7,95.4,73,2534,2571,176,310,90,318,228,23,-15.8,38.3,12.5,862,411,66,28.89,1225
"402",74340220,45.65075,-122.6548888889,-9999,11.4,19,3.9,15.1,1035,199,20.7,95.4,73,2534,2571,176,310,90,318,228,23,-15.8,38.3,12.5,862,411,66,28.89,1225
"403",74341621,45.657025,-122.5866722222,-9999,11.3,18.8,3.8,15.1,1119,215,19.1,87.8,76,2500,2606,169,308,92,316,225,27,-16.2,38.1,12.6,857,383,66,38.06,1204
"404",74342017,45.6819,-122.5903611111,-9999,11.3,18.8,3.7,15.1,1130,216,18.8,86.7,77,2478,2627,164,307,93,315,222,28,-16.4,38.1,12.5,857,381,66,39.29,1188
"405",74342450,45.6819,-122.5903611111,-9999,11.3,18.8,3.7,15.1,1130,216,18.8,86.7,77,2478,2627,164,307,93,315,222,28,-16.4,38.1,12.5,857,381,66,39.29,1188
"406",74342956,45.6819,-122.5903611111,-9999,11.3,18.8,3.7,15.1,1130,216,18.8,86.7,77,2478,2627,164,307,93,315,222,28,-16.4,38.1,12.5,857,381,66,39.29,1188
"407",74342998,44.357005,-122.2288133333,-9999,8.2,16.6,1.2,15.4,2073,337,8.8,49.3,176,1671,3631,58,232,147,285,139,194,-22.7,36.9,14.2,830,265,62,139.55,713
"408",74384874,47.836662,-122.622727,-9999,10.4,17.2,3.8,13.4,933,185,21.9,93,82,2183,2856,89,306,91,315,224,24,-16,35.4,11.2,729,327,70,33.07,958
"409",74411465,48.4895968196,-123.3905461208,-9999,9.9,16.6,4,12.5,890,142,22.4,116.6,86,2021,3007,67,312,84,316,232,27,-14.6,34.5,11.4,665,344,74,35.54,846
"410",74414285,47.1239821581,-116.6092360765,-9999,6.8,17.7,-3.7,21.4,825,225,20.3,78.4,426,1644,4148,76,189,145,262,116,213,-30.5,38.4,13.5,794,410,58,10.45,765
"411",74414352,47.12408551,-116.60920204,-9999,6.8,17.7,-3.7,21.4,825,225,20.3,78.4,426,1644,4148,76,189,145,262,116,213,-30.5,38.4,13.5,794,410,58,10.46,765
"412",74437654,48.4697749722,-123.3563919722,-9999,10,16.5,4.1,12.4,845,139,23.6,119.1,84,2023,2998,66,313,83,316,233,25,-14.5,34.4,11.4,664,346,74,31.23,844
"413",74438022,48.469799,-123.356385,-9999,10,16.5,4.1,12.4,845,139,23.6,119.1,84,2023,2998,66,313,83,316,233,25,-14.5,34.4,11.4,664,346,74,31.23,844
"414",74438978,48.4450169722,-123.378219,-9999,10,16.4,4.2,12.2,844,138,23.7,119.1,82,2023,2987,63,314,81,317,236,24,-14.2,34.3,6.4,660,342,74,31.56,837
"415",74452160,47.12418186,-116.60946031,-9999,6.8,17.7,-3.7,21.4,825,225,20.3,78.4,426,1644,4149,76,189,145,262,116,213,-30.5,38.4,13.5,794,410,58,10.46,765
"416",74452280,47.12420239,-116.60931331,-9999,6.8,17.7,-3.7,21.4,825,225,20.3,78.4,426,1644,4148,76,189,145,262,116,213,-30.5,38.4,13.5,794,410,58,10.46,765
"417",74452392,47.12421263,-116.60938472,-9999,6.8,17.7,-3.7,21.4,825,225,20.3,78.4,426,1644,4148,76,189,145,262,116,213,-30.5,38.4,13.5,794,410,58,10.47,765
"418",74452550,47.12415099,-116.60945287,-9999,6.8,17.7,-3.7,21.4,825,225,20.3,78.4,426,1644,4148,76,189,145,262,116,213,-30.5,38.4,13.5,794,410,58,10.46,765
"419",74457766,45.3354166667,-122.5735861111,-9999,11.5,19.2,4,15.2,1245,222,17.2,86.3,73,2545,2572,187,309,92,317,225,29,-15.8,38.7,12.7,884,398,66,47.33,1240
"420",74457795,45.3354166667,-122.5735861111,-9999,11.5,19.2,4,15.2,1245,222,17.2,86.3,73,2545,2572,187,309,92,317,225,29,-15.8,38.7,12.7,884,398,66,47.33,1240
"421",74457826,45.3354166667,-122.5735861111,-9999,11.5,19.2,4,15.2,1245,222,17.2,86.3,73,2545,2572,187,309,92,317,225,29,-15.8,38.7,12.7,884,398,66,47.33,1240
