,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH,CMI,DD1040
"138",68628574,48.78857688,-123.25877383,-9999,9.9,16.9,3.6,13.3,829,162,24,104.3,92,2035,3022,73,309,85,316,230,27,-15.5,34.8,11.4,659,321,74,29.99,868
"139",68628652,48.78858687,-123.2584036,-9999,9.9,16.9,3.6,13.3,829,162,24,104.3,92,2035,3021,73,309,85,316,230,27,-15.5,34.8,11.4,659,321,74,29.97,869
"140",68629089,48.78602822,-123.25561992,-9999,9.9,16.9,3.6,13.3,826,161,24.1,104.7,91,2038,3017,74,309,85,316,231,26,-15.4,34.8,11,660,323,74,29.65,870
"141",68646417,48.4652533333,-123.3159116667,-9999,10,16.5,4.1,12.4,807,137,24.7,120.8,83,2028,2990,66,314,82,316,235,23,-14.3,34.4,11.4,663,349,74,27.48,844
"142",68658537,49.2908333333,-123.0491666667,-9999,10.2,17.7,3,14.8,1477,313,13.7,56.8,102,2168,2956,111,307,81,316,235,52,-16.5,34.9,11.3,643,160,75,95.4,989
"143",68658762,49.2920875547,-123.0506973264,-9999,10.2,17.7,3,14.8,1483,314,13.6,56.5,102,2165,2960,111,307,82,316,235,52,-16.6,34.8,11.3,642,158,75,96.07,987
"144",68658879,49.2918205261,-123.0500946044,-9999,10.2,17.7,3,14.8,1483,314,13.6,56.6,102,2165,2959,111,307,82,316,235,52,-16.6,34.8,11.3,643,159,75,95.97,987
"145",68699666,49.3158912658,-123.0074920653,-9999,9.8,17.5,2.6,14.9,1756,371,11.3,47.2,114,2069,3083,95,300,88,313,225,73,-17.4,34.7,11.6,638,121,75,124,931
"146",68699838,49.3199043272,-123.0372772217,-9999,9.8,17.5,2.6,14.9,1704,359,11.6,48.7,113,2072,3075,95,301,87,314,227,70,-17.2,34.7,11.7,636,123,75,118.97,932
"147",68699970,49.3182293388,-123.0107101053,-9999,9.8,17.5,2.6,14.9,1765,373,11.2,46.9,115,2063,3090,94,300,88,313,225,74,-17.4,34.7,11.7,638,118,75,125.03,928
"148",68700424,49.3166666667,-123.0105555556,-9999,9.8,17.5,2.6,14.9,1754,370,11.3,47.3,114,2068,3084,95,300,88,313,225,73,-17.4,34.7,11.7,638,121,75,123.8,931
"149",68710615,48.74760947,-123.18361577,-9999,10,16.8,3.8,13,795,159,25.1,105.6,88,2046,2998,73,311,84,317,233,24,-15,34.7,-9999,664,328,74,26.08,870
"150",68710668,48.74747218,-123.18347626,-9999,10,16.8,3.8,13,795,159,25.1,105.6,88,2046,2998,73,311,84,317,233,24,-15,34.7,-9999,664,328,74,26.05,871
"151",68729584,47.3788803997,-121.9730033,-9999,9.9,17.2,2.9,14.3,1450,323,13.7,53.2,102,2075,3030,86,290,110,306,196,51,-17.9,35.9,11.6,767,224,68,81.29,916
"152",68730344,47.450698,-122.073259,-9999,10.4,17.6,3.4,14.2,1245,266,16.4,66.2,89,2199,2883,102,300,100,312,212,36,-16.7,36,11.6,767,278,69,60.26,990
"153",68737226,47.4225318,-122.0737244,-9999,10.3,17.5,3.4,14.1,1269,274,16,63.9,91,2179,2904,99,299,101,311,210,38,-16.9,36,11.5,767,269,69,62.73,976
"154",68742200,49.3134727478,-122.9989166258,-9999,9.8,17.5,2.6,14.9,1761,372,11.2,47.1,114,2071,3082,95,300,88,313,225,74,-17.4,34.8,11.6,639,121,75,124.46,933
"155",68742288,49.33297348,-123.0438461303,-9999,9.5,17.2,2.3,14.9,1856,392,10.5,43.9,123,1981,3184,83,296,92,312,220,87,-17.9,34.4,11.8,626,105,75,135.47,877
"156",68742508,49.3332939147,-123.0440216064,-9999,9.5,17.2,2.3,14.9,1863,393,10.5,43.7,124,1977,3189,82,296,92,311,220,88,-17.9,34.4,11.8,626,103,75,136.2,874
"157",68745750,47.6363666667,-122.3068616667,-9999,10.9,17.8,4.2,13.7,946,183,22.1,97.3,73,2332,2710,118,316,82,321,240,21,-14.8,35.8,11.4,738,336,71,32.61,1062
"158",68746053,47.6358866667,-122.307045,-9999,10.9,17.8,4.2,13.7,946,183,22.1,97.4,73,2332,2710,118,316,82,321,240,21,-14.8,35.8,11.4,738,336,71,32.6,1063
"159",68769712,47.6368033333,-122.3067633333,-9999,10.9,17.8,4.2,13.7,946,183,22.1,97.3,73,2332,2710,118,316,82,321,240,21,-14.8,35.8,11.4,739,336,71,32.62,1062
"160",68770643,47.6346133333,-122.3060833333,-9999,10.9,17.8,4.2,13.7,946,183,22.1,97.5,73,2333,2709,119,316,81,322,240,21,-14.8,35.8,11.4,738,336,71,32.61,1063
"161",68782040,49.13295,-123.95398,-9999,9.1,17.1,2.2,15,1159,197,16.5,87,135,1897,3300,77,286,104,305,201,68,-18.1,34.8,11.7,648,271,74,65.21,837
"162",68782322,49.1394778333,-123.9482416667,-9999,9.3,17.2,2.4,14.8,1128,196,17.1,87.9,128,1927,3255,80,289,102,306,204,61,-17.8,34.9,11.7,649,274,74,61.91,853
"163",68824430,48.4619973456,-123.3271415207,-9999,9.9,16.5,4.1,12.4,818,137,24.4,120.3,84,2020,3002,65,313,83,316,233,24,-14.5,34.4,11.4,663,348,74,28.54,841
"164",68826674,48.4620358716,-123.3270326412,-9999,9.9,16.5,4.1,12.4,818,137,24.4,120.3,84,2020,3002,65,313,83,316,233,24,-14.5,34.4,11.4,663,348,74,28.53,841
"165",68828161,48.460970658,-123.3274957437,-9999,9.9,16.5,4.1,12.4,818,137,24.4,120.3,85,2019,3003,65,313,83,316,233,24,-14.5,34.4,11.4,663,348,74,28.55,840
"166",68870055,47.74183872,-122.13816869,-9999,10.4,17.5,3.6,14,1093,237,18.7,74,86,2211,2859,102,305,94,315,221,30,-16.1,35.8,11.6,746,291,70,47.02,994
"167",68887396,49.3236808775,-123.0997695922,-9999,10,17.6,2.9,14.7,1589,331,12.6,53.2,106,2121,3009,103,305,84,316,232,59,-16.7,34.7,11.4,636,144,76,107.23,959
"168",68937551,47.619858,-122.293119,-9999,10.9,17.9,4.2,13.7,948,183,22.1,97.9,73,2342,2700,121,316,80,322,242,21,-14.7,35.8,11.3,737,336,72,32.99,1070
"169",68982233,49.2102777778,-123.1444444444,-9999,10.1,17.6,3,14.6,1227,255,16.4,69.1,102,2144,2978,104,307,82,315,233,44,-16.5,34.7,11.4,640,203,76,70.93,970
"170",68982848,45.4782466667,-122.6722033333,-9999,11.7,19.3,4.1,15.3,1112,196,19.5,98.5,70,2605,2516,200,315,84,321,237,24,-15.2,38.6,12.2,869,417,67,35.57,1279
"171",68983264,49.2099342344,-123.14503479,-9999,10.1,17.6,3,14.6,1225,254,16.4,69.2,102,2144,2977,105,307,82,315,233,43,-16.5,34.7,11.4,640,203,76,70.77,971
"172",68985916,49.2124328611,-123.1475677489,-9999,10.1,17.6,3,14.6,1230,255,16.4,69,102,2143,2978,104,307,82,315,233,44,-16.5,34.7,-9999,640,201,76,71.23,970
"173",68986033,49.2130737303,-123.141693115,-9999,10.1,17.6,3,14.6,1238,257,16.2,68.5,103,2140,2982,104,306,82,315,233,44,-16.6,34.7,11.4,640,200,76,72.08,969
"174",68987311,49.2078633333,-124.0411528333,-9999,9.2,17.1,2.2,14.8,1113,197,17.2,86.7,133,1899,3291,77,286,103,304,201,63,-18.2,34.8,11.4,646,270,74,60.74,835
"175",69031450,48.4592050362,-123.3358310346,-9999,9.9,16.5,4,12.4,824,137,24.2,120,85,2015,3008,65,312,83,316,233,25,-14.5,34.4,11.4,663,347,74,29.25,839
"176",69079934,47.6706215786,-122.3097227422,-9999,10.8,17.7,4.1,13.6,951,190,21.9,93.3,75,2301,2742,113,314,84,320,236,22,-15.1,35.7,11.6,739,330,71,33.18,1042
"177",69100155,47.6795021335,-122.3936154372,-9999,10.9,17.8,4.2,13.6,962,184,21.7,96.4,74,2318,2721,114,314,83,320,237,22,-15,35.6,11.3,739,336,71,34.33,1051
"178",69100473,47.679485106,-122.3922885117,-9999,10.9,17.8,4.2,13.6,962,185,21.7,96.2,74,2317,2723,114,314,83,320,237,22,-15.1,35.6,11.3,739,336,71,34.32,1050
"179",69100576,47.6795331343,-122.3918578495,-9999,10.8,17.8,4.2,13.6,962,185,21.7,96.2,74,2316,2724,114,314,83,320,237,22,-15.1,35.6,11.3,739,336,71,34.31,1049
"180",69120460,47.62587,-122.2941133333,-9999,10.9,17.9,4.2,13.7,948,183,22.1,97.5,73,2341,2701,120,316,81,322,241,21,-14.7,35.8,11.4,738,336,71,32.92,1069
"181",69162815,48.4615312504,-123.3188999709,-9999,10,16.5,4.1,12.4,809,137,24.7,120.7,84,2024,2995,65,313,82,316,234,24,-14.4,34.4,11.4,663,348,74,27.7,842
"182",69178256,49.3041534422,-122.9611053467,-9999,9.7,17.5,2.5,15,1820,383,10.8,45.6,117,2054,3103,93,299,89,313,224,79,-17.6,34.7,11.5,637,115,75,130.55,923
"183",69232120,48.4616259784,-123.3413791243,-9999,9.9,16.5,4.1,12.4,829,138,24,119.8,85,2018,3005,65,312,83,316,233,25,-14.5,34.4,11.4,663,347,74,29.73,840
"184",69232770,49.3159065244,-123.0062561033,-9999,9.8,17.5,2.6,14.9,1759,372,11.2,47.1,114,2068,3084,95,300,88,313,225,74,-17.4,34.7,11.6,638,120,75,124.34,931
"185",69232973,49.3081665039,-123.0038146972,-9999,9.9,17.6,2.7,14.9,1705,360,11.7,48.8,112,2091,3057,99,301,87,314,227,69,-17.3,34.8,11.6,641,125,75,118.6,945
"186",69236663,47.3700916667,-122.320305,-9999,11.1,18.2,4.2,14,1000,189,21.1,96.2,73,2392,2666,136,314,85,320,235,22,-15.1,36.3,-9999,772,357,70,34.45,1113
"187",69267891,49.1887092589,-122.7954635619,-9999,9.8,17.4,2.4,15,1618,334,12.2,52.2,118,2066,3094,93,296,92,310,218,71,-18.1,35.1,11.6,661,155,74,108.41,930
"188",69268074,49.1900138853,-122.7938842772,-9999,9.8,17.4,2.4,15,1623,335,12.2,52.1,118,2067,3094,93,296,92,310,218,71,-18.1,35.1,11.5,661,155,74,108.84,930
"189",69268876,49.2076759336,-122.7697525022,-9999,9.9,17.5,2.4,15.2,1633,341,12.2,51.4,117,2095,3066,99,296,92,310,218,70,-18.1,35.3,11.5,669,155,73,109.02,950
"190",69269086,49.2054443358,-122.7647171019,-9999,9.9,17.5,2.4,15.2,1628,341,12.2,51.4,117,2096,3065,100,296,92,310,218,70,-18.1,35.3,11.5,670,155,73,108.36,950
"191",69269145,49.2060279844,-122.7766036986,-9999,9.8,17.5,2.4,15.1,1637,341,12.1,51.4,117,2089,3072,97,296,92,310,218,71,-18.1,35.3,11.5,667,155,73,109.55,946
"192",69377380,46.9596633333,-123.1019666667,-9999,9.8,17.5,2.7,14.8,2045,295,9.7,59.1,109,2061,3069,90,281,118,304,186,89,-18.6,36.9,12.1,796,280,66,137.84,922
"193",69382016,48.81577454,-123.30467988,-9999,9.8,16.9,3.4,13.4,861,166,23,101.5,96,2015,3054,73,306,88,314,226,29,-15.9,34.8,11.3,659,317,74,33.27,860
"194",69438855,47.5662033333,-122.3074416667,-9999,11.1,18.1,4.3,13.7,917,170,23,106.3,70,2382,2660,128,317,79,323,244,19,-14.6,35.8,11.4,744,359,71,29.03,1096
"195",69463782,47.7123031667,-122.3725999722,-9999,10.6,17.5,3.9,13.6,966,192,21.3,91.5,79,2252,2794,103,310,87,318,231,24,-15.5,35.5,11.1,735,324,71,35.45,1008
"196",69478668,49.3262634275,-123.0171051025,-9999,9.7,17.4,2.5,14.9,1809,381,10.9,45.7,117,2042,3115,91,299,89,313,223,79,-17.5,34.6,11.8,635,113,75,129.64,914
"197",69534281,47.631695,-122.2963033333,-9999,10.9,17.9,4.2,13.7,948,184,22.1,97.2,73,2339,2703,120,316,81,322,241,21,-14.8,35.8,11.4,738,336,71,32.83,1068
"198",69595055,49.3157424925,-123.1018371581,-9999,10.1,17.6,3,14.7,1545,322,13,54.8,104,2138,2988,106,306,83,316,234,56,-16.6,34.7,11.4,638,151,76,102.7,969
"199",69595290,49.3275947569,-123.0863189697,-9999,9.9,17.5,2.8,14.8,1636,342,12.2,51.3,109,2095,3041,99,303,85,315,230,64,-16.9,34.7,7.1,635,134,76,112.08,944
"200",69595515,49.3274345397,-123.0735549925,-9999,9.9,17.5,2.7,14.8,1665,349,11.9,50.1,111,2082,3059,96,302,86,314,228,66,-17.1,34.6,7.1,635,129,76,115.1,936
"201",69689185,49.3091354369,-122.9911499022,-9999,9.8,17.5,2.6,14.9,1757,371,11.3,47.3,114,2073,3079,96,300,88,313,225,73,-17.4,34.8,11.6,639,121,75,123.96,934
"202",69721399,49.2868232725,-122.9521636961,-9999,10,17.7,2.7,15,1664,349,12,50.7,110,2123,3023,105,303,85,315,229,66,-17.1,34.9,11.2,645,135,75,114.14,966
"203",69721567,49.2869148253,-122.9809341431,-9999,10.1,17.8,2.8,14.9,1589,335,12.6,53,106,2148,2990,110,304,84,315,231,59,-16.9,35,11.3,647,147,75,106.31,981
"204",69770286,49.3178138731,-122.9447402953,-9999,9.6,17.4,2.4,15,1933,406,10.1,42.8,122,2018,3146,89,297,91,312,221,89,-17.8,34.6,11.6,635,103,75,142.17,903
"205",69784473,49.2404022217,-122.9594345092,-9999,10.1,17.7,2.8,14.9,1487,314,13.5,56.4,107,2143,2996,107,304,84,315,231,56,-17,35,11.6,646,162,75,96.35,977
"206",69964682,47.21985,-122.3960333333,-9999,10.7,17.9,3.9,14,1017,198,20.4,90.3,80,2295,2770,117,305,95,315,220,26,-16.1,36.3,11.3,782,353,68,35.87,1050
"207",69964977,47.1719924371,-122.3142673662,-9999,10.6,17.8,3.7,14.1,1043,218,19.7,81.7,84,2248,2824,110,302,98,313,215,28,-16.5,36.4,11.1,781,330,68,38.75,1020
"208",69965459,47.1795583333,-122.3205633333,-9999,10.6,17.9,3.7,14.1,1036,214,19.9,83.3,82,2274,2796,115,303,97,313,216,27,-16.4,36.5,11.2,785,338,68,37.47,1037
"209",69971033,47.7549833333,-122.3626333333,-9999,10.5,17.4,3.8,13.6,987,197,20.8,88.2,81,2214,2833,97,310,88,318,230,25,-15.7,35.4,-9999,728,315,71,38.3,982
"210",69971407,47.7476913109,-122.3608824232,-9999,10.5,17.4,3.8,13.6,987,197,20.8,88.4,82,2214,2834,97,310,88,318,230,25,-15.7,35.4,-9999,728,316,71,38.32,982
"211",69972018,47.753895,-122.3621966667,-9999,10.5,17.4,3.8,13.6,987,197,20.8,88.2,82,2214,2834,97,310,88,318,230,25,-15.7,35.4,-9999,728,315,71,38.33,982
"212",70014534,47.4895343664,-122.4733704329,-9999,11,18,4.3,13.7,1181,198,17.8,91,72,2358,2689,126,315,83,321,237,26,-14.9,36,11.3,755,332,71,54.54,1084
"213",70014877,47.489842706,-122.4727122858,-9999,11,18,4.3,13.7,1180,198,17.8,91.1,72,2359,2688,126,315,83,321,237,26,-14.9,36,11.3,755,332,71,54.41,1084
"214",70015042,47.4894727435,-122.4711368233,-9999,11,18,4.3,13.7,1179,198,17.8,91.1,72,2357,2689,126,315,83,321,237,26,-14.9,36,11.3,755,332,71,54.36,1083
"215",70015240,47.48921739,-122.47082916,-9999,11,18,4.3,13.7,1179,198,17.8,91.1,73,2357,2690,126,314,84,321,237,26,-14.9,36,11.3,754,331,71,54.39,1083
"216",70015410,47.4891528473,-122.470806241,-9999,11,18,4.3,13.7,1179,198,17.8,91.1,73,2356,2690,126,314,84,321,237,26,-14.9,36,11.3,754,331,71,54.4,1083
"217",70025028,47.5676333333,-122.0942,-9999,10.6,17.9,3.6,14.2,1164,244,17.7,73.2,84,2274,2804,117,307,92,317,225,31,-15.9,36.2,11.4,757,292,70,52.67,1042
"218",70046682,47.37766452,-122.05853367,-9999,10.3,17.6,3.4,14.2,1281,277,15.9,63.3,90,2188,2894,100,300,100,311,211,37,-16.8,36,11.4,769,266,69,63.69,982
"219",70064801,45.47808,-122.6536633333,-9999,11.8,19.4,4.2,15.2,1105,196,19.7,99.1,68,2632,2489,206,316,83,321,238,23,-15,38.7,12.2,872,419,67,34.38,1297
"220",70100910,48.4617837097,-123.3459513337,-9999,9.9,16.5,4.1,12.4,833,138,23.9,119.7,85,2019,3003,65,313,83,316,233,25,-14.5,34.4,11.4,663,347,74,30.06,841
"221",70115506,48.4458444444,-123.4055333333,-9999,10,16.4,4.2,12.2,868,139,23,117.8,82,2021,2989,63,314,81,317,236,25,-14.2,34.3,11.3,659,339,74,33.99,835
"222",70115701,48.4462944444,-123.406875,-9999,10,16.4,4.2,12.2,870,139,23,117.7,82,2021,2989,63,314,81,317,236,25,-14.2,34.3,11.3,659,339,74,34.12,835
"223",70115719,48.4464472222,-123.4071444444,-9999,10,16.4,4.2,12.2,870,139,23,117.7,82,2021,2989,63,314,81,317,236,25,-14.2,34.3,11.3,659,339,74,34.15,835
"224",70115736,48.4464472222,-123.4070638889,-9999,10,16.4,4.2,12.2,870,139,23,117.7,82,2021,2989,63,314,81,317,236,25,-14.2,34.3,11.3,659,339,74,34.14,835
"225",70133946,45.4824362791,-122.7157948539,-9999,11,18.8,3.5,15.3,1152,201,18.2,93.4,84,2416,2705,155,304,96,315,219,32,-16.5,38.5,12.5,855,402,67,41.87,1156
"226",70145725,49.0138932997,-122.6571849997,-9999,9.5,16.8,2.3,14.5,1426,315,13.6,53.3,120,1957,3186,71,290,99,307,208,64,-18.5,34.7,11.6,669,178,72,89,846
"227",70155662,49.0329014,-122.6865643,-9999,9.6,16.8,2.5,14.4,1368,300,14.3,56.1,116,1989,3143,75,292,97,307,210,58,-18.3,34.7,11.5,673,191,72,82.68,865
"228",70155782,49.0324251997,-122.6867404,-9999,9.6,16.8,2.5,14.4,1368,300,14.3,56.1,116,1989,3143,75,292,97,307,210,58,-18.3,34.7,11.5,673,191,72,82.64,864
"229",70156012,49.0372702,-122.6856743997,-9999,9.6,16.9,2.5,14.4,1372,301,14.3,56,115,1992,3140,75,292,97,307,210,58,-18.3,34.8,11.5,673,191,72,82.92,867
"230",70156131,49.0374951,-122.6855776,-9999,9.6,16.9,2.5,14.4,1372,301,14.3,56,115,1993,3140,75,292,97,307,210,58,-18.3,34.8,11.5,673,191,72,82.95,867
"231",70156277,49.0379219,-122.6863326997,-9999,9.6,16.9,2.5,14.4,1371,301,14.3,56,115,1993,3139,75,292,97,307,210,58,-18.3,34.8,11.5,673,191,72,82.81,867
"232",70156394,49.0356754,-122.684178,-9999,9.6,16.9,2.5,14.4,1374,302,14.3,55.8,116,1990,3142,75,292,97,307,210,58,-18.4,34.8,11.5,673,190,72,83.2,866
"233",70158471,49.035713,-122.6847570997,-9999,9.6,16.9,2.5,14.4,1373,301,14.3,55.9,116,1991,3142,75,292,97,307,210,58,-18.3,34.8,11.5,673,190,72,83.07,866
"234",70173063,46.745,-116.990286,-9999,8.1,18.8,-2.6,21.4,653,189,27.8,99.6,313,1929,3717,132,223,130,278,148,104,-28.2,38.7,14,820,453,61,-8.4,945
"235",70173315,46.745,-116.990286,-9999,8.1,18.8,-2.6,21.4,653,189,27.8,99.6,313,1929,3717,132,223,130,278,148,104,-28.2,38.7,14,820,453,61,-8.4,945
"236",70209008,47.7121569722,-122.3705740278,-9999,10.6,17.5,3.9,13.6,967,192,21.3,91.2,79,2248,2798,103,310,88,318,231,24,-15.6,35.5,11.1,735,324,71,35.53,1006
"237",70261548,49.1637805,-124.045775,-9999,7.4,15.7,0.4,15.3,1724,238,10.1,65.7,224,1485,3898,37,254,121,293,172,230,-21.5,33.6,11.9,599,201,75,128.68,603
"238",70271934,48.4940500651,-121.5473778361,-9999,8.9,17,0.9,16.1,2223,391,8.5,43.5,165,1874,3395,72,265,119,298,179,172,-21.6,35.5,15.4,715,170,69,163.73,823
"239",70272155,48.49388754,-121.5470406321,-9999,8.9,17,0.9,16.1,2222,391,8.5,43.5,165,1875,3393,73,265,119,298,179,172,-21.6,35.5,15.4,715,170,69,163.58,824
"240",70284424,45.8516911744,-122.7428368014,-9999,11.3,18.9,3.7,15.2,1116,214,19.1,88.6,77,2489,2620,169,305,97,314,217,27,-16.2,38.8,12.1,873,398,65,35.52,1199
"241",70287353,48.4594861111,-123.3334388889,-9999,9.9,16.5,4,12.5,823,137,24.2,120.1,85,2015,3009,65,312,83,316,232,25,-14.6,34.4,11.4,663,347,74,29.09,839
"242",70287841,49.1624666667,-124.0346611667,-9999,7.6,15.8,0.6,15.2,1646,233,10.7,68,210,1533,3821,41,258,119,295,175,199,-21.1,33.7,11.9,605,209,74,119.99,631
"243",70346309,48.5862865811,-123.4267072286,-9999,9.9,16.7,3.8,12.9,944,149,21.1,112.2,90,2018,3028,70,309,87,315,228,31,-15.1,34.5,11.4,667,340,74,40.82,853
"244",70346863,48.5852277372,-123.4269705042,-9999,9.9,16.7,3.8,12.9,945,149,21.1,112.1,90,2018,3027,70,309,86,315,228,31,-15.1,34.5,11.4,667,340,74,40.88,854
"245",70347039,48.5850626556,-123.4262385126,-9999,9.9,16.7,3.8,12.9,944,149,21.1,112.2,90,2018,3027,70,309,86,315,228,31,-15.1,34.5,11.4,667,340,74,40.82,854
"246",70347299,48.5847627511,-123.425984541,-9999,9.9,16.7,3.8,12.9,944,149,21.1,112.2,90,2018,3027,70,309,86,315,228,31,-15.1,34.5,11.4,667,340,74,40.81,854
"247",70347495,48.5847854661,-123.4260540269,-9999,9.9,16.7,3.8,12.9,944,149,21.1,112.2,90,2018,3027,70,309,86,315,228,31,-15.1,34.5,11.4,667,340,74,40.82,854
"248",70347646,48.582434,-123.426837,-9999,9.9,16.7,3.8,12.9,946,149,21,112.1,89,2019,3025,70,309,86,315,229,31,-15,34.5,11.3,667,340,74,40.98,854
"249",70378160,47.866675,-121.671395,-9999,9.7,17.2,2.3,14.9,2087,446,9.4,38.5,118,2034,3116,84,286,110,306,196,93,-18.6,35.8,12.3,747,153,69,146.88,903
"250",70378415,47.8735783333,-121.65162,-9999,8.6,16.2,1.3,14.9,2647,516,7,31.5,155,1768,3454,53,268,123,299,176,186,-20.5,34.7,12.5,707,112,69,207.67,736
"251",70380081,45.4903102778,-122.7481347222,-9999,11.1,18.8,3.6,15.1,1143,199,18.5,94.3,81,2436,2677,158,304,96,315,218,31,-16.3,38.6,12.7,865,411,66,39.59,1166
"252",70453730,47.64144254,-117.4659364,-9999,9,20.9,-2.7,23.7,435,131,43.6,160.1,315,2227,3531,247,228,123,281,157,70,-27.9,39.2,13.1,847,582,61,-35.51,1190
"253",70475459,47.2888498,-122.27639101,-9999,10.7,17.9,3.9,14,1057,213,19.6,83.8,80,2290,2775,116,307,93,316,223,27,-15.9,36.1,11.4,772,331,69,40.63,1046
"254",70478984,49.3264007567,-122.9494476317,-9999,9.4,17.2,2.2,15,2025,426,9.6,40.5,126,1976,3198,83,294,93,311,218,99,-18.1,34.5,11.8,630,91,75,151.92,876
"255",70523478,47.4661026944,-122.1446225833,-9999,10.5,17.7,3.6,14.1,1161,241,17.7,73.5,85,2231,2842,107,304,95,315,219,32,-16.2,35.9,11.1,762,297,69,52.22,1009
"256",70528957,45.8532296727,-122.742680479,-9999,11.3,18.9,3.7,15.2,1116,214,19.1,88.5,77,2489,2620,169,305,97,314,217,27,-16.2,38.8,12.1,873,398,65,35.55,1199
"257",70569043,45.8622805453,-122.7444118239,-9999,11.3,19,3.7,15.2,1109,213,19.2,89.2,77,2497,2614,171,305,97,314,217,27,-16.2,38.8,12.1,874,400,65,34.65,1204
"258",70573673,45.861050209,-122.7463806898,-9999,11.3,19,3.8,15.2,1102,211,19.4,89.7,77,2502,2609,172,306,97,314,218,26,-16.1,38.8,12.1,875,402,65,33.86,1208
"259",70594617,46.9788383333,-122.3696216667,-9999,10,17.3,3.2,14.1,1095,229,18.3,75.3,97,2088,3004,88,290,110,305,196,37,-17.7,36.2,11.5,778,319,67,45.15,922
"260",70594726,46.977305,-122.3704083333,-9999,10,17.3,3.2,14.1,1094,229,18.3,75.4,97,2089,3003,88,290,110,305,196,37,-17.7,36.2,11.5,779,319,67,45,923
"261",70594778,46.9773216667,-122.3704533333,-9999,10,17.3,3.2,14.1,1094,229,18.3,75.4,97,2089,3003,88,290,110,305,196,37,-17.7,36.2,11.5,779,319,67,45,923
"262",70594904,46.9776533333,-122.370255,-9999,10,17.3,3.2,14.1,1094,229,18.3,75.4,97,2089,3003,88,290,110,305,196,37,-17.7,36.2,11.5,779,319,67,45.03,923
"263",70595016,46.914405,-122.2751216667,-9999,10,17.7,2.9,14.7,1034,240,19.4,73.6,103,2126,3002,102,285,115,303,189,36,-18.2,36.9,11.8,810,337,66,34.85,963
"264",70642957,49.3077201842,-123.0621871947,-9999,10,17.6,2.9,14.8,1566,330,12.8,53.4,106,2126,3006,104,305,84,316,232,58,-16.8,34.7,11.8,638,144,76,104.82,963
"265",70691696,49.309703756,-123.0392146111,-9999,9.9,17.6,2.8,14.8,1627,344,12.3,51.2,109,2105,3035,101,303,85,315,229,63,-17,34.7,11.6,638,135,75,110.91,951
"266",70820202,45.8489773315,-122.7544119642,-9999,11.4,19,3.8,15.2,1091,210,19.6,90.7,76,2511,2601,174,306,96,315,218,26,-16,38.9,12,876,404,65,32.72,1214
"267",70832153,48.4939340004,-123.3704023944,-9999,9.9,16.6,4,12.6,875,141,22.8,117.9,86,2025,3004,68,312,84,316,232,27,-14.6,34.5,11.3,666,347,74,33.95,849
"268",70855690,47.680208,-122.256595,-9999,11,18,4.3,13.7,943,189,22.3,95,72,2364,2679,125,317,81,322,242,20,-14.6,35.9,11.5,744,336,71,31.57,1085
"269",70856332,47.680208,-122.256595,-9999,11,18,4.3,13.7,943,189,22.3,95,72,2364,2679,125,317,81,322,242,20,-14.6,35.9,11.5,744,336,71,31.57,1085
"270",70858087,47.67082,-122.307245,-9999,10.8,17.7,4.1,13.7,951,190,21.9,93.4,75,2304,2740,113,314,84,320,236,22,-15.1,35.7,11.6,739,330,71,33.12,1043
"271",71137792,49.0173482,-122.6633489,-9999,9.5,16.8,2.3,14.5,1421,313,13.7,53.6,120,1960,3183,72,290,99,307,208,63,-18.5,34.7,11.6,669,179,72,88.48,848
"272",71158602,49.3108290444,-123.0735740438,-9999,10,17.6,2.9,14.7,1563,328,12.8,53.7,106,2126,3005,103,305,83,316,232,58,-16.8,34.7,11.4,637,145,76,104.57,962
"273",71162633,47.0315861667,-122.8867833333,-9999,10.4,17.7,3.5,14.2,1267,212,16.1,83.5,89,2204,2884,107,293,110,307,197,39,-16.9,37,11.6,813,362,66,58.23,1000
"274",71167547,46.9485358336,-122.8650806566,-9999,10.2,17.5,3.4,14.1,1253,206,16.1,84.9,92,2152,2934,97,290,112,305,193,41,-17.2,36.8,11.6,807,363,66,57.78,962
"275",71169344,46.9478133333,-122.8671633333,-9999,10.2,17.5,3.4,14.1,1253,207,16.1,84.9,92,2152,2934,97,290,112,305,193,41,-17.2,36.8,11.6,808,363,66,57.82,962
"276",71178383,49.5010216667,-123.82978,-9999,8.7,16.4,1.7,14.7,1395,288,13.4,56.9,149,1769,3443,57,282,104,304,200,89,-18.6,33.8,11.3,611,166,75,92.27,746
"277",71182969,49.5017583333,-123.830375,-9999,8.7,16.4,1.7,14.7,1401,290,13.3,56.6,150,1765,3449,57,282,104,303,199,91,-18.7,33.8,11.3,611,165,75,92.93,744
"278",71183091,49.5021466667,-123.8318633333,-9999,8.6,16.4,1.6,14.7,1410,291,13.2,56.2,151,1758,3459,56,281,104,303,199,93,-18.7,33.7,11.4,611,163,75,93.84,740
"279",71185996,48.4927015496,-123.3687003313,-9999,10,16.6,4,12.6,872,141,22.9,118,85,2025,3003,68,312,84,316,232,26,-14.6,34.5,11.3,666,347,74,33.7,849
