OID_,field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
70,483,75288018,45.367869444000000,-122.577799999999996,.,231.103302000000014,0.001968315600000,-0.000079240500000,2.317558527000000,46.000000000000000,61635.0000000,,61635,,3,Amity silt loam,,2.0000000,2.0000000,,31,31,None,None,3,5.0100002,10.0200005,19.6299992,29.1900005,Somewhat poorly drained,Somewhat poorly drained,C/D,2,85,2,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.9980000,Slight,5,1.0000000,61635,,,3,,Dayton,Series,No ,,,0.0000000,1.0000000,2.0000000,,,,,3,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,4,w,,4,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61635,20855610
71,484,75288248,45.370975000000001,-122.578036109999999,.,214.036682130000003,-0.001765345100000,-0.000507614500000,5.016205787700000,43.000000000000000,61635.0000000,,61635,,3,Amity silt loam,,2.0000000,2.0000000,,31,31,None,None,3,5.0100002,10.0200005,19.6299992,29.1900005,Somewhat poorly drained,Somewhat poorly drained,C/D,2,85,2,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.9980000,Slight,5,1.0000000,61635,,,3,,Dayton,Series,No ,,,0.0000000,1.0000000,2.0000000,,,,,3,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,4,w,,4,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61635,20855610
72,485,75288741,45.370975000000001,-122.578036109999999,.,214.036682130000003,-0.001765345100000,-0.000507614500000,5.016205787700000,43.000000000000000,61635.0000000,,61635,,3,Amity silt loam,,2.0000000,2.0000000,,31,31,None,None,3,5.0100002,10.0200005,19.6299992,29.1900005,Somewhat poorly drained,Somewhat poorly drained,C/D,2,85,2,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.9980000,Slight,5,1.0000000,61635,,,3,,Dayton,Series,No ,,,0.0000000,1.0000000,2.0000000,,,,,3,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,4,w,,4,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61635,20855610
73,486,75289130,45.367258333000002,-122.582391670000007,.,42.902309418000002,0.000173666200000,0.000244826700000,2.011334419300000,42.000000000000000,61750.0000000,,61750,,91A,"Woodburn silt loam, 0 to 3 percent slopes",,2.0000000,2.0000000,,64,81,None,None,2,5.0100002,10.0200005,19.6399994,29.2000008,Moderately well drained,Moderately well drained,C,2,85,2,85,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.1010000,Slight,6,1.0000000,61750,,,1,,Aquolls,Taxon above family,No ,,,,,,,,,,,,,,,,Wooded under natural conditions,Yes,,,,,,,,flood plains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquolls,Mollisols,Aquolls,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61750,20855846
74,490,75349356,45.365802778000003,-122.581063889999996,.,128.293838499999993,0.000289552900000,0.000235675100000,1.750580549200000,44.000000000000000,61751.0000000,,61751,,91B,"Woodburn silt loam, 3 to 8 percent slopes",,4.0000000,3.9000001,,64,81,None,None,1,5.0000000,10.0100002,19.7900009,29.5300007,Moderately well drained,Moderately well drained,C,2,90,2,90,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0790000,Moderate,4,1.0000000,61751,,,2,,Huberly,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,4,48,6,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,61.0000000,76.0000000,,,,swales on terraces,0.3000000,0.3000000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Typic Fragiaquepts",Inceptisols,Aquepts,Fragiaquepts,Typic Fragiaquepts,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61751,20855850
75,492,75366277,45.384447221999999,-122.419597220000000,.,36.706035614000001,0.000493509300000,-0.000301087600000,3.147399902300000,56.000000000000000,61599.0000000,,61599,,12A,"Canderly sandy loam, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,3.0000000,6.0000000,12.0000000,16.0200005,Somewhat excessively drained,Somewhat excessively drained,A,2,90,2,90,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0030000,Slight,0,0.4500000,61599,,,90,,Canderly,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,5,86,3,,,,,No,Somewhat excessively drained,37.0000000,57.0000000,76.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,2,s,,2,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,A,Low,High,"Coarse-loamy, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61599,20855637
76,493,75400898,45.545758333000002,-122.566180560000006,.,259.226806640000007,-0.001834229400000,0.001143268100000,3.683704614600000,177.000000000000000,61792.0000000,,61792,,25D,"Latourell loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,,,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,Well drained,Well drained,B,4,90,4,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.9200000,Severe,0,1.0000000,61792,,,90,,Latourell,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,15.0000000,69.0000000,122.0000000,248,315,23,terraces,0.2300000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,4,e,,4,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61792,20854448
77,494,75402641,45.383958333000002,-122.419755559999999,.,49.288459777999996,0.000324141200000,-0.000605480300000,3.384271383300000,58.000000000000000,61599.0000000,,61599,,12A,"Canderly sandy loam, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,3.0000000,6.0000000,12.0000000,16.0200005,Somewhat excessively drained,Somewhat excessively drained,A,2,90,2,90,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0030000,Slight,0,0.4500000,61599,,,90,,Canderly,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,5,86,3,,,,,No,Somewhat excessively drained,37.0000000,57.0000000,76.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,2,s,,2,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,A,Low,High,"Coarse-loamy, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61599,20855637
78,498,75511114,45.649286111000002,-122.762083329999996,.,132.385360719999994,0.011176527500000,0.033275857600000,15.583942413000001,45.000000000000000,61809.0000000,,61809,,33A,"Pilchuck-Urban land complex, 0 to 3 percent slopes",,2.0000000,1.9000000,,,,Rare,Rare,10,2.4800000,4.8899999,9.5900002,14.1199999,Somewhat excessively drained,Somewhat excessively drained,A,,92,4,50,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Good,Good,Very limited,1.0000000,Slight,15,1.0000000,61809,,,5,,Moag,Series,No ,,,0.0000000,1.0000000,1.0000000,,,,,5,38,7,,,,Wooded under natural conditions,Yes,Very poorly drained,0.0000000,3.0000000,6.0000000,,,,flood plains,0.3000000,0.3000000,0.3700000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, mixed, nonacid, mesic Typic Fluvaquents",Entisols,Aquents,Fluvaquents,Typic Fluvaquents,fine,,,nonacid,mesic,,mesic,,,,,,,,N/A,N/A,,,,,61809,20854478
79,499,75512119,45.648308333000003,-122.763599999999997,.,167.120941160000001,-0.001560513400000,-0.001722361300000,3.401604175600000,14.000000000000000,61809.0000000,,61809,,33A,"Pilchuck-Urban land complex, 0 to 3 percent slopes",,2.0000000,1.9000000,,,,Rare,Rare,10,2.4800000,4.8899999,9.5900002,14.1199999,Somewhat excessively drained,Somewhat excessively drained,A,,92,4,50,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Good,Good,Very limited,1.0000000,Slight,15,1.0000000,61809,,,5,,Moag,Series,No ,,,0.0000000,1.0000000,1.0000000,,,,,5,38,7,,,,Wooded under natural conditions,Yes,Very poorly drained,0.0000000,3.0000000,6.0000000,,,,flood plains,0.3000000,0.3000000,0.3700000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, mixed, nonacid, mesic Typic Fluvaquents",Entisols,Aquents,Fluvaquents,Typic Fluvaquents,fine,,,nonacid,mesic,,mesic,,,,,,,,N/A,N/A,,,,,61809,20854478
80,502,75565908,45.471409176999998,-122.721484020000005,.,180.429916380000009,-0.001225056900000,-0.000742842900000,2.363147974000000,118.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
81,504,75567911,45.471255044999999,-122.722016159999995,.,134.628295900000012,0.002961978100000,0.001221798200000,4.034543037400000,119.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
82,505,75568638,45.471525178999997,-122.722528490000002,.,142.670944209999988,-0.000918487100000,-0.000582127000000,5.579709529900000,114.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
83,506,75569027,45.471581053000001,-122.720990729999997,.,167.695220949999992,-0.000870115200000,0.002646038100000,5.095205307000000,121.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
84,507,75569298,45.471443798000003,-122.722758690000006,.,119.787483219999999,-0.001310433700000,-0.001431660800000,4.228206157700000,112.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
85,508,75569485,45.471543115999999,-122.721477870000001,.,163.474197390000000,0.000909767700000,0.001854223900000,3.588134050400000,120.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
86,509,75569831,45.471500241999998,-122.721691770000007,.,94.335533142000003,0.000837156300000,0.001027288700000,1.824284315100000,119.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
87,510,75570154,45.471194427999997,-122.722090080000001,.,148.446533200000005,0.000859426600000,-0.001375381400000,5.068445205700000,117.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
88,511,75570844,45.471801739000000,-122.721007389999997,.,167.695220949999992,-0.000870115200000,0.002646038100000,5.095205307000000,121.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
89,513,75571653,45.470969123000003,-122.721908110000001,.,118.112518309999999,0.000440027700000,0.001301627000000,3.954662323000000,120.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
90,514,75571770,45.471350205999997,-122.722850660000006,.,119.787483219999999,-0.001310433700000,-0.001431660800000,4.228206157700000,112.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
