OID_,Field1,ID2,lat,long,el,RASTERVALU,VAT_Mapuni,VAT_Mapu_1,muaggatt_O,muaggatt_m,muaggatt_1,muaggatt_2,muaggatt_s,muaggatt_3,muaggatt_b,muaggatt_w,muaggatt_4,muaggatt_f,muaggatt_5,muaggatt_p,muaggatt_a,muaggatt_6,muaggatt_7,muaggatt_8,muaggatt_d,muaggatt_9,muaggatt_h,muaggatt_i,muaggat_10,muaggatt_n,muaggat_11,muaggatt_e,muaggat_12,muaggat_13,muaggat_14,muaggat_15,muaggat_16,muaggat_17,muaggat_18,muaggat_19,muaggat_20,muaggat_21,muaggat_22,muaggatt_u,muaggat_23,muaggat_24,muaggat_25,muaggat_26,muaggat_27,component_,component1,componen_1,componen_2,componen_3,componen_4,componen_5,componen_6,componen_7,componen_8,componen_9,compone_10,compone_11,compone_12,compone_13,compone_14,compone_15,compone_16,compone_17,compone_18,compone_19,compone_20,compone_21,compone_22,compone_23,compone_24,compone_25,compone_26,compone_27,compone_28,compone_29,compone_30,compone_31,compone_32,compone_33,compone_34,compone_35,compone_36,compone_37,compone_38,compone_39,compone_40,compone_41,compone_42,compone_43,compone_44,compone_45,compone_46,compone_47,compone_48,compone_49,compone_50,compone_51,compone_52,compone_53,compone_54,compone_55,compone_56,compone_57,compone_58,compone_59,compone_60,compone_61,compone_62,compone_63,compone_64,compone_65,compone_66,compone_67,compone_68,compone_69,compone_70,compone_71,compone_72,compone_73,compone_74,compone_75,compone_76,compone_77,compone_78,compone_79,compone_80,compone_81,compone_82,compone_83,compone_84,compone_85,compone_86,compone_87,compone_88,compone_89,compone_90,compone_91,compone_92,compone_93,compone_94,compone_95,compone_96,compone_97,compone_98,compone_99,compon_100,compon_101,compon_102,compon_103,compon_104,compon_105,compon_106,compon_107,compon_108
85,515,75569831,45.471500242200001,-122.721691774000007,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
86,517,75570154,45.471194428399997,-122.722090081999994,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
87,518,75570844,45.471801739199996,-122.721007392000004,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
88,520,75571653,45.470969123099998,-122.721908114000001,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
89,521,75571770,45.471350206099999,-122.722850656000006,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
90,522,75572036,45.471231099299999,-122.721967622999998,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
91,523,75584154,45.471313476600002,-122.721915738999996,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
92,524,75586671,45.471246860000001,-122.721884480000000,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
93,525,75599170,45.590927777799998,-122.754555556000000,.,61842.0000000,384422.000000000000000,61842,3122,51A,"Urban land-Latourell complex, 0 to 3 percent slopes",-9999,2.0000000,2.0000000,-9999,-9999,-9999,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,-9999,Well drained,-9999,-9999,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0160000,Not rated,0,0.1070000,61842,8726,-9999,40,-9999,Latourell,Series,Yes,-9999,-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Well drained,15.0000000,69.0000000,122.0000000,-9999,-9999,-9999,terraces,0.2300000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,1,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61842,20854314
94,526,75674889,45.517060999999998,-122.704893999999996,.,61773.0000000,35153.000000000000000,61773,3053,17C,"Goble silt loam, 3 to 15 percent slopes",-9999,9.0000000,9.0000000,-9999,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,-9999,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,8588,-9999,85,-9999,Goble,Series,Yes,-9999,-9999,3.0000000,9.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,-9999,-9999,-9999,120,143,165,6,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61773,20854362
95,527,75868865,45.520961589999999,-122.702003320000003,.,61776.8984375,23152.000000000000000,61777,3057,18D,"Goble-Urban land complex, 15 to 30 percent slopes",-9999,23.0000000,23.0000000,-9999,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,-9999,90,6,50,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Somewhat limited,0.9200000,Severe,0,1.0000000,61777,8593,-9999,50,-9999,Goble,Series,Yes,-9999,-9999,15.0000000,23.0000000,30.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,275.0000000,488.0000000,338,45,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,-9999,-9999,-9999,120,143,165,6,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61777,20854367
96,528,75872644,45.521019268800003,-122.701777043000007,.,61776.0000000,17728.000000000000000,61776,3056,18C,"Goble-Urban land complex, 3 to 15 percent slopes",-9999,9.0000000,9.0000000,-9999,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,-9999,90,6,50,Very limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Not limited,0.0000000,Severe,0,1.0000000,61776,8591,-9999,50,-9999,Goble,Series,Yes,-9999,-9999,3.0000000,9.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,275.0000000,488.0000000,293,45,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,-9999,-9999,-9999,120,143,165,6,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61776,20854365
97,529,75874917,45.521103580000002,-122.701482490000004,.,61776.0000000,17728.000000000000000,61776,3056,18C,"Goble-Urban land complex, 3 to 15 percent slopes",-9999,9.0000000,9.0000000,-9999,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,-9999,90,6,50,Very limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Not limited,0.0000000,Severe,0,1.0000000,61776,8591,-9999,50,-9999,Goble,Series,Yes,-9999,-9999,3.0000000,9.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,275.0000000,488.0000000,293,45,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,-9999,-9999,-9999,120,143,165,6,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61776,20854365
98,531,75983648,45.572635405699998,-122.611750290000003,.,61833.0000000,311811.000000000000000,61833,3113,45,"Sauvie silt loam, protected",-9999,1.0000000,1.0000000,-9999,-9999,-9999,Rare,Rare,5,5.0000000,10.0000000,19.9599991,28.0400009,Poorly drained,Poorly drained,C,2,90,2,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0830000,Slight,95,0.3330000,61833,8703,-9999,3,-9999,Moag,Series,No,-9999,-9999,0.0000000,1.0000000,1.0000000,-9999,-9999,-9999,-9999,5,38,7,-9999,-9999,-9999,Wooded under natural conditions,Yes,Very poorly drained,0.0000000,3.0000000,6.0000000,-9999,-9999,-9999,flood plains,0.3000000,0.3000000,0.3700000,11.0000000,12.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,3,w,-9999,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,D,Moderate,Moderate,"Fine, mixed, nonacid, mesic Typic Fluvaquents",Entisols,Aquents,Fluvaquents,Typic Fluvaquents,fine,-9999,-9999,nonacid,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61833,20854294
99,532,76047406,45.296525000000003,-122.361083332999996,.,61683.3984375,17684.000000000000000,61683,3470,55,Malabon silty clay loam,-9999,2.0000000,2.0000000,-9999,-9999,-9999,None,None,5,4.7399998,9.4399996,18.8299999,28.2500000,Well drained,Well drained,C,1,85,1,85,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0860000,Slight,5,0.3350000,61683,9203,-9999,5,-9999,Conser,Series,No,-9999,-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,5,38,7,-9999,-9999,-9999,Wooded under natural conditions,Yes,Poorly drained,46.0000000,99.0000000,152.0000000,-9999,-9999,-9999,terraces,0.0900000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1524,-9999,-9999,-9999,165,188,210,3,w,-9999,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61683,20855755
100,533,76049215,45.296525000000003,-122.361083332999996,.,61683.3984375,17684.000000000000000,61683,3470,55,Malabon silty clay loam,-9999,2.0000000,2.0000000,-9999,-9999,-9999,None,None,5,4.7399998,9.4399996,18.8299999,28.2500000,Well drained,Well drained,C,1,85,1,85,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0860000,Slight,5,0.3350000,61683,9203,-9999,5,-9999,Conser,Series,No,-9999,-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,5,38,7,-9999,-9999,-9999,Wooded under natural conditions,Yes,Poorly drained,46.0000000,99.0000000,152.0000000,-9999,-9999,-9999,terraces,0.0900000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1524,-9999,-9999,-9999,165,188,210,3,w,-9999,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61683,20855755
101,534,76051057,45.295683333299998,-122.364366666999999,.,61614.0000000,228890.000000000000000,61614,3401,19,Cloquato silt loam,-9999,2.0000000,2.0000000,-9999,-9999,-9999,Occasional,Occasional,2,5.2300000,10.3299999,20.2900009,27.7199993,Well drained,Well drained,B,-9999,86,2,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.0440000,Slight,3,0.6090000,61614,9085,-9999,1,-9999,Aquolls,Taxon above family,No,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Wooded under natural conditions,Yes,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,flood plains,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Aquolls,Mollisols,Aquolls,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61614,20855658
102,535,76051796,45.295133333300001,-122.364036111000004,.,61614.0000000,228890.000000000000000,61614,3401,19,Cloquato silt loam,-9999,2.0000000,2.0000000,-9999,-9999,-9999,Occasional,Occasional,2,5.2300000,10.3299999,20.2900009,27.7199993,Well drained,Well drained,B,-9999,86,2,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.0440000,Slight,3,0.6090000,61614,9085,-9999,1,-9999,Aquolls,Taxon above family,No,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Wooded under natural conditions,Yes,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,flood plains,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Aquolls,Mollisols,Aquolls,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61614,20855658
