OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
308,1172,96720884,45.761233834599999,-123.957856781800004,.,67123.0000000,67123.0000000,,67123,,31E,"Tolovana-Templeton medial silt loams, 30 to 60 percent slopes",,45.0000000,45.0000000,150,,,None,None,0,9.5200005,18.3999996,28.7099991,38.5000000,Well drained,Well drained,C,,75,6,75,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,67123,,,25,,Templeton,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,48,6,,Tree cover,Conifers,,No,Well drained,15.1999998,282.0000000,548.5999756,180,0,180,"mountains, mountain slopes, hillslopes",0.0900000,0.0900000,0.2300000,7.8000002,9.3999996,11.1000004,2032,2413,2794,,,,120,165,210,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,High,High,"Fine-silty, isotic, isomesic Andic Dystrudepts",Inceptisols,Udepts,Dystrudepts,Andic Dystrudepts,fine-silty,not used,not used,not used,isomesic,Typic,isomesic,ninth edition,,,,,,,N/A,N/A,,,,,67123,20855043
309,1173,96739254,45.318217909600001,-123.922551870299998,.,67247.9921875,67247.9921875,,67248,,81B,"Quillamook complex, 0 to 7 percent slopes",,3.0000000,3.0000000,,,,None,None,2,9.8699999,19.7299995,35.0000000,42.3100014,Well drained,Well drained,B,3,85,2,85,Not limited,Not limited,Not limited,Very limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Not limited,0.0230000,Moderate,2,0.7640000,67248,,,25,,Quillamook,Series,Yes,,,0.0000000,3.0000000,7.0000000,,,,,5,48,6,,,,,No,Well drained,6.0000000,15.0000000,61.0000000,,,,"river valleys, stream terraces",0.0200000,0.0900000,0.2300000,9.3999996,10.0000000,11.1000004,2032,2286,2540,,,,160,210,260,2,e,,3,e,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,High,High,"Medial, ferrihydritic, isomesic Pachic Melanudands",Andisols,Udands,Melanudands,Pachic Melanudands,medial,not used,not used,not used,isomesic,Typic,isomesic,ninth edition,,,,,,,N/A,N/A,,,,,67248,20855070
310,1174,96798237,46.189828183700001,-123.811807483400003,.,60930.0000000,60930.0000000,,60930,,71C,"Walluski medial silt loam, 7 to 15 percent slopes",,11.0000000,10.6000004,,69,69,None,None,5,8.0400000,13.7200003,23.6299992,33.6300011,Moderately well drained,Moderately well drained,C,4,85,3,85,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Very limited,1.0000000,Severe,5,0.9570000,60930,,,85,,Walluski,Series,Yes,,,7.0000000,11.0000000,15.0000000,,,,,5,48,6,,,,,No,Moderately well drained,6.0999999,48.7999992,91.4000015,248,293,338,"river valleys, stream terraces",0.1600000,0.1600000,0.2300000,9.3999996,10.0000000,11.1000004,2032,2286,2540,,,,160,210,260,3,e,,4,e,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,Moderate,High,"Fine-silty, isotic, isomesic Andic Oxyaquic Dystrudepts",Inceptisols,Udepts,Dystrudepts,Andic Oxyaquic Dystrudepts,fine-silty,not used,not used,not used,isomesic,Oxyaquic,isomesic,tenth edition,,,,,,,N/A,N/A,,,,,60930,20853539
311,1175,96805109,46.104173452399998,-123.205124996600006,.,61025.0000000,61025.0000000,,61025,,7D,"Braun-Scaponia silt loams, 5 to 30 percent slopes",,18.0000000,18.0000000,81,,,None,None,0,5.8299999,9.7299995,15.0799999,15.7600002,Well drained,Well drained,C,,80,6,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.4880000,Severe,0,1.0000000,61025,,,50,,Braun,Series,Yes,,,5.0000000,18.0000000,30.0000000,,,,,3,56,5,,,,,No,Well drained,152.0000000,381.0000000,610.0000000,180,0,180,mountains,0.3000000,0.3000000,0.3700000,7.0000000,9.0000000,11.0000000,1524,1778,2032,,,,100,140,180,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,Moderate,Low,"Fine-loamy, mixed, mesic Dystric Eutrochrepts",Inceptisols,Ochrepts,Eutrochrepts,Dystric Eutrochrepts,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61025,20853824
312,1179,96948017,45.468525000000000,-122.634720000000002,.,61844.0000000,61844.0000000,,61844,,51C,"Urban land-Latourell complex, 8 to 15 percent slopes",,12.0000000,12.0000000,,,,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,,Well drained,,,42,8,42,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0160000,Not rated,0,0.6330000,61844,,,42,,Urban land,Miscellaneous area,Yes,,,8.0000000,12.0000000,15.0000000,,,,,,,,,,,,No,,15.0000000,69.0000000,122.0000000,,,,,,,,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61844,20854318
313,1181,97041514,45.479836666700002,-122.621566666700005,.,61842.0000000,61842.0000000,,61842,,51A,"Urban land-Latourell complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0160000,Not rated,0,0.1070000,61842,,,40,,Latourell,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,4,56,5,,,,,No,Well drained,15.0000000,69.0000000,122.0000000,,,,terraces,0.2300000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,1,,,1,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61842,20854314
314,1183,97046350,45.465380000000003,-122.591324999999998,.,61846.0000000,61846.0000000,,61846,,52A,"Urban land-Multnomah complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0240000,Not rated,0,1.0000000,61846,,,40,,Multnomah,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,3,56,5,,,,,No,Well drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61846,20854322
315,1185,97048927,45.536949999999997,-122.644700000000000,.,61842.0000000,61842.0000000,,61842,,51A,"Urban land-Latourell complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0160000,Not rated,0,0.1070000,61842,,,40,,Latourell,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,4,56,5,,,,,No,Well drained,15.0000000,69.0000000,122.0000000,,,,terraces,0.2300000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,1,,,1,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61842,20854314
316,1190,97217789,45.504219999999997,-122.641533333300004,.,61843.0000000,61843.0000000,,61843,,51B,"Urban land-Latourell complex, 3 to 8 percent slopes",,6.0000000,6.0000000,,,,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0160000,Not rated,0,0.1070000,61843,,,40,,Latourell,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Well drained,15.0000000,69.0000000,122.0000000,,,,terraces,0.2300000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,2,e,,2,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61843,20854316
317,1191,97493630,45.501838333300000,-122.680000000000007,.,61851.0000000,61851.0000000,,61851,,53C,"Urban land-Quafeno complex, 8 to 15 percent slopes",,12.0000000,11.8000002,165,76,76,None,None,0,4.2900000,8.5699997,17.0599995,25.0599995,,Moderately well drained,,,52,8,50,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0710000,Not rated,2,0.8630000,61851,,,2,,Sauvie,Series,No ,,,0.0000000,1.0000000,2.0000000,,,,,5,48,6,,,,,Yes,Poorly drained,3.0000000,5.0000000,6.0000000,,,,flood plains,0.2300000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,61851,20854341
318,1192,97563005,45.513927320800001,-122.718245448000005,.,61773.0000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
319,1193,97563486,45.516085692200001,-122.718795800799995,.,61775.0000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
