OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
211,494,75328214,48.541146221900000,-122.172150649100004,.,,74748.0000000,,74748,,119,"Sehome loam, 0 to 8 percent slopes",,4.0000000,4.0000000,,66,66,None,None,0,7.5000000,13.8000002,18.0000000,18.0000000,Moderately well drained,Moderately well drained,C,,100,3,100,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0040000,Moderate,0,1.0000000,74748,,,100,,Sehome,Series,Yes,,,0.0000000,4.0000000,8.0000000,,,,,3,134,2,,,,,No,Moderately well drained,61.0000000,198.0000000,335.0000000,180,0,180,"hills, hillslopes, mountain slopes, mountains",,0.3000000,,9.0000000,9.0000000,9.0000000,1016,1270,1524,,,,160,160,160,3,w,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,,,,C,Moderate,High,"Medial, mixed, mesic Typic Vitrixerands",Andisols,Xerands,Vitrixerands,Typic Vitrixerands,medial,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74748,21076919
212,506,75518626,47.465790472199998,-122.132976694400000,.,,1389478.5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,507,75560764,47.313276313300001,-122.186429379700002,.,,1389406.0000000,,1389406,,AgB,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",,2.0000000,1.9000000,,65,,None,None,10,2.9500000,5.3000002,8.4499998,8.8599997,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.1010000,Slight,10,1.0000000,1389406,,,85,,Alderwood,Series,Yes,,,0.0000000,2.0000000,8.0000000,30,91,91,,3,56,5,,,,,No,Moderately well drained,15.0000000,180.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389406,20797133
214,509,75566490,47.312058513099998,-122.176263732899997,.,,1389423.0000000,,1389423,,EvC,"Everett very gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,10.0000000,,,,,,0,2.9000001,4.7100000,6.8000002,8.3000002,Somewhat excessively drained,Somewhat excessively drained,A,,100,4,80,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0930000,Moderate,0,1.0000000,1389423,,,80,,Everett,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,48,6,,,,,No,Somewhat excessively drained,10.0000000,125.0000000,275.0000000,180,0,180,"eskers, kames, moraines, outwash plains",,0.2300000,,9.0000000,10.0000000,11.0000000,900,1050,2300,,,,180,220,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,High,Moderate,"Sandy-skeletal, isotic, mesic Humic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Humic Dystroxerepts,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,1389423,20797151
215,539,76164481,47.210583333300001,-122.534346666700003,.,,74671.0000000,,74671,,1C,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,74671,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74671,21076518
216,540,76168739,47.070883333300003,-122.976320000000001,.,,2454731.0000000,,2454731,,39,"Giles silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,,,None,None,0,7.5000000,13.7500000,26.2500000,36.7900009,Well drained,Well drained,B,,90,3,85,Somewhat limited,Somewhat limited,Not rated,Not rated,Somewhat limited,Not rated,Not rated,Very limited,Very limited,Somewhat limited,Poor,Not rated,Very limited,1.0000000,Severe,0,0.1070000,2454731,,,85,,Giles,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,5,56,5,,,,,No,Well drained,50.0000000,275.0000000,500.0000000,180,0,180,terraces,,0.2300000,,10.0000000,10.0000000,10.0000000,889,1207,1524,,,,170,185,200,3,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Medial, mesic Typic Vitrixerands",Andisols,Xerands,Vitrixerands,Typic Vitrixerands,medial,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,2454731,21078241
217,545,76308690,47.563014162199998,-122.351443765400006,.,,3064830.0000000,,3064830,,988,"Urban land, 0 to 5 percent slopes",,3.0000000,3.2000000,,,,,,0,1.9299999,3.6800001,5.4000001,5.4000001,,,,,100,8,90,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0290000,Not rated,0,1.0000000,3064830,,,5,,Alderwood,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,3,56,5,,,,,No,Moderately well drained,5.0000000,120.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.4400000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064830,21113650
218,569,76734896,47.501429999999999,-122.459145000000007,.,,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
219,572,76774849,47.593249999999998,-122.184363333299999,.,,1389455.0000000,,1389455,,Sk,Seattle muck,,1.0000000,1.0000000,,0,0,None,None,97,11.2500000,20.9599991,39.9599991,58.9599991,Very poorly drained,Very poorly drained,B/D,,100,5,100,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Slight,100,1.0000000,1389455,,,75,,Seattle,Series,Yes,,,0.0000000,1.0000000,1.0000000,,,,,2,0,8,,,,,Yes,Very poorly drained,0.0000000,153.0000000,305.0000000,180,0,180,depressions,,0.0200000,,9.0000000,10.0000000,11.0000000,635,953,1270,,,,150,200,250,5,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,38,75,0,75,150,B/D,High,High,"Euic, mesic Hemic Haplosaprists",Histosols,Saprists,Haplosaprists,Hemic Haplosaprists,not used,,,euic,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1389455,20797359
220,573,76776436,47.533128333299999,-122.127961166700004,.,,1389413.6250000,,1389414,,BeD,"Beausite gravelly sandy loam, 15 to 30 percent slopes",,23.0000000,23.0000000,96,,,None,None,5,2.6500001,5.1100001,8.7900000,8.7900000,Well drained,Well drained,C,,100,4,95,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.9200000,Severe,5,1.0000000,1389414,,,95,,Beausite,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,2,86,4,,,,,No,Well drained,0.0000000,229.0000000,457.0000000,203,315,68,foothills,,0.2300000,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,160,190,220,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,Moderate,Moderate,"Loamy-skeletal, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,loamy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1389414,20797261
221,574,76833856,47.526795000000000,-122.125633333300001,.,,1389414.0000000,,1389414,,BeD,"Beausite gravelly sandy loam, 15 to 30 percent slopes",,23.0000000,23.0000000,96,,,None,None,5,2.6500001,5.1100001,8.7900000,8.7900000,Well drained,Well drained,C,,100,4,95,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.9200000,Severe,5,1.0000000,1389414,,,95,,Beausite,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,2,86,4,,,,,No,Well drained,0.0000000,229.0000000,457.0000000,203,315,68,foothills,,0.2300000,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,160,190,220,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,Moderate,Moderate,"Loamy-skeletal, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,loamy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1389414,20797261
222,580,76936569,47.734010470000001,-123.154188540000007,.,,3168838.0000000,,3168838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,3168838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,3168838,22005946
223,581,76998196,47.363853333300000,-123.164580500000000,.,,74553.0000000,,74553,,He,"Hoodsport gravelly sandy loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,58,,None,None,0,2.0200000,3.5200000,4.1799998,4.1799998,Moderately well drained,Moderately well drained,B/D,,100,6,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.9200000,Severe,0,1.0000000,74553,,,100,,Hoodsport,Series,Yes,HIGH PPT,,15.0000000,23.0000000,30.0000000,,,,,3,86,3,,,,,No,Moderately well drained,0.0000000,120.0000000,300.0000000,338,90,203,"foothills, till plains",,0.3000000,,10.0000000,10.0000000,10.0000000,1524,1524,1524,,,,150,160,175,6,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B/D,High,High,"Medial-skeletal, mixed, mesic Typic Haploxerands",Andisols,Xerands,Haploxerands,Typic Haploxerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74553,21056805
224,582,77000399,47.360263333299997,-123.156761166699994,.,,74544.0000000,,74544,,Gk,"Grove gravelly sandy loam, 5 to 15 percent slopes",,10.0000000,10.0000000,,,,None,None,0,2.4200001,3.9200001,5.7500000,7.2500000,Somewhat excessively drained,Somewhat excessively drained,A,,100,4,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Not limited,0.0000000,Moderate,0,1.0000000,74544,,,100,,Grove,Series,Yes,,,5.0000000,10.0000000,15.0000000,,,,,5,56,5,,,,,No,Somewhat excessively drained,0.0000000,150.0000000,300.0000000,180,0,180,outwash plains,,0.2300000,,9.0000000,9.0000000,9.0000000,2286,2286,2286,,,,160,170,180,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,Moderate,"Sandy-skeletal, mixed, mesic Dystric Xerorthents",Entisols,Orthents,Xerorthents,Dystric Xerorthents,sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74544,21056788
225,583,77001270,47.362408333300003,-123.164077833299999,.,,74553.0000000,,74553,,He,"Hoodsport gravelly sandy loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,58,,None,None,0,2.0200000,3.5200000,4.1799998,4.1799998,Moderately well drained,Moderately well drained,B/D,,100,6,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.9200000,Severe,0,1.0000000,74553,,,100,,Hoodsport,Series,Yes,HIGH PPT,,15.0000000,23.0000000,30.0000000,,,,,3,86,3,,,,,No,Moderately well drained,0.0000000,120.0000000,300.0000000,338,90,203,"foothills, till plains",,0.3000000,,10.0000000,10.0000000,10.0000000,1524,1524,1524,,,,150,160,175,6,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B/D,High,High,"Medial-skeletal, mixed, mesic Typic Haploxerands",Andisols,Xerands,Haploxerands,Typic Haploxerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74553,21056805
226,584,77001984,47.363455000000002,-123.160058333300000,.,,74544.0000000,,74544,,Gk,"Grove gravelly sandy loam, 5 to 15 percent slopes",,10.0000000,10.0000000,,,,None,None,0,2.4200001,3.9200001,5.7500000,7.2500000,Somewhat excessively drained,Somewhat excessively drained,A,,100,4,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Not limited,0.0000000,Moderate,0,1.0000000,74544,,,100,,Grove,Series,Yes,,,5.0000000,10.0000000,15.0000000,,,,,5,56,5,,,,,No,Somewhat excessively drained,0.0000000,150.0000000,300.0000000,180,0,180,outwash plains,,0.2300000,,9.0000000,9.0000000,9.0000000,2286,2286,2286,,,,160,170,180,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,Moderate,"Sandy-skeletal, mixed, mesic Dystric Xerorthents",Entisols,Orthents,Xerorthents,Dystric Xerorthents,sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74544,21056788
227,585,77003271,47.363453333300001,-123.162094499999995,.,,74544.0000000,,74544,,Gk,"Grove gravelly sandy loam, 5 to 15 percent slopes",,10.0000000,10.0000000,,,,None,None,0,2.4200001,3.9200001,5.7500000,7.2500000,Somewhat excessively drained,Somewhat excessively drained,A,,100,4,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Not limited,0.0000000,Moderate,0,1.0000000,74544,,,100,,Grove,Series,Yes,,,5.0000000,10.0000000,15.0000000,,,,,5,56,5,,,,,No,Somewhat excessively drained,0.0000000,150.0000000,300.0000000,180,0,180,outwash plains,,0.2300000,,9.0000000,9.0000000,9.0000000,2286,2286,2286,,,,160,170,180,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,Moderate,"Sandy-skeletal, mixed, mesic Dystric Xerorthents",Entisols,Orthents,Xerorthents,Dystric Xerorthents,sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74544,21056788
228,591,77494290,47.539367675800001,-122.372064571899998,.,,3064836.0000000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646
229,597,78079304,47.525694999999999,-122.263850000000005,.,,3064838.0000000,,3064838,,3057,"Urban land-Alderwood complex, 12 to 35 percent slopes",,25.0000000,22.6000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,1.0000000,Not rated,10,1.0000000,3064838,,,10,,Everett,Series,No ,,,12.0000000,25.0000000,35.0000000,31,61,91,,5,48,6,,,,,No,Somewhat excessively drained,5.0000000,100.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,High,Moderate,"Sandy-skeletal, isotic, mesic Humic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Humic Dystroxerepts,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064838,21113662
230,598,78177706,46.942566666700003,-122.976044999999999,.,,2454745.0000000,,2454745,,75,Norma fine sandy loam,,2.0000000,2.0000000,,0,0,None,None,95,3.5000000,7.0000000,14.0000000,21.0000000,Poorly drained,Poorly drained,A/D,,100,5,95,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Slight,95,1.0000000,2454745,,,5,,Alderwood,Series,No ,,,,,,,,,,,,,,,,,No,Moderately well drained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,mesic,,,,,,,,N/A,N/A,,,,,2454745,21078311
231,599,78178298,46.958449999999999,-122.992661666700002,.,,2454628.0000000,,2454628,,1,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",,2.0000000,1.9000000,,65,,None,None,10,2.9500000,5.3000002,8.4499998,8.8599997,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.1010000,Slight,10,1.0000000,2454628,,,5,,Everett,Series,No ,,,0.0000000,2.0000000,8.0000000,30,91,91,,,,,,,,,No,Somewhat excessively drained,15.0000000,180.0000000,245.0000000,180,0,180,"eskers, kames, moraines, outwash plains",,,,9.0000000,10.0000000,11.0000000,635,1000,1524,,,,160,200,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy-skeletal, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,2454628,21078130
232,606,78403242,46.921888333299997,-122.262388333299995,.,,74665.0000000,,74665,,19B,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",,2.0000000,1.9000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Slight,6,1.0000000,74665,,,2,,Harstine,Series,No ,,,0.0000000,2.0000000,6.0000000,30,91,91,,,,,,,,,No,Moderately well drained,15.0000000,180.0000000,275.0000000,180,0,180,"plains, ridges",,,,9.0000000,10.0000000,11.0000000,762,1080,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coarse-loamy, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy,not used,not used,not used,mesic,Oxyaquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74665,21076493
233,607,78404025,46.921979952599997,-122.265518764099994,.,,74665.0000000,,74665,,19B,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",,2.0000000,1.9000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Slight,6,1.0000000,74665,,,2,,Harstine,Series,No ,,,0.0000000,2.0000000,6.0000000,30,91,91,,,,,,,,,No,Moderately well drained,15.0000000,180.0000000,275.0000000,180,0,180,"plains, ridges",,,,9.0000000,10.0000000,11.0000000,762,1080,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coarse-loamy, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy,not used,not used,not used,mesic,Oxyaquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74665,21076493
234,610,78414054,47.575897429999998,-122.547181480000006,.,,74186.2500000,,74186,,17,"Harstine gravelly ashy sandy loam, 30 to 45 percent slopes",,40.0000000,40.0000000,,75,75,None,None,0,3.7800000,6.4899998,9.9399996,10.2399998,Moderately well drained,Moderately well drained,C,,100,7,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,74186,,,5,,Indianola,Series,No ,,,30.0000000,40.0000000,45.0000000,15,15,15,,,,,,,,,No,Somewhat excessively drained,30.0000000,45.0000000,120.0000000,180,0,180,"eskers, kames, outwash plains, terraces",,,,9.0000000,10.0000000,11.0000000,762,1080,1397,,,,180,190,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Isotic, mesic Dystric Xeropsamments",Entisols,Psamments,Xeropsamments,Dystric Xeropsamments,not used,not used,not used,not used,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74186,21008948
