OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
316,757,81515211,48.912644638600000,-121.997589225200002,.,,75123.0000000,,75123,,6,"Barneston gravelly ashy loam, 0 to 8 percent slopes",,4.0000000,3.9000001,,,,,,5,3.8000000,6.4000001,7.2600002,8.1199999,Somewhat excessively drained,Somewhat excessively drained,A,,100,4,85,Not limited,Not limited,Not limited,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Not limited,0.0560000,Slight,5,1.0000000,75123,,,5,,Nargar,Series,No ,,,0.0000000,4.0000000,8.0000000,30,55,91,,,,,,,,,No,Well drained,25.0000000,125.0000000,425.0000000,180,0,180,"outwash plains, terraces",,,,8.0000000,9.0000000,10.0000000,1200,1500,2000,,,,180,200,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashy over sandy or sandy-skeletal, mixed, mesic Andic Haplorthods",Spodosols,Orthods,Haplorthods,Andic Haplorthods,ashy over sandy or sandy-skeletal,,,,mesic,,,,,,,,,,N/A,N/A,,,,,75123,21089598
317,758,81615404,46.979211666700003,-122.369820000000004,.,,74678.0000000,,74678,,22A,McKenna gravelly loam,,2.0000000,1.8000000,,0,0,None,None,100,4.5000000,8.1199999,12.1800003,12.1800003,Poorly drained,Poorly drained,D,,100,5,92,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Slight,100,1.0000000,74678,,,8,,Tisch,Series,No ,,,0.0000000,1.0000000,1.0000000,,,,,,,,,,,,Yes,Very poorly drained,15.0000000,84.0000000,152.0000000,180,0,180,depressions,,,,9.0000000,10.0000000,11.0000000,762,1143,1524,,,,,,,6,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,74678,21076441
318,759,81714595,46.754638333300001,-122.986641666699995,.,,74262.0000000,,74262,,117,Klaber variant silty clay loam,,2.0000000,2.0000000,,38,38,None,None,0,5.0000000,9.0000000,13.8900003,16.8899994,Poorly drained,Poorly drained,C/D,,100,4,70,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.8580000,Slight,98,1.0000000,74262,,,70,,Klaber variant,Variant,Yes,,,0.0000000,2.0000000,3.0000000,,,,,4,48,6,,,,Wooded under natural conditions,Yes,Poorly drained,30.0000000,90.0000000,270.0000000,180,0,180,depressions,,0.1600000,,11.0000000,11.0000000,11.0000000,1016,1270,1524,,,,150,175,200,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Low,High,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74262,21055787
319,760,81714821,46.551186666699998,-122.876724999999993,.,,74318.0000000,,74318,,167,"Prather silty clay loam, 0 to 5 percent slopes",,3.0000000,3.0000000,,69,69,None,None,0,4.5000000,8.4399996,15.4399996,21.4400005,Moderately well drained,Moderately well drained,C,,97,3,90,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0130000,Moderate,7,1.0000000,74318,,,90,,Prather,Series,Yes,,,0.0000000,3.0000000,5.0000000,,,,,5,48,6,,,,,No,Moderately well drained,61.0000000,183.0000000,305.0000000,180,0,180,terraces,,0.2300000,,9.0000000,10.0000000,10.0000000,1016,1270,1524,,,,150,175,200,3,w,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,C,Moderate,High,"Fine, mixed, mesic Aquic Palexeralfs",Alfisols,Xeralfs,Palexeralfs,Aquic Palexeralfs,fine,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74318,21055890
320,761,81715045,46.493961666700002,-122.876921666699999,.,,74318.0000000,,74318,,167,"Prather silty clay loam, 0 to 5 percent slopes",,3.0000000,3.0000000,,69,69,None,None,0,4.5000000,8.4399996,15.4399996,21.4400005,Moderately well drained,Moderately well drained,C,,97,3,90,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0130000,Moderate,7,1.0000000,74318,,,90,,Prather,Series,Yes,,,0.0000000,3.0000000,5.0000000,,,,,5,48,6,,,,,No,Moderately well drained,61.0000000,183.0000000,305.0000000,180,0,180,terraces,,0.2300000,,9.0000000,10.0000000,10.0000000,1016,1270,1524,,,,150,175,200,3,w,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,C,Moderate,High,"Fine, mixed, mesic Aquic Palexeralfs",Alfisols,Xeralfs,Palexeralfs,Aquic Palexeralfs,fine,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74318,21055890
321,762,81715657,45.955916666699999,-122.581566666699999,.,,72255.0000000,,72255,,191,"Schneider-Rock outcrop complex, 65 to 90 percent slopes",,78.0000000,78.0000000,0,,,None,None,0,2.7500000,5.0999999,9.0200005,10.0000000,Well drained,Well drained,B,,100,7,60,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Severe,0,1.0000000,72255,,,25,,Rock outcrop,Miscellaneous area,Yes,,,65.0000000,78.0000000,90.0000000,,,,,,,,,,,,No,,,,,158,293,68,,,,,,,,,,,,,,,,,8,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,72255,20797964
322,763,81755200,46.976745000000001,-122.370413333299993,.,,74667.9218750,,74668,,19E,"Kapowsin gravelly ashy loam, 30 to 65 percent slopes",,35.0000000,35.0000000,,50,50,None,None,0,5.8899999,10.6700001,12.7600002,12.8100004,Moderately well drained,Moderately well drained,B,,100,7,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Fair,Very limited,1.0000000,Severe,0,1.0000000,74668,,,85,,Kapowsin,Series,Yes,,,30.0000000,35.0000000,65.0000000,15,15,15,,3,56,5,,,,,No,Moderately well drained,15.0000000,180.0000000,275.0000000,180,0,180,"moraines, plains",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,150,185,220,7,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,Moderate,"Coarse-loamy, isotic, mesic Andic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Andic Dystroxerepts,coarse-loamy,not used,not used,not used,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74668,21076510
323,772,82112404,47.598295000000000,-121.992675000000006,.,,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
324,773,82113245,47.596191666700001,-121.995675000000006,.,,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
325,774,82113818,47.598354999999998,-121.992966666699999,.,,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
326,775,82185786,47.711606905799997,-122.579347193399997,.,,74210.0000000,,74210,,39,"Poulsbo gravelly sandy loam, 0 to 6 percent slopes",,3.0000000,3.0000000,,53,,None,None,5,3.0000000,6.0000000,7.3200002,7.3200002,Moderately well drained,Moderately well drained,B/D,,100,4,95,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.1090000,Slight,5,1.0000000,74210,,,95,,Poulsbo,Series,Yes,,,0.0000000,3.0000000,6.0000000,,,,,3,86,4,,,,,No,Moderately well drained,0.0000000,120.0000000,150.0000000,180,0,180,"moraines, terraces",,0.3000000,,10.0000000,10.0000000,10.0000000,889,889,889,,,,210,210,210,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B/D,High,High,"Coarse-loamy, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74210,21008979
327,776,82203093,47.761589828900000,-122.477397015400001,.,,74193.0000000,,74193,,23,"Kapowsin gravelly ashy loam, 6 to 15 percent slopes",,10.0000000,9.5000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Moderate,6,1.0000000,74193,,,2,,Dupont,Series,No ,,,0.0000000,0.0000000,1.0000000,30,30,61,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Very poorly drained,15.0000000,180.0000000,275.0000000,180,0,180,"depressions, plains, troughs",,,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diatomaceous, euic, mesic Limnic Haplosaprists",Histosols,Saprists,Haplosaprists,Limnic Haplosaprists,not used,not used,not used,euic,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74193,21008972
328,777,82220359,47.761390823600003,-122.476862228100003,.,,74193.0000000,,74193,,23,"Kapowsin gravelly ashy loam, 6 to 15 percent slopes",,10.0000000,9.5000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Moderate,6,1.0000000,74193,,,2,,Dupont,Series,No ,,,0.0000000,0.0000000,1.0000000,30,30,61,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Very poorly drained,15.0000000,180.0000000,275.0000000,180,0,180,"depressions, plains, troughs",,,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diatomaceous, euic, mesic Limnic Haplosaprists",Histosols,Saprists,Haplosaprists,Limnic Haplosaprists,not used,not used,not used,euic,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74193,21008972
329,794,82447728,47.318030000000000,-122.543113333299999,.,,3227043.2500000,,3227043,,3061,"Alderwood-Everett complex, 0 to 12 percent slopes",,5.0000000,4.5999999,,65,,None,None,10,2.6700001,4.7300000,7.3000002,8.2200003,Moderately well drained,Moderately well drained,A,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.1360000,Moderate,10,1.0000000,3227043,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3227043,21372946
330,795,82448623,47.283279999999998,-122.321983333299997,.,,1389425.0000000,,1389425,,EwC,"Everett-Alderwood gravelly sandy loams, 6 to 15 percent slopes",,11.0000000,10.6000004,,65,,None,None,5,3.0100000,5.6700001,8.5500002,9.6000004,Somewhat excessively drained,Moderately well drained,A,,100,3,50,Somewhat limited,Somewhat limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.0020000,Moderate,5,1.0000000,1389425,,,2,,Norma,Series,No ,,,0.0000000,3.0000000,8.0000000,,,,,,,,,,,,Yes,Poorly drained,0.0000000,130.0000000,244.0000000,180,0,180,depressions,,,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,,,,6,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesic,,,,,,,,N/A,N/A,,,,,1389425,20797282
331,804,82745879,47.760820520300001,-122.477416649000006,.,,74193.0000000,,74193,,23,"Kapowsin gravelly ashy loam, 6 to 15 percent slopes",,10.0000000,9.5000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Moderate,6,1.0000000,74193,,,2,,Dupont,Series,No ,,,0.0000000,0.0000000,1.0000000,30,30,61,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Very poorly drained,15.0000000,180.0000000,275.0000000,180,0,180,"depressions, plains, troughs",,,,9.0000000,10.0000000,11.0000000,762,1016,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diatomaceous, euic, mesic Limnic Haplosaprists",Histosols,Saprists,Haplosaprists,Limnic Haplosaprists,not used,not used,not used,euic,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74193,21008972
332,806,82892092,46.933271666700001,-122.266541666699993,.,,74665.0000000,,74665,,19B,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",,2.0000000,1.9000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Slight,6,1.0000000,74665,,,2,,Harstine,Series,No ,,,0.0000000,2.0000000,6.0000000,30,91,91,,,,,,,,,No,Moderately well drained,15.0000000,180.0000000,275.0000000,180,0,180,"plains, ridges",,,,9.0000000,10.0000000,11.0000000,762,1080,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coarse-loamy, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy,not used,not used,not used,mesic,Oxyaquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74665,21076493
333,807,82894831,46.922086666699997,-122.262221666700000,.,,74665.0000000,,74665,,19B,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",,2.0000000,1.9000000,,50,50,None,None,6,6.0500002,10.8900003,13.5699997,14.1899996,Moderately well drained,Moderately well drained,B,,100,3,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Fair,Somewhat limited,0.2590000,Slight,6,1.0000000,74665,,,2,,Harstine,Series,No ,,,0.0000000,2.0000000,6.0000000,30,91,91,,,,,,,,,No,Moderately well drained,15.0000000,180.0000000,275.0000000,180,0,180,"plains, ridges",,,,9.0000000,10.0000000,11.0000000,762,1080,1270,,,,150,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coarse-loamy, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy,not used,not used,not used,mesic,Oxyaquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,74665,21076493
334,808,83022098,47.534454345699999,-122.395366430400003,.,,3064847.5000000,,3064848,,4012,"Alderwood-Kitsap complex, 12 to 60 percent slopes",,35.0000000,31.6000004,,45,45,None,None,10,3.5599999,6.3800001,10.9700003,14.2600002,Moderately well drained,Somewhat poorly drained,A,,100,7,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,10,1.0000000,3064848,,,35,,Kitsap,Series,Yes,,,12.0000000,35.0000000,60.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,7,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064848,21113704
335,810,83167574,47.862850721000001,-122.514692545100004,.,,74218.0000000,,74218,,46,"Ragnar fine sandy loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,,,None,None,0,3.5000000,7.0000000,11.1800003,15.1800003,Well drained,Well drained,A,,100,4,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.9200000,Severe,0,1.0000000,74218,,,100,,Ragnar,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,3,134,2,,,,,No,Well drained,91.0000000,198.0000000,305.0000000,68,203,338,terraces,,0.0900000,,10.0000000,11.0000000,12.0000000,889,1270,1651,,,,150,180,210,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy over sandy or sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74218,21008912
336,811,83168797,47.871810933600003,-122.541203834200005,.,,74210.0000000,,74210,,39,"Poulsbo gravelly sandy loam, 0 to 6 percent slopes",,3.0000000,3.0000000,,53,,None,None,5,3.0000000,6.0000000,7.3200002,7.3200002,Moderately well drained,Moderately well drained,B/D,,100,4,95,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.1090000,Slight,5,1.0000000,74210,,,95,,Poulsbo,Series,Yes,,,0.0000000,3.0000000,6.0000000,,,,,3,86,4,,,,,No,Moderately well drained,0.0000000,120.0000000,150.0000000,180,0,180,"moraines, terraces",,0.3000000,,10.0000000,10.0000000,10.0000000,889,889,889,,,,210,210,210,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B/D,High,High,"Coarse-loamy, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74210,21008979
337,812,83196980,47.311203333300000,-122.538933333299994,.,,3227044.0000000,,3227044,,3062,"Alderwood-Everett complex, 12 to 35 percent slopes",,25.0000000,22.6000004,,65,,None,None,10,2.6700001,4.7300000,7.3000002,8.2200003,Moderately well drained,Moderately well drained,A,,100,6,95,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,10,1.0000000,3227044,,,30,,Everett,Series,Yes,,,12.0000000,25.0000000,35.0000000,31,61,91,,5,48,6,,,,,No,Somewhat excessively drained,5.0000000,100.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,High,Moderate,"Sandy-skeletal, isotic, mesic Humic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Humic Dystroxerepts,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3227044,21372951
338,814,83348427,47.704742747600001,-122.091846069699997,.,,1389429.0000000,,1389429,,KpB,"Kitsap silt loam, 2 to 8 percent slopes",,5.0000000,4.9000001,,69,69,None,None,2,4.8800001,9.6300001,19.1299992,28.6299992,Moderately well drained,Moderately well drained,C,,100,3,85,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0410000,Moderate,5,1.0000000,1389429,,,10,,Alderwood,Series,No ,,,,,,,,,,,,,,,,,No,Moderately well drained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesic,,,,,,,,N/A,N/A,,,,,1389429,20797287
